year,ward,cost,category,program,description,FNODE_ID,TNODE_ID,OBJECTID,TRANS_ID,PRE_DIR,STREET_NAM,STREET_TYP,F_CROSS,T_CROSS,MIN_ADDR,MAX_ADDR
2012,9,"$48,865.00",Streets & Transportation,Curb & Gutter Menu,ON E 99TH PL FROM S STATE ST (0 E) TO Dead End (50 E),5205,23290,47754,148203,E,99TH,PL,9933 S STATE ST ,  DEAD END  ,1,54
2012,9,"$1,471.00",Streets & Transportation,Guardrail Menu,ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E),6144,20452,31537,141796,E,114TH,PL,11429 S EDBROOKE AVE ,11432 S INDIANA AVE ,135,167
2012,9,"$1,471.00",Streets & Transportation,Guardrail Menu,ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E),31872,6144,42640,141797,E,114TH,PL,11431 S MICHIGAN AVE ,11429 S EDBROOKE AVE ,100,133
2012,9,"$55,284.00",Streets & Transportation,Sidewalk Menu,ON E 119TH PL FROM S STATE ST (0 E) TO S MICHIGAN AV (100 E),5262,18362,45465,139129,E,119TH,PL,11933 S STATE ST ,11933 S MICHIGAN AVE ,1,52
2012,9,"$3,377.00",Streets & Transportation,Sidewalk Menu,ON E 101ST PL FROM S ST LAWRENCE AV (600 E) TO S,24621,25900,12789,139574,E,101ST,PL,10133 S ST LAWRENCE AVE ,10133 S DAUPHIN AVE ,600,651
2012,9,"$35,254.00",Streets & Transportation,Street Resurfacing Menu,ON E 122ND ST FROM S MICHIGAN AV (100 E) TO S EDBROOKE AV (134 E),326,5301,37336,150401,E,122ND,ST,12200 S MICHIGAN AVE ,12199 S EDBROOKE AVE ,100,131
2012,9,"$1,400.00",Lighting,Street Light Upgrade,ON PERRY FROM W 121 ST (12100 S) TO W 122 ST (12200 S),,,,,,,,,,,
2012,10,"$61,942.00",Streets & Transportation,Diagonal Parking Menu,ON S AVENUE M FROM E 106 ST (10600 S) TO E 106 ST (10600 S),,,,,,,,,,,
2012,10,"$11,715.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End (3152 E),19710,21560,21280,137173,E,96TH,ST,9600 S BALTIMORE AVE ,3125 E   ,3100,3123
2012,10,"$11,715.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End (3152 E),33748,19710,21469,137171,E,96TH,ST,9600 S HOUSTON AVE ,9600 S BALTIMORE AVE ,3036,3067
2012,10,"$2,132.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE M FROM E 108 ST (10800 S) TO E 109 ST (10900 S),,,,,,,,,,,
2012,10,"$23,913.00",Streets & Transportation,Sidewalk Menu,ON E 135TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E),29869,18995,36821,137521,E,135TH,ST,13500 S AVENUE M   ,13500 S AVENUE L   ,3532,3559
2012,10,"$13,969.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE N FROM E 133 ST (13300 S) TO E 134 ST (13400 S),,,,,,,,,,,
2012,10,"$2,874.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE H FROM E 106 ST (10600 S) TO E 107 ST (10700 S),,,,,,,,,,,
2012,10,"$10,218.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE L FROM E 133 ST (13300 S) TO E 134 ST (13400 S),,,,,,,,,,,
2012,10,"$45,187.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE M FROM E 133 ST (13300 S) TO E 134 ST (13400 S),,,,,,,,,,,
2012,10,"$14,450.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S,19713,33748,7363,137168,E,96TH,ST,9600 S COMMERCIAL AVE ,9600 S HOUSTON AVE ,3000,3029
2012,10,"$14,450.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S,33748,19710,21469,137171,E,96TH,ST,9600 S HOUSTON AVE ,9600 S BALTIMORE AVE ,3036,3067
2012,10,"$21,899.00",Streets & Transportation,Sidewalk Menu,ON E 105TH ST FROM S AVENUE J (3700 E) TO S AVENUE H (3731 E),27686,21789,4357,137375,E,105TH,ST,10500 S AVENUE J   ,10500 S AVENUE H   ,3700,3727
2012,10,$407.00,Streets & Transportation,Sidewalk Menu,ON S EWING AVE FROM E 115TH ST (11500 S) TO E 116TH ST (11600 S),22413,22422,47430,137047,S,EWING,AVE,3635 E 115TH ST ,3633 E 116TH ST ,11500,11559
2012,10,"$62,840.00",Streets & Transportation,Sidewalk Menu,ON E 112TH ST FROM S AVENUE L (3600 E) TO S EWING AV (3632 E),15896,15895,52131,137424,E,112TH,ST,11200 S AVENUE L   ,11200 S EWING AVE ,3600,3627
2012,10,"$1,548.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE B FROM E 109 ST (10900 S) TO E 110 ST (11000 S),,,,,,,,,,,
2012,10,"$66,361.00",Streets & Transportation,Street Resurfacing Menu,ON S AVENUE M FROM E 113 ST (11300 S) TO E 114 ST (11400 S),,,,,,,,,,,
2012,10,"$48,774.00",Streets & Transportation,Street Resurfacing Menu,ON E 129TH ST FROM S MANISTEE AV (2800 E) TO S MUSKEGON AV (2837 E),34211,30046,4681,137507,E,129TH,ST,12900 S MANISTEE AVE ,12900 S MUSKEGON AVE ,2800,2827
2012,10,"$28,060.00",Streets & Transportation,Street Resurfacing Menu,ON E 96TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E),33046,20664,49178,137255,E,96TH,ST,9600 S AVENUE M   ,9600 S AVENUE L   ,3532,3559
2012,11,"$12,948.00",Streets & Transportation,Alley Apron Menu,ON W 46TH PL FROM 600 W TO S WALLACE ST (600 W),14791,14793,20484,125440,W,46TH,PL,4633 S WALLACE ST ,4633 S UNION AVE ,600,659
2012,11,"$12,948.00",Streets & Transportation,Alley Apron Menu,ON W 46TH PL FROM 600 W TO S WALLACE ST (600 W),21651,14791,26194,125439,W,46TH,PL,4633 S NORMAL AVE ,4633 S WALLACE ST ,500,559
2012,11,"$7,453.00",Streets & Transportation,Curb & Gutter Menu,ON W EXCHANGE AVE FROM S MORGAN ST (1000 W) TO S PEORIA ST (912 W),5991,883,9809,146392,W,EXCHANGE,AVE,4153 S PEORIA ST ,4161 S MORGAN ST ,900,952
2012,11,"$5,401.00",Streets & Transportation,Sidewalk Menu,ON S LITUANICA AVE FROM W 31 PL (3130 S) TO W 31 PL,18052,28830,20549,150075,S,LITUANICA,AVE,900 W 31ST PL ,900 W 32ND ST ,3128,3189
2012,11,"$5,401.00",Streets & Transportation,Sidewalk Menu,ON S LITUANICA AVE FROM W 31 PL (3130 S) TO W 31 PL,4371,18052,36707,150074,S,LITUANICA,AVE,900 W 31ST ST ,900 W 31ST PL ,3100,3145
2012,11,"$2,447.00",Streets & Transportation,Sidewalk Menu,ON W 37TH ST FROM S LEAVITT ST (2200 W) TO S LEAVITT ST (2200 W),28524,35423,18343,115665,W,37TH,ST,3699 S HAMILTON AVE ,3699 S LEAVITT ST ,2132,2159
2012,11,"$2,447.00",Streets & Transportation,Sidewalk Menu,ON W 37TH ST FROM S LEAVITT ST (2200 W) TO S LEAVITT ST (2200 W),35423,11518,28103,115666,W,37TH,ST,3699 S LEAVITT ST ,3695 S ARCHER AVE ,2200,2293
2012,11,"$19,332.00",Streets & Transportation,Sidewalk Menu,ON W 43RD PL FROM S PARNELL AV (524 W) TO S WALLACE ST (614 W),906,29145,36029,125385,W,43RD,PL,4333 S PARNELL AVE ,4333 S WALLACE ST ,524,569
2012,11,"$6,418.00",Streets & Transportation,Sidewalk Menu,ON W 26TH ST FROM S WALLACE ST (600 W) TO S NORMAL AV (530 W),3480,3481,29966,114732,W,26TH,ST,2600 S NORMAL AVE ,2600 S WALLACE ST ,500,537
2012,11,"$8,274.00",Streets & Transportation,Sidewalk Menu,ON W 30TH ST FROM S PRINCETON AV (300 W) TO S WELLS ST (230 W),32384,4340,33318,115130,W,30TH,ST,3000 S WELLS ST ,3000 S PRINCETON AVE ,232,259
2012,11,"$36,657.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S UNION AV (700 W) TO S UNION AV (700 W),14227,901,28235,125384,W,43RD,ST,4299 S LOWE AVE ,4300 S UNION AVE ,631,659
2012,11,"$36,657.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S UNION AV (700 W) TO S UNION AV (700 W),901,14228,52998,125399,W,43RD,ST,4300 S UNION AVE ,4300 S EMERALD AVE ,700,725
2012,11,"$5,119.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S WALLACE ST (600 W) TO S WALLACE ST (614 W),14225,21626,5517,125381,W,43RD,ST,4300 S PARNELL AVE ,4299 S WALLACE ST ,522,565
2012,11,"$5,119.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S WALLACE ST (600 W) TO S WALLACE ST (614 W),21626,29136,48415,125382,W,43RD,ST,4299 S WALLACE ST ,4300 S WALLACE ST ,600,603
2012,11,"$5,119.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S WALLACE ST (600 W) TO S WALLACE ST (614 W),29136,14227,51344,125383,W,43RD,ST,4300 S WALLACE ST ,4299 S LOWE AVE ,604,629
2012,11,"$21,634.00",Streets & Transportation,Street Resurfacing Menu,ON W 37TH ST FROM S HALSTED ST (800 W) TO S LITUANICA AV (832 W),5442,5443,33459,115721,W,37TH,ST,3700 S HALSTED ST ,3700 S LITUANICA AVE ,800,837
2012,11,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 45TH PL FROM S NORMAL AV (500 W) TO S WALLACE ST (600 W),922,31289,27210,125432,W,45TH,PL,4531 S NORMAL AVE ,4535 S WALLACE ST ,500,559
2012,11,$350.00,Lighting,Floodlight Menu,569 W 44TH ST,,,,,,,,,,,
2012,11,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON EMERALD FROM W 37 ST (3700 S) TO W PERSHING RD (3900 S),,,,,,,,,,,
2012,11,$350.00,Lighting,Street Light Upgrade,4522 S WALLACE ST,,,,,,,,,,,
2012,11,$350.00,Lighting,Street Light Upgrade,564 W 43RD ST,,,,,,,,,,,
2012,12,$630.00,Streets & Transportation,Bollard Menu,ON W PERSHING RD FROM 3144 W TO S ALBANY AVE (3100 W),4966,4967,27272,123705,W,PERSHING,RD,3900 S ALBANY AVE ,3900 S KEDZIE AVE ,3100,3159
2012,12,$630.00,Streets & Transportation,Bollard Menu,ON W PERSHING RD FROM 3144 W TO S ALBANY AVE (3100 W),36000,4966,45058,131930,W,PERSHING,RD,3900 S SACRAMENTO AVE ,3900 S ALBANY AVE ,3000,3059
2012,12,$536.00,Streets & Transportation,Sidewalk Menu,ON W 25TH PL FROM S CALIFORNIA AV (2800 W) TO S FRANCISCO AV (2900 W),32336,188,24664,123078,W,25TH,PL,2532 S CALIFORNIA AVE ,2533 S FRANCISCO AVE ,2800,2859
2012,12,"$27,911.00",Streets & Transportation,Sidewalk Menu,ON TALMAN FROM W 39 PL (3932 S) TO W 40 PL (4050 S),,,,,,,,,,,
2012,12,"$93,566.00",Streets & Transportation,Sidewalk Menu,ON S TALMAN AVE FROM W 39 PL (3932 S) TO W 40 PL (4050 S),854,859,39516,131833,S,TALMAN,AVE,2629 W 39TH PL ,2631 W 40TH ST ,3930,3959
2012,12,"$1,561.00",Streets & Transportation,Sidewalk Menu,ON W 43RD ST FROM S PAULINA ST (1699 W) TO S MARSHFIELD AVE (1632 W),903,6039,42213,131563,W,43RD,ST,4300 S MARSHFIELD AVE ,4300 S PAULINA ST ,1632,1664
2012,12,"$21,228.00",Streets & Transportation,Sidewalk Menu,ON W 40TH ST FROM S TALMAN AV (2632 W) TO S BRIGHTON PL (2644 W),859,862,25235,131834,W,40TH,ST,4000 S TALMAN AVE ,4000 S BRIGHTON PL ,2630,2660
2012,12,$500.00,Lighting,Floodlight Menu,3000 S ALBANY AVE,,,,,,,,,,,
2012,12,$500.00,Lighting,Floodlight Menu,3014 S ALBANY AVE,,,,,,,,,,,
2012,12,"$72,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON BRIGHTON FROM S ARCHER AV (3984 S) TO W 40 PL (4050 S),19569,862,10606,131836,S,BRIGHTON,PL,3981 S ARCHER AVE ,2699 W 40TH ST ,3950,3966
2012,12,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON WHIPPLE FROM W 24 ST (2400 S) TO W 26 ST (2600 S),,,,,,,,,,,
2012,12,"$112,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON TALMAN FROM W 39 PL (3932 S) TO W 40 PL (4050 S),,,,,,,,,,,
2012,12,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON SACRAMENTO FROM W 24 ST (2400 S) TO W 26 ST (2600 S),,,,,,,,,,,
2012,12,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON ALBANY FROM W 24 ST (2400 S) TO W 26 ST (2600 S),,,,,,,,,,,
2012,12,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON TROY FROM W 24 ST (2400 S) TO W 26 ST (2600 S),,,,,,,,,,,
2012,12,$400.00,Lighting,Street Light Upgrade,2457 S KEDZIE AVE,,,,,,,,,,,
2012,13,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,W MARQUETTE RD & S KILPATRICK AVE,29701,14606,34621,135219,W,MARQUETTE,RD,6699 S KNOX AVE ,6699 S KILPATRICK AVE ,4633,4667
2012,13,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,W MARQUETTE RD & S KILPATRICK AVE,14606,14607,42868,162217,W,MARQUETTE,RD,6699 S KILPATRICK AVE ,6700 S KEATING AVE ,4700,4717
2012,13,"$19,200.00",Streets & Transportation,Left-Turn Arrow Menu,W 69TH ST & S PULASKI RD,27948,6566,8093,135178,W,69TH,ST,6900 S SPRINGFIELD AVE ,6900 S PULASKI RD ,3900,3959
2012,13,"$19,200.00",Streets & Transportation,Left-Turn Arrow Menu,W 69TH ST & S PULASKI RD,6566,14469,46114,135204,W,69TH,ST,6900 S PULASKI RD ,6900 S KOMENSKY AVE ,4000,4025
2012,13,"$136,500.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON KOLIN FROM W 55 ST (5500 S) TO W 57 ST (5700 S),,,,,,,,,,,
2012,13,"$273,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON 67 FROM Dead End (3652 W) TO S PULASKI RD (4000 W),,,,,,,,,,,
2012,13,"$288,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON TRIPP FROM W 55 ST (5500 S) TO W 59 ST (5900 S),,,,,,,,,,,
2012,13,"$204,750.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON MENARD FROM W 60 ST (6000 S) TO W 63 ST (6300 S),,,,,,,,,,,
2012,13,"$64,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON LAWLER FROM W 64 ST (6400 S) TO W 64 PL (6446 S),,,,,,,,,,,
2012,14,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,S HOMAN AVE & W 51ST ST,24781,13859,32896,132403,S,HOMAN,AVE,3400 W 51ST ST ,3400 W 52ND ST ,5100,5159
2012,14,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,S HOMAN AVE & W 51ST ST,11566,24781,38038,147858,S,HOMAN,AVE,  DEAD END  ,3400 W 51ST ST ,5000,5059
2012,14,"$6,126.00",Streets & Transportation,Sidewalk Menu,ON W 51ST ST FROM S MAPLEWOOD AV (2532 W) TO S CAMPBELL AV (2500 W),9453,9454,42716,132370,W,51ST,ST,5100 S CAMPBELL AVE ,5100 S MAPLEWOOD AVE ,2500,2525
2012,14,"$5,647.00",Streets & Transportation,Sidewalk Menu,ON W 50TH ST FROM S ROCKWELL ST (2600 W) TO S TALMAN AV (2632 W),11032,1279,26127,132376,W,50TH,ST,5000 S ROCKWELL ST ,5000 S TALMAN AVE ,2600,2625
2012,14,"$9,423.00",Streets & Transportation,Sidewalk Menu,ON W 53RD PL FROM S ALBANY AV (3100 W) TO S KEDZIE AV (3200 W),12327,12329,45352,132699,W,53RD,PL,5333 S ALBANY AVE ,5333 S KEDZIE AVE ,3100,3159
2012,14,"$7,793.00",Streets & Transportation,Sidewalk Menu,ON W 54TH PL FROM S SACRAMENTO AV (3000 W) TO S ALBANY AV (3100 W),32766,25470,34937,132680,W,54TH,PL,5432 S SACRAMENTO AVE ,5433 S ALBANY AVE ,3000,3059
2012,14,"$7,475.00",Streets & Transportation,Sidewalk Menu,ON W 54TH PL FROM S ALBANY AV (3100 W) TO S KEDZIE AV (3200 W),25470,12261,4737,132704,W,54TH,PL,5433 S ALBANY AVE ,5435 S KEDZIE AVE ,3100,3159
2012,14,"$2,621.00",Streets & Transportation,Sidewalk Menu,ON SACRAMENTO FROM W 51 ST (5100 S) TO W 52 ST (5200 S),,,,,,,,,,,
2012,14,"$15,780.00",Streets & Transportation,Sidewalk Menu,ON W 53RD PL FROM S SACRAMENTO AV (3000 W) TO S ALBANY AV (3100 W),32725,12327,20157,132676,W,53RD,PL,5332 S SACRAMENTO AVE ,5333 S ALBANY AVE ,3000,3059
2012,14,"$15,103.00",Streets & Transportation,Sidewalk Menu,ON W 51ST ST FROM S CAMPBELL AV (2500 W) TO S MAPLEWOOD AV (2532 W),9453,9454,42716,132370,W,51ST,ST,5100 S CAMPBELL AVE ,5100 S MAPLEWOOD AVE ,2500,2525
2012,14,"$6,068.00",Streets & Transportation,Sidewalk Menu,ON W 53RD ST FROM S RICHMOND ST (2932 W) TO S SACRAMENTO AV (3000 W),9576,9578,53074,132731,W,53RD,ST,5300 S RICHMOND ST ,5300 S SACRAMENTO AVE ,2932,2959
2012,14,"$9,620.00",Streets & Transportation,Sidewalk Menu,ON W 54TH ST FROM S SACRAMENTO AV (3000 W) TO S ALBANY AV (3100 W),23958,23959,12974,132719,W,54TH,ST,5400 S SACRAMENTO AVE ,5400 S ALBANY AVE ,3000,3059
2012,14,"$1,043.00",Streets & Transportation,Sidewalk Menu,ON SACRAMENTO FROM W 54 ST (5400 S) TO W 55 ST (5500 S),,,,,,,,,,,
2012,14,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 57TH ST FROM S ST LOUIS AV (3500 W) TO S CENTRAL PARK AV (3600 W),31641,8577,13294,133503,W,57TH,ST,5700 S ST LOUIS AVE ,5701 S CENTRAL PARK AVE ,3500,3551
2012,14,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON W 49TH ST FROM S HARDING AV (3932 W) TO S SPRINGFIELD AV (3900 W),24751,20233,55132,132412,W,49TH,ST,4899 S SPRINGFIELD AVE ,4899 S HARDING AVE ,3900,3943
2012,14,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON W 53RD ST FROM S SPAULDING AV (3300 W) TO S SAWYER AV (3232 W),34518,9588,17561,132781,W,53RD,ST,5300 S SAWYER AVE ,5300 S SPAULDING AVE ,3232,3259
2012,14,$350.00,Lighting,Street Light Upgrade,3716 W 49TH ST,,,,,,,,,,,
2012,15,"$2,230.00",Streets & Transportation,Bollard Menu,ON W MARQUETTE RD FROM 2814 W TO S CALIFORNIA AVE (2800 W),2859,33365,39344,134563,W,MARQUETTE,RD,6699 S FAIRFIELD AVE ,6700 S CALIFORNIA AVE ,2732,2757
2012,15,"$2,230.00",Streets & Transportation,Bollard Menu,ON W MARQUETTE RD FROM 2814 W TO S CALIFORNIA AVE (2800 W),33365,14576,46123,134553,W,MARQUETTE,RD,6700 S CALIFORNIA AVE ,6699 S MOZART ST ,2800,2827
2012,15,"$4,102.00",Streets & Transportation,Curb & Gutter Menu,ON W 67TH PL FROM S DAMEN AV (2000 W) TO S HOYNE AV (2100 W),2867,14593,22810,128460,W,67TH,PL,6732 S DAMEN AVE ,6733 S HOYNE AVE ,2000,2059
2012,15,"$13,538.00",Streets & Transportation,Curb & Gutter Menu,ON W 66TH ST FROM S ROCKWELL ST (2600 W) TO S MAPLEWOOD AV (2532 W),12991,27189,10441,134543,W,66TH,ST,6600 S MAPLEWOOD AVE ,6600 S ROCKWELL ST ,2532,2559
2012,15,"$3,500.00",Security Cameras,Street Light Arterial,6558 S MARSHFIELD AVE Install Pole for Police camera,,,,,,,,,,,
2012,15,"$256,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON WINCHESTER FROM W 63 ST (6300 S) TO W MARQUETTE RD (6700 S),,,,,,,,,,,
2012,15,"$275,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON WOOD FROM W 63 ST (6300 S) TO W MARQUETTE RD (6700 S),,,,,,,,,,,
2012,15,"$192,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON ARTESIAN FROM W 60 ST (6000 S) TO W 63 ST (6300 S),,,,,,,,,,,
2012,15,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON PAULINA FROM W 59 ST (5900 S) TO W 61 ST (6100 S),,,,,,,,,,,
2012,15,"$266,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON HONORE FROM W 59 ST (5900 S) TO W GARFIELD BV (5500 S),,,,,,,,,,,
2012,16,"$1,506.00",Streets & Transportation,Sidewalk Menu,ON W 58TH ST FROM S ROCKWELL ST (2600 W) TO S MAPLEWOOD AV (2532 W),8616,31656,50738,133363,W,58TH,ST,5800 S MAPLEWOOD AVE ,5800 S ROCKWELL ST ,2532,2559
2012,16,"$1,778.00",Streets & Transportation,Sidewalk Menu,ON W 58TH ST FROM S JUSTINE ST (1532 W) TO S LAFLIN ST,24732,8599,37905,126744,W,58TH,ST,5800 S LAFLIN ST ,5800 S JUSTINE ST ,1500,1525
2012,16,"$3,648.00",Streets & Transportation,Sidewalk Menu,ON S ALBANY AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),7952,8020,8562,134003,S,ALBANY,AVE,3100 W 60TH ST ,3100 W 61ST ST ,6000,6059
2012,16,"$18,270.00",Streets & Transportation,Sidewalk Menu,ON W 60TH PL FROM S HOMAN AV (3400 W) TO S ST LOUIS AV (3500 W),24202,25993,48353,134042,W,60TH,PL,6031 S HOMAN AVE ,6031 S ST LOUIS AVE ,3400,3459
2012,16,"$12,322.00",Streets & Transportation,Sidewalk Menu,ON W 53RD PL FROM S HOYNE AVE (2100 W) TO S HAMILTON AVE (2130 W),23632,9597,1268,126378,W,53RD,PL,5333 S HOYNE AVE ,5331 S HAMILTON AVE ,2100,2127
2012,16,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 50TH ST FROM S HOYNE AV (2100 W) TO S LEAVITT ST (2156 W),9394,32720,10250,125959,W,50TH,ST,5000 S HOYNE AVE ,5000 S LEAVITT ST ,2100,2159
2012,16,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 52ND PL FROM S HOYNE AV (2100 W) TO Dead End (2125 W),28189,32997,25365,126384,W,52ND,PL,5233 S SEELEY AVE ,5233 S HOYNE AVE ,2030,2057
2012,16,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 52ND PL FROM S HOYNE AV (2100 W) TO Dead End (2125 W),32997,9547,46009,147659,W,52ND,PL,5233 S HOYNE AVE ,  DEAD END  ,2100,2145
2012,16,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON W MCLEAN AVE FROM N ST LOUIS AVE (3500 W) TO N DRAKE AVE (3540 W),16562,27217,22534,111938,W,MCLEAN,AVE,2031 N ST LOUIS AVE ,2031 N DRAKE AVE ,3500,3537
2012,16,"$106,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON SEELEY FROM W 53 PL (5332 S) TO W GARFIELD BV (5500 S),,,,,,,,,,,
2012,16,$192.00,Lighting,Street Light Upgrade,6932 S JUSTINE ST,,,,,,,,,,,
2012,16,$350.00,Lighting,Street Light Upgrade,6034 S THROOP ST,,,,,,,,,,,
2012,16,$350.00,Lighting,Street Light Upgrade,6058 S THROOP ST,,,,,,,,,,,
2012,17,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON EMERALD FROM W 73 ST (7300 S) TO W 76 ST (7600 S),,,,,,,,,,,
2012,17,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON WOOD FROM W 69 ST (6900 S) TO W 71 ST (7100 S),,,,,,,,,,,
2012,17,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON EGGLESTON FROM W 77 ST (7700 S) TO W 79 ST (7900 S),,,,,,,,,,,
2012,18,"$89,182.00",Streets & Transportation,Curb & Gutter Menu,ON W 82ND PL FROM S SPRINGFIELD AV (3900 W) TO S PULASKI RD (4000 W),26615,32360,47616,135881,W,82ND,PL,8233 S SPRINGFIELD AVE ,8232 S PULASKI RD ,3900,3959
2012,18,"$7,147.00",Streets & Transportation,Curb & Gutter Menu,ON W 85TH ST FROM S DAMEN AV (2000 W) TO Dead End (2109 W),7676,18191,5370,131150,W,85TH,ST,8500 S WINCHESTER AVE ,8500 S DAMEN AVE ,1932,1959
2012,18,"$7,147.00",Streets & Transportation,Curb & Gutter Menu,ON W 85TH ST FROM S DAMEN AV (2000 W) TO Dead End (2109 W),18191,7637,15279,131153,W,85TH,ST,8500 S DAMEN AVE ,8500 S SEELEY AVE ,2000,2027
2012,18,$480.00,Streets & Transportation,Miscellaneous Other,W 77TH ST & S WESTERN AVE pavement markings,15350,28359,13016,129960,W,77TH,ST,7700 S CLAREMONT AVE ,7700 S WESTERN AVE ,2332,2359
2012,18,$480.00,Streets & Transportation,Miscellaneous Other,W 77TH ST & S WESTERN AVE pavement markings,28359,23748,17668,143531,W,77TH,ST,7700 S WESTERN AVE ,7699 S ARTESIAN AVE ,2400,2427
2012,18,"$3,485.00",Streets & Transportation,Sidewalk Menu,8600 S KOMENSKY AVE,,,,,,,,,,,
2012,18,"$53,535.00",Streets & Transportation,Sidewalk Menu,ON W 81ST ST FROM Dead End (3652 W) TO S LAWNDALE AV (3700 W),14939,30153,44186,148001,W,81ST,ST,  DEAD END  ,8100 S LAWNDALE AVE ,3600,3659
2012,18,"$53,535.00",Streets & Transportation,Sidewalk Menu,ON W 81ST ST FROM Dead End (3652 W) TO S LAWNDALE AV (3700 W),30153,27832,55438,135866,W,81ST,ST,8100 S LAWNDALE AVE ,8100 S HAMLIN AVE ,3700,3759
2012,18,"$74,699.00",Streets & Transportation,Sidewalk Menu,ON W 84TH PL FROM Dead End (3652 W) TO S ST LOUIS AV (3500 W),7623,7627,2120,136122,W,84TH,PL,8433 S HOMAN AVE ,8433 S ST LOUIS AVE ,3400,3459
2012,18,"$74,699.00",Streets & Transportation,Sidewalk Menu,ON W 84TH PL FROM Dead End (3652 W) TO S ST LOUIS AV (3500 W),7627,25578,43347,148007,W,84TH,PL,8433 S ST LOUIS AVE ,  DEAD END  ,3500,3559
2012,18,"$68,529.00",Streets & Transportation,Sidewalk Menu,ON W 80TH PL FROM S ST LOUIS AV (3500 W) TO S CENTRAL PARK AV (3600 W),29814,15439,11973,135818,W,80TH,PL,8031 S ST LOUIS AVE ,8032 S CENTRAL PARK AVE ,3500,3553
2012,18,"$60,560.00",Streets & Transportation,Sidewalk Menu,ON W 84TH ST FROM Dead End (3633 W) TO S ST LOUIS AV (3500 W),7566,7568,11960,136120,W,84TH,ST,8400 S HOMAN AVE ,8400 S ST LOUIS AVE ,3400,3459
2012,18,"$60,560.00",Streets & Transportation,Sidewalk Menu,ON W 84TH ST FROM Dead End (3633 W) TO S ST LOUIS AV (3500 W),7568,19981,47553,148006,W,84TH,ST,8400 S ST LOUIS AVE ,  DEAD END  ,3500,3559
