year,ward,cost,category,program,description,FNODE_ID,TNODE_ID,OBJECTID,TRANS_ID,PRE_DIR,STREET_NAM,STREET_TYP,F_CROSS,T_CROSS,MIN_ADDR,MAX_ADDR
2012,18,"$26,366.00",Streets & Transportation,Street Resurfacing Menu,ON W 82ND ST FROM S ARTESIAN AV (2432 W) TO S CAMPBELL AV (2500 W),29569,6665,215,135728,W,82ND,ST,8199 S ARTESIAN AVE ,8199 S CAMPBELL AVE ,2432,2459
2012,18,"$68,266.00",Streets & Transportation,Street Resurfacing Menu,ON W 84TH PL FROM S CALIFORNIA AV (2800 W) TO S FRANCISCO AV (2910 W),7582,7593,30426,136009,W,84TH,PL,8430 S CALIFORNIA AVE ,8432 S FRANCISCO AVE ,2800,2879
2012,18,"$56,769.00",Streets & Transportation,Street Resurfacing Menu,ON W 85TH PL FROM S CHRISTIANA AV (3337 W) TO Dead End (3545 W),7700,30997,49684,136556,W,85TH,PL,3299 W   ,8531 S CHRISTIANA AVE ,3300,3331
2012,18,"$56,769.00",Streets & Transportation,Street Resurfacing Menu,ON W 85TH PL FROM S CHRISTIANA AV (3337 W) TO Dead End (3545 W),30997,32781,52841,150513,W,85TH,PL,8531 S CHRISTIANA AVE ,3401 W   ,3332,3361
2012,18,"$35,846.00",Streets & Transportation,Street Resurfacing Menu,ON W 83RD PL FROM S LAWNDALE AV (3700 W) TO S HAMLIN AV (3800 W),7535,7539,5206,136127,W,83RD,PL,8333 S LAWNDALE AVE ,8333 S HAMLIN AVE ,3700,3759
2012,18,"$4,680.00",Streets & Transportation,Street Resurfacing Menu,ON W 83RD PL FROM S WASHTENAW AV (2700 W) TO S CALIFORNIA AV (2800 W),7199,7201,15709,136038,W,83RD,PL,8333 S WASHTENAW AVE ,8333 S CALIFORNIA AVE ,2700,2763
2012,18,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 85TH PL FROM S CENTRAL PARK AV (3600 W) TO S LAWNDALE AV (3700 W),30520,29308,36175,136181,W,85TH,PL,8531 S CENTRAL PARK AVE ,8533 S LAWNDALE AVE ,3600,3653
2012,18,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 82ND ST FROM S DAMEN AV (2000 W) TO S HOYNE AV (2100 W),3072,29567,19342,130601,W,82ND,ST,8200 S DAMEN AVE ,8200 S HOYNE AVE ,2000,2059
2012,18,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 85TH ST FROM S CENTRAL PARK AV (3600 W) TO S LAWNDALE AV (3700 W),18195,7688,45398,136146,W,85TH,ST,8500 S CENTRAL PARK AVE ,8500 S LAWNDALE AVE ,3600,3656
2012,18,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 85TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W),7688,8067,5368,150511,W,85TH,ST,8500 S LAWNDALE AVE ,3751 W RUMSEY AVE ,3700,3759
2012,18,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 85TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W),18195,7688,45398,136146,W,85TH,ST,8500 S CENTRAL PARK AVE ,8500 S LAWNDALE AVE ,3600,3656
2012,18,"$72,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CALIFORNIA FROM W 84 ST (8381 S) TO W 85 ST (8461 S),,,,,,,,,,,
2012,18,"$72,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CALIFORNIA FROM W 83 ST (8300 S) TO W 84 ST (8381 S),,,,,,,,,,,
2012,18,"$94,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON ARTESIAN FROM W 71 ST (7100 S) TO W 73 ST (7300 S),,,,,,,,,,,
2012,18,"$72,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CALIFORNIA FROM W 85 ST (8500 S) TO W 86 ST (8614 S),,,,,,,,,,,
2012,18,"$72,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CALIFORNIA FROM W 86 ST (8614 S) TO W 87 ST (8700 S),,,,,,,,,,,
2012,18,$350.00,Lighting,Street Light Upgrade,8227 S ARTESIAN AVE,,,,,,,,,,,
2012,19,"$4,335.00",Streets & Transportation,Sidewalk Menu,ON W 111TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W),31730,19872,1193,142780,W,111TH,ST,11099 S MILLARD AVE ,11099 S LAWNDALE AVE ,3632,3660
2012,19,"$4,335.00",Streets & Transportation,Sidewalk Menu,ON W 111TH ST FROM S LAWNDALE AV (3700 W) TO S LAWNDALE AV (3700 W),19872,19874,26750,142779,W,111TH,ST,11099 S LAWNDALE AVE ,3801 W   ,3700,3759
2012,19,"$48,882.00",Streets & Transportation,Street Resurfacing Menu,ON W EDMAIRE ST FROM S HALE AV (2006 W) TO S LONGWOOD DR (2047 W),19950,6136,3604,138949,W,EDMAIRE,ST,11300 S HALE AVE ,11300 S LONGWOOD DR ,2000,2023
2012,19,"$82,536.00",Streets & Transportation,Street Resurfacing Menu,ON W 93RD ST FROM S DAMEN AV (2010 W) TO S HAMILTON,19173,28794,4696,139393,W,93RD,ST,9300 S DAMEN AVE ,9300 S HOYNE AVE ,2000,2037
2012,19,"$82,536.00",Streets & Transportation,Street Resurfacing Menu,ON W 93RD ST FROM S DAMEN AV (2010 W) TO S HAMILTON,19172,19173,8143,139396,W,93RD,ST,9300 S WINCHESTER AVE ,9300 S DAMEN AVE ,1940,1979
2012,19,"$49,436.00",Streets & Transportation,Street Resurfacing Menu,ON W 113TH PL FROM S BELL AV (2223 W) TO S OAKLEY AV (2300 W),20430,17030,2457,138965,W,113TH,PL,11338 S BELL AVE ,11335 S OAKLEY AVE ,2220,2267
2012,19,"$26,568.00",Streets & Transportation,Street Resurfacing Menu,ON W 103RD ST FROM S TALMAN AV (2632 W) TO S TALMAN AV (2640 W),5638,27680,937,142383,W,103RD,ST,10300 S TALMAN AVE ,10299 S WASHTENAW AVE ,2646,2663
2012,19,"$26,568.00",Streets & Transportation,Street Resurfacing Menu,ON W 103RD ST FROM S TALMAN AV (2632 W) TO S TALMAN AV (2640 W),21782,5638,32979,150575,W,103RD,ST,10299 S TALMAN AVE ,10300 S TALMAN AVE ,2631,2647
2012,19,"$26,568.00",Streets & Transportation,Street Resurfacing Menu,ON W 103RD ST FROM S TALMAN AV (2632 W) TO S TALMAN AV (2640 W),23849,21782,37515,150576,W,103RD,ST,2599 W   ,10299 S TALMAN AVE ,2600,2629
2012,19,"$18,114.00",Streets & Transportation,Street Resurfacing Menu,ON W 101ST ST FROM S WOOD ST (1800 W) TO S WALDEN PW (1843 W),36491,24622,3166,152540,W,101ST,ST,10100 S WOOD ST ,1827 W   ,1800,1825
2012,19,"$18,114.00",Streets & Transportation,Street Resurfacing Menu,ON W 101ST ST FROM S WOOD ST (1800 W) TO S WALDEN PW (1843 W),33977,23890,38654,140563,W,101ST,ST,1699 W   ,10106 S WOOD ST ,1700,1759
2012,19,"$39,555.00",Streets & Transportation,Street Resurfacing Menu,ON W 110TH ST FROM S HOYNE AV (2107 W) TO S BELL AV (2216 W),15848,28072,36656,140289,W,110TH,ST,11000 S HOYNE AVE ,11000 S BELL AVE ,2100,2159
2012,19,$350.00,Lighting,Street Light Upgrade,2551 W 110TH PL,,,,,,,,,,,
2012,19,$350.00,Lighting,Street Light Upgrade,10420 S LEAVITT ST,,,,,,,,,,,
2012,20,"$8,192.00",Streets & Transportation,Curb & Gutter Menu,ON E 61ST ST FROM S ST LAWRENCE AV (600 E) TO S CHAMPLAIN AV (634 E),30513,7950,34313,126971,E,61ST,ST,6100 S ST LAWRENCE AVE ,6100 S CHAMPLAIN AVE ,600,627
2012,20,"$51,326.00",Streets & Transportation,Sidewalk Menu,ON E 63RD ST FROM S UNIVERSITY AV (1138 E) TO S WOODLAWN AV (1200 E),21946,8483,23924,126920,E,63RD,ST,6300 S UNIVERSITY AVE ,6300 S WOODLAWN AVE ,1156,1181
2012,20,"$13,734.00",Streets & Transportation,Sidewalk Menu,ON E 65TH ST FROM S WOODLAWN AV (1200 E) TO S KIMBARK AV (1242 E),27704,13044,20540,127463,E,65TH,ST,6500 S WOODLAWN AVE ,6500 S KIMBARK AVE ,1200,1235
2012,20,"$5,018.00",Streets & Transportation,Sidewalk Menu,ON CALUMET FROM E 58 ST (5800 S) TO E 59 ST (5900 S),,,,,,,,,,,
2012,20,"$3,794.00",Streets & Transportation,Sidewalk Menu,ON LAFLIN FROM W 87 ST (8700 S) TO W 89 (S) ST(8908 S),,,,,,,,,,,
2012,20,"$10,877.00",Streets & Transportation,Sidewalk Menu,ON E 65TH ST FROM S CHAMPLAIN AV (634 E) TO S ST LAWRENCE AV (600 E),11137,30076,47813,127587,E,65TH,ST,6500 S ST LAWRENCE AVE ,6500 S CHAMPLAIN AVE ,600,627
2012,20,"$4,240.00",Streets & Transportation,Sidewalk Menu,ON WOODLAWN FROM E 61 ST (6100 S) TO E 62 ST (6200 S),,,,,,,,,,,
2012,20,"$13,065.00",Streets & Transportation,Sidewalk Menu,ON DORCHESTER FROM E 64 ST (6400 S) TO E 65 ST (6500 S),,,,,,,,,,,
2012,20,"$37,803.00",Streets & Transportation,Street Resurfacing Menu,ON W 56TH ST FROM S HALSTED ST (800 W) TO S GREEN ST (832 W),25503,1701,15070,126683,W,56TH,ST,5600 S HALSTED ST ,5600 S GREEN ST ,800,825
2012,20,"$24,464.00",Streets & Transportation,Street Resurfacing Menu,ON S PRAIRIE AVE FROM Dead End (6675 S) TO E MARQUETTE RD (6700 S),4016,11721,20607,154200,S,PRAIRIE,AVE,  DEAD END  ,300 E MARQUETTE RD ,6663,6699
2012,20,"$24,464.00",Streets & Transportation,Street Resurfacing Menu,ON S PRAIRIE AVE FROM Dead End (6675 S) TO E MARQUETTE RD (6700 S),11721,17671,27189,128200,S,PRAIRIE,AVE,300 E MARQUETTE RD ,300 E 68TH ST ,6700,6759
2012,20,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 53RD PL FROM S HALSTED ST (800 W) TO S PEORIA ST (900 W),9580,33509,42525,126223,W,53RD,PL,5335 S HALSTED ST ,5333 S PEORIA ST ,800,857
2012,20,$500.00,Lighting,Floodlight Menu,5634 S MICHIGAN AVE,,,,,,,,,,,
2012,20,"$12,800.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON KIMBARK FROM E 61 ST (6100 S) TO E MARQUETTE RD (6600 S),,,,,,,,,,,
2012,20,"$44,800.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON DREXEL FROM E 65 ST (6500 S) TO E 67 ST (6700 S),,,,,,,,,,,
2012,20,"$19,200.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON KENWOOD FROM E 61 ST (6100 S) TO E 64 ST (6400 S),,,,,,,,,,,
2012,21,"$13,777.00",Streets & Transportation,Alley Apron Menu,ON W 96TH ST FROM 1254 W TO S THROOP ST (1300 W),17291,34482,14465,137929,W,96TH,ST,9600 S RACINE AVE ,9600 S THROOP ST ,1200,1259
2012,21,"$13,777.00",Streets & Transportation,Alley Apron Menu,ON W 96TH ST FROM 1254 W TO S THROOP ST (1300 W),22195,5149,29728,138690,W,96TH,ST,9610 S THROOP ST ,9618 S LOOMIS ST ,1300,1355
2012,21,"$2,236.00",Streets & Transportation,Curb & Gutter Menu,ON W 86TH ST FROM S MORGAN ST (1000 W) TO S CARPENTER ST (1032 W),18200,30992,24722,131038,W,86TH,ST,8600 S MORGAN ST ,8600 S CARPENTER ST ,1000,1027
2012,21,"$9,325.00",Streets & Transportation,Curb & Gutter Menu,ON W 84TH ST FROM S JUSTINE ST (1522 W) TO S ASHLAND AV (1600 W),22979,22980,41346,131175,W,84TH,ST,8400 S JUSTINE ST ,8400 S ASHLAND AVE ,1524,1559
2012,21,"$57,400.00",Streets & Transportation,Sidewalk Menu,ON W 95TH ST FROM S RACINE AV (1200 W) TO S RACINE AV (1200 W),36289,19728,24678,150661,W,95TH,ST,9499 S MAY ST ,9500 S RACINE AVE ,1127,1156
2012,21,"$57,400.00",Streets & Transportation,Sidewalk Menu,ON W 95TH ST FROM S RACINE AV (1200 W) TO S RACINE AV (1200 W),19728,19729,32617,142258,W,95TH,ST,9500 S RACINE AVE ,9499 S ELIZABETH ST ,1200,1229
2012,21,"$34,203.00",Streets & Transportation,Sidewalk Menu,ON W 93RD ST FROM S MAY ST (1132 W) TO S RACINE AV (1200 W),21513,4735,7989,139379,W,93RD,ST,9300 S MAY ST ,9300 S RACINE AVE ,1132,1159
2012,21,"$6,758.00",Streets & Transportation,Sidewalk Menu,ON W 95TH ST FROM S ADA ST (1332 W) TO S THROOP ST (1300 W),21565,19730,45345,139944,W,95TH,ST,9500 S THROOP ST ,9499 S ADA ST ,1300,1327
2012,21,"$16,294.00",Streets & Transportation,Sidewalk Menu,ON W 86TH ST FROM S LOWE AV (632 W) TO S UNION AV (700 W),3139,8085,8889,130967,W,86TH,ST,8600 S LOWE AVE ,8600 S UNION AVE ,632,659
2012,21,"$48,106.00",Streets & Transportation,Street Resurfacing Menu,ON W 91ST ST FROM S LAFLIN ST (1500 W) TO S JUSTINE ST (1532 W),34393,21594,14486,138594,W,91ST,ST,9100 S LAFLIN ST ,9100 S JUSTINE ST ,1500,1526
2012,21,"$18,971.00",Streets & Transportation,Street Resurfacing Menu,ON W 94TH ST FROM S BISHOP ST (1432 W) TO S LOOMIS ST (1400 W),35563,28796,11998,139977,W,94TH,ST,9400 S LOOMIS ST ,9400 S BISHOP ST ,1400,1427
2012,21,"$40,029.00",Streets & Transportation,Street Resurfacing Menu,ON W 88TH ST FROM S HALSTED ST (800 W) TO S HALSTED ST (800 W),16308,26172,31980,140694,W,88TH,ST,8800 S EMERALD AVE ,8800 S HALSTED ST ,732,759
2012,21,"$40,029.00",Streets & Transportation,Street Resurfacing Menu,ON W 88TH ST FROM S HALSTED ST (800 W) TO S HALSTED ST (800 W),26172,35769,41789,138527,W,88TH,ST,8800 S HALSTED ST ,8800 S GENOA AVE ,800,825
2012,21,"$41,704.00",Streets & Transportation,Street Resurfacing Menu,ON W 84TH ST FROM S HALSTED ST (800 W) TO S GREEN ST (832 W),32364,3114,1764,130964,W,84TH,ST,8400 S HALSTED ST ,8400 S GREEN ST ,800,827
2012,21,"$17,394.00",Streets & Transportation,Street Resurfacing Menu,ON W 91ST PL FROM S PAULINA ST (1700 W) TO S BEVERLY AV (1730 W),21478,4722,15093,139434,W,91ST,PL,9132 S PAULINA ST ,9132 S BEVERLY AVE ,1700,1729
2012,21,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 95TH PL FROM S RACINE AV (1200 W) TO S THROOP ST (1300 W),19767,19770,36217,137928,W,95TH,PL,9535 S RACINE AVE ,9535 S THROOP ST ,1200,1259
2012,22,"$43,175.00",Streets & Transportation,Sidewalk Menu,ON W 31ST ST FROM S KILDARE AV (4300 W) TO S KILDARE AV (4300 W),20027,9834,19909,123531,W,31ST,ST,3099 S TRIPP AVE ,3099 S KILDARE AVE ,4232,4259
2012,22,"$43,175.00",Streets & Transportation,Sidewalk Menu,ON W 31ST ST FROM S KILDARE AV (4300 W) TO S KILDARE AV (4300 W),9834,4400,22789,123535,W,31ST,ST,3099 S KILDARE AVE ,3100 S KOLIN AVE ,4300,4325
2012,22,"$55,543.00",Streets & Transportation,Street Resurfacing Menu,ON S AVERS AVE FROM W CERMAK RD (2200 S) TO Dead End (2255 S),31433,19259,29009,147522,S,AVERS,AVE,3835 W CERMAK RD ,  DEAD END  ,2200,2264
2012,22,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 25TH PL FROM S KOLIN AV (4332 W) TO S KOSTNER AV (4400 W),24904,193,33880,123325,W,25TH,PL,2533 S KOLIN AVE ,2533 S KOSTNER AVE ,4344,4379
2012,22,"$3,500.00",Lighting,Street Light Arterial,3200 S KOLIN AVE,,,,,,,,,,,
2012,22,$350.00,Lighting,Street Light Upgrade,3839 W 31ST ST,,,,,,,,,,,
2012,22,"$350,000.00",Streets & Transportation,Traffic New Signals,W 24TH ST & S PULASKI RD,22017,35667,7668,123221,W,24TH,ST,2400 S PULASKI RD ,2400 S KARLOV AVE ,4000,4035
2012,22,"$350,000.00",Streets & Transportation,Traffic New Signals,W 24TH ST & S PULASKI RD,34955,22017,48785,123226,W,24TH,ST,2400 S HARDING AVE ,2400 S PULASKI RD ,3934,3957
2012,22,"$20,000.00",Streets & Transportation,Traffic Signal LED,W 31ST ST & S KEELER AVE,33602,9833,11795,123497,W,31ST,ST,3100 S KEDVALE AVE ,3100 S KEELER AVE ,4132,4159
2012,22,"$20,000.00",Streets & Transportation,Traffic Signal LED,W 31ST ST & S KEELER AVE,9833,20027,17208,123498,W,31ST,ST,3100 S KEELER AVE ,3099 S TRIPP AVE ,4200,4225
2012,23,"$10,697.00",Streets & Transportation,Alley Apron Menu,ON S SAYRE AVE FROM 6402 S TO W 64 PL (6432 S),17197,11723,14405,135016,S,SAYRE,AVE,7000 W 64TH PL ,7000 W 65TH ST ,6432,6459
2012,23,"$10,697.00",Streets & Transportation,Alley Apron Menu,ON S SAYRE AVE FROM 6402 S TO W 64 PL (6432 S),11219,17197,20956,135012,S,SAYRE,AVE,7000 W 64TH ST ,7000 W 64TH PL ,6400,6425
2012,23,"$10,697.00",Streets & Transportation,Alley Apron Menu,ON S SAYRE AVE FROM 6402 S TO W 64 PL (6432 S),11186,11219,50969,135009,S,SAYRE,AVE,7000 W 63RD PL ,7000 W 64TH ST ,6332,6359
2012,23,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu,W ARCHER AVE & W 54TH ST & SSHVILLE AVE & S NEENAH AVE,,,,,,,,,,,
2012,23,"$6,263.00",Streets & Transportation,Curb & Gutter Menu,ON SRRAGANSETT AVE FROM W 59 ST (5900 S) TO W 60 ST (6000 S),,,,,,,,,,,
2012,23,"$1,371.00",Streets & Transportation,Curb & Gutter Menu,ON SSHVILLE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),,,,,,,,,,,
2012,23,"$3,421.00",Streets & Transportation,Curb & Gutter Menu,ON STOMA AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 S),,,,,,,,,,,
2012,23,"$3,090.00",Streets & Transportation,Curb & Gutter Menu,ON W 64TH ST FROM S NOTTINGHAM AV (7100 W) TO S HARLEM AV (7200 W),24882,26004,53303,135030,W,64TH,ST,6400 S NOTTINGHAM AVE ,6400 S HARLEM AVE ,7100,7159
2012,23,"$1,430.00",Streets & Transportation,Curb & Gutter Menu,ON SGLE AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S),,,,,,,,,,,
2012,23,$902.00,Streets & Transportation,Curb & Gutter Menu,ON SRRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54 ST (5400 S),,,,,,,,,,,
2012,23,"$8,155.00",Miscellaneous,Miscellaneous Other,ON S HAMLIN AVE FROM 5200 S TO W 52ND ST (5200 S),25056,28628,26855,132439,S,HAMLIN,AVE,3800 W 51ST ST ,3800 W 52ND ST ,5100,5159
2012,23,"$8,155.00",Miscellaneous,Miscellaneous Other,ON S HAMLIN AVE FROM 5200 S TO W 52ND ST (5200 S),28628,25308,29991,132824,S,HAMLIN,AVE,3800 W 52ND ST ,3800 W 53RD ST ,5200,5259
2012,23,"$3,371.00",Streets & Transportation,Sidewalk Menu,ON SSHVILLE AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S),,,,,,,,,,,
2012,23,"$2,069.00",Streets & Transportation,Sidewalk Menu,ON SRRAGANSETT AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),,,,,,,,,,,
2012,23,"$2,165.00",Streets & Transportation,Sidewalk Menu,ON SRRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54 ST (5400 S),,,,,,,,,,,
2012,23,"$4,204.00",Streets & Transportation,Sidewalk Menu,ON STCHEZ AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S),,,,,,,,,,,
2012,23,"$12,954.00",Streets & Transportation,Sidewalk Menu,ON SSHVILLE AVE FROM W 61 ST (6100 S) TO W 62 ST (6200 S),,,,,,,,,,,
2012,23,$309.00,Streets & Transportation,Sidewalk Menu,ON W 53RD ST FROM S NOTTINGHAM AV (7100 W) TO S NORDICA AV (7032 W),35316,12233,42119,133314,W,53RD,ST,5300 S NORDICA AVE ,5300 S NOTTINGHAM AVE ,7034,7061
2012,23,"$27,648.00",Streets & Transportation,Street Resurfacing Menu,ON W 56TH ST FROM S PARKSIDE AV (5632 W) TO Dead End (5646 W),12888,31231,29316,133689,W,56TH,ST,5600 S CENTRAL AVE ,5600 S PARKSIDE AVE ,5600,5625
2012,23,"$27,648.00",Streets & Transportation,Street Resurfacing Menu,ON W 56TH ST FROM S PARKSIDE AV (5632 W) TO Dead End (5646 W),31231,12889,52486,147892,W,56TH,ST,5600 S PARKSIDE AVE ,  DEAD END  ,5632,5651
2012,23,"$1,000.00",Lighting,Floodlight Menu,6843 W 60TH PL,,,,,,,,,,,
2012,23,"$5,000.00",Lighting,Street Light Arterial,5558 S MENARD AVE,,,,,,,,,,,
2012,24,$261.00,Streets & Transportation,Bollard Menu,3012 W 21ST PL,,,,,,,,,,,
2012,24,"$87,909.00",Streets & Transportation,Curb & Gutter Menu,ON W DOUGLAS BLVD FROM S KEDZIE AV (3200 W) TO S TROY ST (3132 W),10360,34234,51738,122554,W,DOUGLAS,BLVD,1399 S TROY ST ,1355 S KEDZIE AVE ,0,3160
2012,24,"$8,826.00",Streets & Transportation,Sidewalk Menu,ON S KARLOV AVE FROM W LEXINGTON ST (728 S) TO W POLK ST (800 S),2207,32167,40418,124110,S,KARLOV,AVE,4099 W LEXINGTON ST ,4099 W POLK ST ,716,746
2012,24,"$6,983.00",Streets & Transportation,Sidewalk Menu,ON W 21ST PL FROM S KILDARE AV (4300 W) TO S KOSTNER AV (4400 W),21033,27723,1985,123051,W,21ST,PL,2133 S KILDARE AVE ,2135 S KOSTNER AVE ,4300,4359
2012,24,"$60,991.00",Streets & Transportation,Street Resurfacing Menu,ON W CULLERTON ST FROM S KEELER AV (4200 W) TO S KILDARE AV (4300 W),33215,25974,54389,123009,W,CULLERTON,ST,2000 S KEELER AVE ,2000 S KILDARE AVE ,4200,4259
2012,24,"$19,195.00",Streets & Transportation,Street Resurfacing Menu,ON W 13TH ST FROM S TROY ST (3132 W) TO S KEDZIE AV (3200 W),28942,28666,35771,122542,W,13TH,ST,1300 S TROY ST ,1300 S KEDZIE AVE ,3134,3161
2012,24,"$40,487.00",Streets & Transportation,Street Resurfacing Menu,ON W GRENSHAW ST FROM S KARLOV AV (4100 W) TO S KEELER AV (4200 W),26592,6160,3077,122345,W,GRENSHAW,ST,1133 S KARLOV AVE ,1133 S KEELER AVE ,4100,4159
2012,24,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W FIFTH AVE FROM S KILDARE AV (4300 W) TO S KOSTNER AV (4400 W),34966,95,27035,122357,W,FIFTH,AVE,800 S KILDARE AVE ,817 S KOSTNER AVE ,4300,4365
2012,24,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W CULLERTON ST FROM S KEELER AV (4200 W) TO S KILDARE AV (4300 W),33215,25974,54389,123009,W,CULLERTON,ST,2000 S KEELER AVE ,2000 S KILDARE AVE ,4200,4259
2012,24,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON W FIFTH AVE FROM S TRIPP AV (4231 W) TO S KILDARE AV (4300 W),87,34966,50573,122399,W,FIFTH,AVE,742 S TRIPP AVE ,800 S KILDARE AVE ,4236,4265
2012,24,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W 13TH PL FROM S ST LOUIS AV (3500 W) TO S CENTRAL PARK AV (3600 W),10345,22433,16412,122604,W,13TH,PL,1300 S ST LOUIS AVE ,1310 S CENTRAL PARK AVE ,3500,3559
2012,24,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W POLK ST FROM S SPAULDING AV (3300 W) TO S HOMAN AV (3400 W),28734,2533,22682,122244,W,POLK,ST,800 S SPAULDING AVE ,800 S HOMAN AVE ,3300,3359
2012,24,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W ARTHINGTON ST FROM S ALBANY AV (3100 W) TO S KEDZIE AV (3200 W),8693,8694,45930,122171,W,ARTHINGTON,ST,900 S ALBANY AVE ,900 S KEDZIE AVE ,3100,3159
2012,24,$350.00,Lighting,Street Light Upgrade,1240 S ST LOUIS AVE,,,,,,,,,,,
2012,24,"$1,050.00",Lighting,Street Light Upgrade,ON MILLARD FROM W 15 ST (1500 S) TO W 16 ST (1600 S),,,,,,,,,,,
2012,25,"$1,500.00",Bike Infrastructure,Miscellaneous Other,W 18TH ST & S PAULINA ST Bike Racks,31996,27655,18879,114962,W,18TH,ST,1800 S MARSHFIELD AVE ,1800 S PAULINA ST ,1614,1659
2012,25,"$1,500.00",Bike Infrastructure,Miscellaneous Other,W 18TH ST & S PAULINA ST Bike Racks,27655,5593,24170,114991,W,18TH,ST,1800 S PAULINA ST ,1711 W   ,1700,1709
2012,25,"$2,628.00",Streets & Transportation,Sidewalk Menu,ON W 23RD ST FROM S HOYNE AV (2100 W) TO S LEAVITT ST (2200 W),13144,36397,27950,114747,W,23RD,ST,2300 S HOYNE AVE ,2300 S LEAVITT ST ,2100,2159
2012,25,"$5,118.00",Streets & Transportation,Sidewalk Menu,ON S HOYNE AVE FROM W 23 PL (2332 S) TO W 23 PL (2332 S),19078,22324,5064,116016,S,HOYNE,AVE,2100 W 23RD PL ,2100 W COULTER ST ,2331,2359
2012,25,"$5,118.00",Streets & Transportation,Sidewalk Menu,ON S HOYNE AVE FROM W 23 PL (2332 S) TO W 23 PL (2332 S),13144,19078,33851,116017,S,HOYNE,AVE,2100 W 23RD ST ,2100 W 23RD PL ,2300,2329
2012,25,"$5,118.00",Streets & Transportation,Sidewalk Menu,ON S HOYNE AVE FROM W 23 PL (2332 S) TO W 23 PL (2332 S),3506,13144,46938,114755,S,HOYNE,AVE,2100 W 22ND PL ,2100 W 23RD ST ,2232,2259
2012,25,"$16,217.00",Streets & Transportation,Sidewalk Menu,ON W 22ND PL FROM S HOYNE AV (2100 W) TO S LEAVITT ST (2200 W),3506,27735,28264,114746,W,22ND,PL,2233 S HOYNE AVE ,2235 S LEAVITT ST ,2100,2159
2012,25,"$106,728.00",Streets & Transportation,Street Resurfacing Menu,ON W VERNON PARK PL FROM S MORGAN ST (950 W) TO S,21980,2183,33627,151110,W,VERNON PARK,PL,699 S MORGAN ST ,1029 W   ,1010,1027
2012,25,"$106,728.00",Streets & Transportation,Street Resurfacing Menu,ON W VERNON PARK PL FROM S MORGAN ST (950 W) TO S,31546,23080,41139,154753,W,VERNON PARK,PL,  DEAD END  ,700 S MORGAN ST ,900,959
2012,25,"$3,000.00",Lighting,Floodlight Menu,ON SANGAMON FROM W 21 ST (2100 S) TO W CULLERTON ST (2000 S),,,,,,,,,,,
2012,25,$350.00,Lighting,Street Light Upgrade,927 W CULLERTON ST,,,,,,,,,,,
2012,26,"$6,006.00",Streets & Transportation,Curb & Gutter Menu,ON N MAPLEWOOD AVE FROM W DIVISION ST (1200 N) TO W POTOMAC AV (1300 N),3195,30523,6447,119899,N,MAPLEWOOD,AVE,2534 W DIVISION ST ,2535 W POTOMAC AVE ,1200,1259
2012,26,"$113,943.00",Streets & Transportation,Curb & Gutter Menu,ON W LE MOYNE ST FROM N KEDZIE AV (3200 W) TO N SPAULDING AV (3300 W),16091,29049,52798,119927,W,LE MOYNE,ST,1500 N KEDZIE AVE ,1500 N SPAULDING AVE ,3200,3260
