FNODE_ID,F_CROSS,MAX_ADDR,MIN_ADDR,OBJECTID,PRE_DIR,STREET_NAM,STREET_TYP,TNODE_ID,TRANS_ID,T_CROSS,category,cost,description,program,ward,year
33904,2900 W EASTWOOD AVE ,4650,4630,32273,N,FRANCISCO,AVE,18858,110580,4664 N MANOR AVE ,Streets & Transportation,8251.0,ON N FRANCISCO AVE FROM W EASTWOOD AVE (4630 N) TO N MANOR AVE (4660 N),Street Resurfacing Menu,33,2013
4658,4500 N SAWYER AVE ,3259,3232,294,W,SUNNYSIDE,AVE,4659,150908,4500 N SPAULDING AVE ,Streets & Transportation,28914.0,ON W SUNNYSIDE AVE FROM N SPAULDING AV (3300 W) TO N SAWYER AV (3232 W),Street Resurfacing Menu,33,2013
24650,3100 W BYRON ST ,3959,3900,39083,N,ALBANY,AVE,30883,107001,3100 W IRVING PARK RD ,Streets & Transportation,50263.0,ON N ALBANY AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),Street Resurfacing Menu,33,2013
36183,3051 N WASHTENAW AVE ,2759,2700,4901,W,NELSON,ST,33228,111411,3031 N CALIFORNIA AVE ,Streets & Transportation,32865.0,ON W NELSON ST FROM N CALIFORNIA AV (2800 W) TO N WASHTENAW AV (2700 W),Street Resurfacing Menu,33,2013
21450,2500 W DIVERSEY AVE ,2858,2800,5850,N,CAMPBELL,AVE,6972,111402,2500 W GEORGE ST ,Streets & Transportation,40769.0,ON N CAMPBELL AVE FROM W DIVERSEY AV (2800 N) TO W GEORGE ST (2900 N),Street Resurfacing Menu,33,2013
13695,3131 W CULLOM AVE ,4359,4300,39946,N,TROY,ST,26374,110559,3131 W MONTROSE AVE ,Streets & Transportation,42278.0,ON N TROY ST FROM W MONTROSE AV (4400 N) TO W CULLOM AV (4300 N),Street Resurfacing Menu,33,2013
30109,3100 W BELMONT AVE ,3255,3200,6769,N,ALBANY,AVE,34552,111156,3100 W SCHOOL ST ,Streets & Transportation,37729.0,ON N ALBANY AVE FROM W SCHOOL ST (3300 N) TO W BELMONT AV (3200 N),Street Resurfacing Menu,33,2013
12152,3130 N WESTERN AVE ,2457,2400,33244,W,FLETCHER,ST,12154,111400,3131 N CAMPBELL AVE ,Streets & Transportation,30609.0,ON W FLETCHER ST FROM N WESTERN AV (2400 W) TO N CAMPBELL AV (2500 W),Street Resurfacing Menu,33,2013
26399,2899 W BARRY AVE ,3127,3100,49878,N,FRANCISCO,AVE,1623,112692,2900 W FLETCHER ST ,Streets & Transportation,17610.0,ON N FRANCISCO AVE FROM W BARRY AV (3100 N) TO W FLETCHER ST (3132 N),Street Resurfacing Menu,33,2013
18068,1400 W 115TH ST ,11559,11500,1494,S,LOOMIS,ST,4810,139030,1400 W 116TH ST ,Streets & Transportation,6052.0,ON S LOOMIS ST FROM W 115 ST (11500 S) TO W 116 ST (11600 S),Curb & Gutter Menu,34,2013
5246,11900 S STEWART AVE ,425,400,22886,W,119TH,ST,5247,140390,11900 S EGGLESTON AVE ,Streets & Transportation,28478.0,ON W 119TH ST FROM S STEWART AV (400 W) TO S EGGLESTON AV (432 W),Curb & Gutter Menu,34,2013
28201,1427 W 107TH ST ,10760,10700,53845,S,GLENROY,AVE,35431,138872,1425 W 108TH ST ,Streets & Transportation,38924.0,ON S GLENROY AVE FROM W 107TH ST (10699 S) TO W 108TH ST (10800 S),Curb & Gutter Menu,34,2013
6152,11500 S UNION AVE ,731,716,52425,W,115TH,ST,20030,142003,11499 S EMERALD AVE ,Streets & Transportation,32547.0,ON W 115TH ST FROM S UNION AV (700 W) TO S EMERALD AV (732 W),Curb & Gutter Menu,34,2013
18340,1233 W 116TH ST ,11659,11600,18026,S,ELIZABETH,ST,20675,153644,1233 W 117TH ST ,Streets & Transportation,4464.0,ON S ELIZABETH ST FROM W 117TH ST (11700 S) TO W,Curb & Gutter Menu,34,2013
20675,1233 W 117TH ST ,11759,11700,39121,S,ELIZABETH,ST,26361,153662,1231 W 118TH ST ,Streets & Transportation,4464.0,ON S ELIZABETH ST FROM W 117TH ST (11700 S) TO W,Curb & Gutter Menu,34,2013
15319,10729 S ABERDEEN ST ,1136,1100,28441,W,107TH,PL,16969,139682,10735 S BEVERLY AVE ,Streets & Transportation,5711.0,ON W 107TH PL FROM S ABERDEEN ST (1100 W) TO S BEVERLY AVE (1140 W),Curb & Gutter Menu,34,2013
6133,899 W 113TH ST ,11359,11300,9243,S,PEORIA,ST,16721,148222,  DEAD END  ,Streets & Transportation,7362.0,ON S PEORIA ST FROM W 113 ST (11300 S) TO Dead End (11350 S),Curb & Gutter Menu,34,2013
28894,900 W 112TH ST ,11264,11200,20638,S,PEORIA,ST,6133,138234,899 W 113TH ST ,Streets & Transportation,7362.0,ON S PEORIA ST FROM W 113 ST (11300 S) TO Dead End (11350 S),Curb & Gutter Menu,34,2013
33086,933 W 111TH ST ,11164,11100,4729,S,SANGAMON,ST,16729,138257,929 W 112TH ST ,Streets & Transportation,9770.0,ON S SANGAMON ST FROM W 111TH ST (11100 S) TO W 112TH ST (11200 S),Curb & Gutter Menu,34,2013
30757,11200 S RACINE AVE ,1259,1200,44077,W,112TH,ST,31733,138979,11200 S THROOP ST ,Streets & Transportation,0.0,ON W 112TH ST FROM S RACINE AVE (1200 W) TO S THROOP ST (1300 W),Resurfacing Street Speed,34,2013
27548,433 W 124TH ST ,12459,12400,19565,S,EGGLESTON,AVE,31300,140465,435 W 125TH ST ,Streets & Transportation,43300.0,ON S EGGLESTON AVE FROM W 124TH ST (12400 S) TO W 125TH ST (12500 S),Sidewalk Menu,34,2013
5672,900 W 106TH ST ,10657,10600,14201,S,PEORIA,ST,16945,138147,900 W 107TH ST ,Streets & Transportation,3121.0,ON S PEORIA ST FROM W 106 ST (10600 S) TO W 107 ST (10700 S),Sidewalk Menu,34,2013
5312,233 W 123RD ST ,12359,12300,25807,S,YALE,AVE,9894,138426,233 W 124TH ST ,Streets & Transportation,3017.0,ON S YALE AVE FROM W 123 ST (12300 S) TO W 124 ST (12400 S),Sidewalk Menu,34,2013
24600,933 W 100TH ST ,10057,10000,25100,S,SANGAMON,ST,22736,139469,933 W 101ST ST ,Streets & Transportation,3468.0,ON S SANGAMON ST FROM W 100 ST (10000 S) TO W 101 ST (10100 S),Sidewalk Menu,34,2013
27542,1233 W 122ND ST ,12259,12200,15546,S,ELIZABETH,ST,9888,153640,1233 W 123RD ST ,Streets & Transportation,5973.0,ON S ELIZABETH ST FROM Dead End (12152 S) TO W 122 ST (12200 S),Sidewalk Menu,34,2013
7764,  DEAD END  ,12157,12100,54031,S,ELIZABETH,ST,27542,153661,1233 W 122ND ST ,Streets & Transportation,5973.0,ON S ELIZABETH ST FROM Dead End (12152 S) TO W 122 ST (12200 S),Sidewalk Menu,34,2013
30836,10200 S ABERDEEN ST ,1125,1100,25419,W,102ND,ST,23904,139512,10200 S MAY ST ,Streets & Transportation,4942.0,ON W 102ND ST FROM S ABERDEEN ST (1100 W) TO S MAY ST (1132 W),Sidewalk Menu,34,2013
30505,733 W 109TH ST ,10959,10900,8462,S,EMERALD,AVE,22371,140200,733 W 110TH ST ,Streets & Transportation,9003.0,ON S EMERALD AVE FROM W 109 ST (10900 S) TO W 110 ST (11000 S),Sidewalk Menu,34,2013
5647,433 W 104TH ST ,10459,10400,45819,S,EGGLESTON,AVE,16415,141969,433 W 105TH ST ,Streets & Transportation,13112.0,ON S EGGLESTON AVE FROM W 104 ST (10400 S) TO W 105 ST (10500 S),Sidewalk Menu,34,2013
35525,633 W 119TH ST ,11959,11900,42451,S,LOWE,AVE,27034,140426,633 W 120TH ST ,Streets & Transportation,6346.0,ON S LOWE AVE FROM W 119 ST (11900 S) TO W 120 ST (12000 S),Sidewalk Menu,34,2013
35891,10700 S ABERDEEN ST ,1130,1101,44459,W,107TH,ST,31691,142062,10699 S MAY ST ,Streets & Transportation,10924.0,ON W 107TH ST FROM S MAY ST (1124 W) TO S ABERDEEN ST (1100 W),Sidewalk Menu,34,2013
21815,1137 W 106TH ST ,10657,10600,17797,S,MAY,ST,31691,138149,1136 W 107TH ST ,Streets & Transportation,15242.0,ON S MAY ST FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S),Sidewalk Menu,34,2013
18746,12734 S EMERALD AVE ,757,732,39519,W,VERMONT,ST,343,139243,12744 S HALSTED ST ,Streets & Transportation,25669.0,ON W VERMONT ST FROM S EMERALD AVE (730 W) TO S HALSTED ST (800 W),Sidewalk Menu,34,2013
26200,733 W 113TH ST ,11359,11300,45245,S,EMERALD,AVE,35581,139070,733 W 114TH ST ,Streets & Transportation,3832.0,ON S EMERALD AVE FROM W 113 ST (11300 S) TO W 114 ST (11400 S),Sidewalk Menu,34,2013
16511,435 W 107TH ST ,10759,10700,49438,S,EGGLESTON,AVE,32043,141965,433 W 108TH ST ,Streets & Transportation,4786.0,ON S EGGLESTON AVE FROM W 107 ST (10700 S) TO W 108 ST (10800 S),Sidewalk Menu,34,2013
18093,11700 S PRINCETON AVE ,325,300,11627,W,117TH,ST,18347,139766,11700 S HARVARD AVE ,Streets & Transportation,3589.0,ON W 117TH ST FROM S PRINCETON AVE (300 W) TO S HARVARD AVE (330 W),Sidewalk Menu,34,2013
20488,11500 S WALLACE ST ,627,600,17459,W,115TH,ST,33718,139073,11500 S LOWE AVE ,Streets & Transportation,3381.0,ON W 115TH ST FROM S WALLACE ST (600 W) TO S LOWE AV (634 W),Sidewalk Menu,34,2013
18093,300 W 117TH ST ,11759,11700,10852,S,PRINCETON,AVE,4865,139815,300 W 118TH ST ,Streets & Transportation,11491.0,ON S PRINCETON AVE FROM W 117 ST (11700 S) TO W 118 ST (11800 S),Sidewalk Menu,34,2013
23819,733 W 103RD ST ,10359,10300,45824,S,EMERALD,AVE,30443,138851,733 W 104TH ST ,Streets & Transportation,5497.0,ON S EMERALD AVE FROM W 103 ST (10300 S) TO W 104 ST (10400 S),Sidewalk Menu,34,2013
4872,1000 W 118TH ST ,11859,11800,42504,S,MORGAN,ST,311,139739,1000 W 119TH ST ,Streets & Transportation,3017.0,ON S MORGAN ST FROM W 118 ST (11800 S) TO W 119 ST (11900 S),Sidewalk Menu,34,2013
22414,633 W 114TH ST ,11459,11400,15852,S,LOWE,AVE,33718,139087,633 W 115TH ST ,Streets & Transportation,20800.0,ON S LOWE AVE FROM W 114 ST (11400 S) TO W 115 ST (11500 S),Sidewalk Menu,34,2013
22733,733 W 101ST ST ,10159,10100,402,S,EMERALD,AVE,22775,140070,733 W 102ND ST ,Streets & Transportation,3572.0,ON S EMERALD AVE FROM W 101ST ST (10100 S) TO W 102ND ST (10200 S),Sidewalk Menu,34,2013
22351,500 W 109TH ST ,10959,10900,12088,S,NORMAL,AVE,26143,142148,500 W 110TH ST ,Streets & Transportation,14643.0,ON S NORMAL AVE FROM W 109 ST (10900 S) TO W 110 ST (11000 S),Sidewalk Menu,34,2013
15837,633 W 110TH ST ,11059,11000,17458,S,LOWE,AVE,19832,140219,633 W 111TH ST ,Streets & Transportation,5965.0,ON S LOWE AVE FROM W 110 ST (11000 S) TO W 111 ST (11100 S),Sidewalk Menu,34,2013
31105,100 W 107TH ST ,10759,10700,18910,S,PERRY,AVE,15327,141562,100 W 108TH ST ,Streets & Transportation,7647.0,ON S PERRY AVE FROM W 107 ST (10700 S) TO W 108 ST (10800 S),Sidewalk Menu,34,2013
22352,700 W 109TH ST ,10959,10900,48297,S,UNION,AVE,6096,140199,700 W 110TH ST ,Streets & Transportation,22849.0,ON S UNION AVE FROM W 109 ST (10900 S) TO W 110 ST (11000 S),Sidewalk Menu,34,2013
16957,10731 S WENTWORTH AVE ,264,200,31584,W,107TH,PL,16959,141315,10733 S PRINCETON AVE ,Streets & Transportation,34922.0,ON W 107TH PL FROM S WENTWORTH AV (200 W) TO S PRINCETON AV (300 W),Street Resurfacing Menu,34,2013
22397,11200 S WENTWORTH AVE ,259,200,46577,W,112TH,ST,19878,138286,11200 S PRINCETON AVE ,Streets & Transportation,52595.0,ON W 112TH ST FROM S WENTWORTH AVE (200 W) TO S PRINCETON AVE (300 W),Street Resurfacing Menu,34,2013
35481,11300 S LOWE AVE ,659,630,48574,W,113TH,ST,35673,139084,11300 S UNION AVE ,Streets & Transportation,24535.0,ON W 113TH ST FROM S UNION AVE (700 W) TO S LOWE AVE (630 W),Street Resurfacing Menu,34,2013
6133,899 W 113TH ST ,11359,11300,9243,S,PEORIA,ST,16721,148222,  DEAD END  ,Streets & Transportation,1883.0,ON S PEORIA ST FROM W 113 ST (11300 S) TO Dead End (11350 S),Street Resurfacing Menu,34,2013
28894,900 W 112TH ST ,11264,11200,20638,S,PEORIA,ST,6133,138234,899 W 113TH ST ,Streets & Transportation,1883.0,ON S PEORIA ST FROM W 113 ST (11300 S) TO Dead End (11350 S),Street Resurfacing Menu,34,2013
30757,11200 S RACINE AVE ,1259,1200,44077,W,112TH,ST,31733,138979,11200 S THROOP ST ,Streets & Transportation,44589.0,ON W 112TH ST FROM S THROOP ST (1300 W) TO S RACINE AVE (1200 W),Street Resurfacing Menu,34,2013
4810,1400 W 116TH ST ,11659,11600,47679,S,LOOMIS,ST,31492,140347,1400 W 117TH ST ,Streets & Transportation,40643.0,ON S LOOMIS ST FROM W 116TH ST (11600 S) TO W 117TH ST (11700 S),Street Resurfacing Menu,34,2013
5681,833 W 107TH ST ,10759,10700,19394,S,GREEN,ST,28206,139670,833 W 108TH ST ,Streets & Transportation,3700.0,ON S GREEN ST FROM W 107TH ST (10700 S) TO W 108TH ST (10800 S),Street Speed Hump Menu,34,2013
28074,11200 S LOOMIS ST ,1437,1400,45684,W,112TH,ST,19895,138980,11200 S BISHOP ST ,Streets & Transportation,1850.0,ON W 112TH ST FROM S LOOMIS ST (1400 W) TO S BISHOP ST (1450 W),Street Speed Hump Menu,34,2013
33613,1500 W 121ST ST ,12159,12100,27004,S,LAFLIN,ST,29911,139217,1500 W 122ND ST ,Streets & Transportation,3700.0,ON S LAFLIN ST FROM W 121ST ST (12100 S) TO W 122ND ST (12200 S),Street Speed Hump Menu,34,2013
17014,10833 S MORGAN ST ,1076,1000,19149,W,108TH,PL,21835,139683,10835 S BEVERLY AVE ,Lighting,2000.0,ON W 108TH PL FROM S MORGAN ST (1000 W) TO S BEVERLY AVE (1100 W),Street Light Residential Staggered Piggy Back Menu,34,2013
21196,600 W 97TH ST ,9759,9700,15593,S,WALLACE,ST,26568,142222,600 W 98TH ST ,Lighting,2000.0,ON S WALLACE ST FROM W 97TH ST (9700 S) TO W 98TH ST (9800 S),Street Light Residential Staggered Piggy Back Menu,34,2013
343,12744 S HALSTED ST ,825,800,4682,W,VERMONT,ST,35970,139234,12800 S GREEN ST ,Streets & Transportation,3650.0,W VERMONT ST & S HALSTED ST,Traffic Equipment,34,2013
18746,12734 S EMERALD AVE ,757,732,39519,W,VERMONT,ST,343,139243,12744 S HALSTED ST ,Streets & Transportation,3650.0,W VERMONT ST & S HALSTED ST,Traffic Equipment,34,2013
16531,3631 W BELDEN AVE ,2359,2300,43898,N,MONTICELLO,AVE,22051,108769,3631 W FULLERTON AVE ,Streets & Transportation,25825.0,N MONTICELLO AVE & W FULLERTON AVE&N CENTRAL AVE & W BELDEN AVE,Alley Resurfacing Menu,35,2013
25170,5600 W BELDEN AVE ,2359,2300,22384,N,CENTRAL,AVE,10746,109003,5600 W FULLERTON AVE ,Streets & Transportation,25825.0,N MONTICELLO AVE & W FULLERTON AVE&N CENTRAL AVE & W BELDEN AVE,Alley Resurfacing Menu,35,2013
32983,3535 W BARRY AVE ,3159,3100,3937,N,DRAKE,AVE,9622,107787,3531 W BELMONT AVE ,Streets & Transportation,21732.0,ON N DRAKE AVE FROM W BELMONT AV (3200 N) TO W BARRY AV (3100 N),Diagonal Parking Menu,35,2013
36130,3357 N AVONDALE AVE ,3403,3400,20587,N,KIMBALL,AVE,8962,151704,3405 N   ,Miscellaneous,12000.0,N KIMBALL AVE & N AVONDALE AVE,Miscellaneous Other,35,2013
1599,3400 W HENDERSON ST ,3347,3340,30839,N,KIMBALL,AVE,36130,107793,3357 N AVONDALE AVE ,Miscellaneous,12000.0,N KIMBALL AVE & N AVONDALE AVE,Miscellaneous Other,35,2013
13515,2999 W BLOOMINGDALE AVE ,1859,0,35549,N,HUMBOLDT,BLVD,11116,112820,2961 W CORTLAND ST ,Streets & Transportation,2771.0,ON N HUMBOLDT BLVD FROM W CORTLAND ST (1900 N) TO W BLOOMINGDALE AV (1800 N),Sidewalk Menu,35,2013
,,,,,,,,,,,Streets & Transportation,3960.0,ON N KEDZIE W SD FROM W ALTGELD ST (2479 N) TO W LOGAN SQ (S) BV(2580 N),Sidewalk Menu,35,2013
,,,,,,,,,,,Streets & Transportation,18542.0,ON W LOGAN SQ N BLVD FROM N TROY ST (3128 W) TO N TROY ST (3128 W),Sidewalk Menu,35,2013
8313,3900 N BERNARD ST ,3459,3430,8666,W,BYRON,ST,31570,113105,3900 N ST LOUIS AVE ,Streets & Transportation,17783.0,ON W BYRON ST FROM N BERNARD ST (3434 W) TO N ST LOUIS AV (3500 W),Street Resurfacing Menu,35,2013
10763,3199 W BELDEN AVE ,2359,2310,17938,N,KEDZIE,BLVD,24423,109245,3167 W FULLERTON AVE ,Streets & Transportation,34132.0,ON N KEDZIE BLVD FROM W FULLERTON AV (2400 N) TO W BELDEN AV (2300 N),Street Resurfacing Menu,35,2013
10775,3200 W BELDEN AVE ,2358,0,46673,N,KEDZIE,BLVD,31125,112746,3200 W FULLERTON AVE ,Streets & Transportation,34132.0,ON N KEDZIE BLVD FROM W FULLERTON AV (2400 N) TO W BELDEN AV (2300 N),Street Resurfacing Menu,35,2013
22947,3300 W WELLINGTON AVE ,3059,3000,151,N,SPAULDING,AVE,20835,111433,3300 W BARRY AVE ,Streets & Transportation,53411.0,ON N SPAULDING AVE FROM W WELLINGTON AV (3000 N) TO W BARRY AV (3100 N),Street Resurfacing Menu,35,2013
36121,3331 W BYRON ST ,3959,3900,12706,N,CHRISTIANA,AVE,7795,107027,3331 W IRVING PARK RD ,Streets & Transportation,69131.0,ON N CHRISTIANA AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),Street Resurfacing Menu,35,2013
10703,3246 W FULLERTON AVE ,2459,2400,15352,N,SAWYER,AVE,7448,108713,3250 W ALTGELD ST ,Streets & Transportation,19874.0,ON N SAWYER AVE FROM W FULLERTON AV (2400 N) TO W ALTGELD ST (2500 N),Street Resurfacing Menu,35,2013
36121,3331 W BYRON ST ,3959,3900,12706,N,CHRISTIANA,AVE,7795,107027,3331 W IRVING PARK RD ,Streets & Transportation,3700.0,ON N CHRISTIANA AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),Street Speed Hump Menu,35,2013
22947,3300 W WELLINGTON AVE ,3059,3000,151,N,SPAULDING,AVE,20835,111433,3300 W BARRY AVE ,Streets & Transportation,3700.0,ON N SPAULDING AVE FROM W WELLINGTON AV (3000 N) TO W BARRY AV (3100 N),Street Speed Hump Menu,35,2013
11604,3300 N CENTRAL PARK AVE ,3625,3600,10373,W,SCHOOL,ST,30558,111187,3300 N MONTICELLO AVE ,Streets & Transportation,1850.0,ON W SCHOOL ST FROM N CENTRAL PARK AV (3600 W) TO N MONTICELLO AV (3632 W),Street Speed Hump Menu,35,2013
11115,2900 W CORTLAND ST ,1959,1900,29359,N,FRANCISCO,AVE,30625,109158,2900 W ARMITAGE AVE ,Streets & Transportation,3700.0,ON N FRANCISCO AVE FROM W CORTLAND ST (1900 N) TO W ARMITAGE AV (2000 N),Street Speed Hump Menu,35,2013
1599,3400 W HENDERSON ST ,3347,3340,30839,N,KIMBALL,AVE,36130,107793,3357 N AVONDALE AVE ,Streets & Transportation,17863.0,N KIMBALL AVE & W HENDERSON ST,Pedestrian Countdown,35,2013
9019,3321 N KENNEDY KIMBALL AV ER ,3335,3320,51309,N,KIMBALL,AVE,1599,107797,3400 W HENDERSON ST ,Streets & Transportation,17863.0,N KIMBALL AVE & W HENDERSON ST,Pedestrian Countdown,35,2013
36130,3357 N AVONDALE AVE ,3403,3400,20587,N,KIMBALL,AVE,8962,151704,3405 N   ,Streets & Transportation,17863.0,N KIMBALL AVE & N AVONDALE AVE,Pedestrian Countdown,35,2013
1599,3400 W HENDERSON ST ,3347,3340,30839,N,KIMBALL,AVE,36130,107793,3357 N AVONDALE AVE ,Streets & Transportation,17863.0,N KIMBALL AVE & N AVONDALE AVE,Pedestrian Countdown,35,2013
11531,3600 W BARRY AVE ,3159,3100,16902,N,CENTRAL PARK,AVE,24040,111183,3600 W BELMONT AVE ,Lighting,192000.0,ON CENTRAL PARK FROM W BELMONT AV (3200 N) TO W,Street Light Residential Staggered Piggy Back Menu,35,2013
24040,3600 W BELMONT AVE ,3265,3200,31056,N,CENTRAL PARK,AVE,11604,112665,3600 W SCHOOL ST ,Lighting,192000.0,ON CENTRAL PARK FROM W BELMONT AV (3200 N) TO W,Street Light Residential Staggered Piggy Back Menu,35,2013
35294,8100 W ROSCOE ST ,3466,3400,5298,N,PANAMA,AVE,24022,114076,8099 W CORNELIA AVE ,Streets & Transportation,2090.0,ON N PANAMA AVE FROM 3461 N TO W CORNELIA AVE (3500 N),Bollard Menu,36,2013
24022,8099 W CORNELIA AVE ,3507,3500,19719,N,PANAMA,AVE,35783,114086,8100 W FOREST PRESERVE AVE ,Streets & Transportation,2090.0,ON N PANAMA AVE FROM 3461 N TO W CORNELIA AVE (3500 N),Bollard Menu,36,2013
24757,3600 N OLCOTT AVE ,7527,7500,16765,W,ADDISON,ST,36131,113787,3600 N OLEANDER AVE ,Streets & Transportation,1900.0,W ADDISON ST & N OLCOTT AVE,In-Road 'State Law Stop For Pedestrians' Signs Menu,36,2013
32313,3600 N OSCEOLA AVE ,7462,7434,37788,W,ADDISON,ST,24757,113786,3600 N OLCOTT AVE ,Streets & Transportation,1900.0,W ADDISON ST & N OLCOTT AVE,In-Road 'State Law Stop For Pedestrians' Signs Menu,36,2013
34497,4000 N PIONEER AVE ,8227,8200,3449,W,IRVING PARK,RD,28151,113768,4000 N PITTSBURGH AVE ,Streets & Transportation,950.0,W IRVING PARK RD & N PIONEER AVE,In-Road 'State Law Stop For Pedestrians' Signs Menu,36,2013
8334,3999 N PARIS AVE ,8159,8132,52551,W,IRVING PARK,RD,34497,113781,4000 N PIONEER AVE ,Streets & Transportation,950.0,W IRVING PARK RD & N PIONEER AVE,In-Road 'State Law Stop For Pedestrians' Signs Menu,36,2013
1565,7031 W ADDISON ST ,3659,3600,21803,N,NORA,AVE,26650,111122,7031 W WAVELAND AVE ,Streets & Transportation,0.0,ON N NORA AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N),Resurfacing Street Speed,36,2013
28526,7500 W ROSCOE ST ,3461,3400,41290,N,OLCOTT,AVE,8969,114005,7500 W CORNELIA AVE ,Streets & Transportation,0.0,ON N OLCOTT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),Resurfacing Street Speed,36,2013
12215,8200 W BELMONT AVE ,3253,3200,30473,N,PIONEER,AVE,34563,114061,8200 W SCHOOL ST ,Streets & Transportation,0.0,ON N PIONEER AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N),Resurfacing Street Speed,36,2013
,,,,,,,,,,,Streets & Transportation,0.0,ON NTCHEZ AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N),Resurfacing Street Speed,36,2013
,,,,,,,,,,,Streets & Transportation,0.0,ON NTOMA AVE FROM W CORNELIA AVE (3500 N) TO W ROSCOE ST (3400 N),Resurfacing Street Speed,36,2013
9043,7700 W ROSCOE ST ,3461,3400,17648,N,OVERHILL,AVE,8979,113940,7700 W CORNELIA AVE ,Streets & Transportation,70119.0,ON N OVERHILL AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),Street Resurfacing Menu,36,2013
11600,7233 W ROSCOE ST ,3461,3400,18400,N,OCONTO,AVE,32281,113997,7233 W CORNELIA AVE ,Streets & Transportation,77224.0,ON N OCONTO AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),Street Resurfacing Menu,36,2013
8832,8133 W GRACE ST ,3859,3800,7549,N,PARIS,AVE,20190,113874,8133 W BYRON ST ,Streets & Transportation,68567.0,ON N PARIS AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),Street Resurfacing Menu,36,2013
20819,8300 W CORNELIA AVE ,3561,3500,29022,N,PLAINFIELD,AVE,34509,113931,8300 W ADDISON ST ,Streets & Transportation,54220.0,ON N PLAINFIELD AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),Street Resurfacing Menu,36,2013
12215,8200 W BELMONT AVE ,3253,3200,30473,N,PIONEER,AVE,34563,114061,8200 W SCHOOL ST ,Streets & Transportation,55553.0,ON N PIONEER AVE FROM W BELMONT AV (3200 N) TO W SCHOOL ST (3300 N),Street Resurfacing Menu,36,2013
9062,8100 W ADDISON ST ,3659,3600,10313,N,PANAMA,AVE,8904,113917,8100 W WAVELAND AVE ,Streets & Transportation,55715.0,ON N PANAMA AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AV (3700 N),Street Resurfacing Menu,36,2013
23641,8133 W SCHOOL ST ,3357,3300,39757,N,PARIS,AVE,26778,114066,8133 W ROSCOE ST ,Streets & Transportation,50349.0,ON N PARIS AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N),Street Resurfacing Menu,36,2013
15455,3100 N NEWLAND AVE ,6977,6930,9577,W,BARRY,AVE,27840,108543,3101 N SAYRE AVE ,Streets & Transportation,37832.0,ON W BARRY AVE FROM N NEWLAND AV (6932 W) TO N SAYRE AV (7000 W),Street Resurfacing Menu,36,2013
28526,7500 W ROSCOE ST ,3461,3400,41290,N,OLCOTT,AVE,8969,114005,7500 W CORNELIA AVE ,Streets & Transportation,72868.0,ON N OLCOTT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),Street Resurfacing Menu,36,2013
8969,7500 W CORNELIA AVE ,3559,3500,44737,N,OLCOTT,AVE,24757,113846,7500 W ADDISON ST ,Streets & Transportation,57462.0,ON N OLCOTT AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),Street Resurfacing Menu,36,2013
28188,3131 N NEWLAND AVE ,6977,6930,49991,W,FLETCHER,ST,35332,108542,3131 N SAYRE AVE ,Streets & Transportation,30513.0,ON W FLETCHER ST FROM N NEWLAND AV (6932 W) TO N SAYRE AV (7000 W),Street Resurfacing Menu,36,2013
,,,,,,,,,,,Streets & Transportation,19367.0,ON W WELLINGTON AVE FROM NSHVILLE AV (6558 W) TO N NEENAH AV (6532 W),Street Resurfacing Menu,36,2013
34563,8200 W SCHOOL ST ,3362,3300,30224,N,PIONEER,AVE,9606,114067,8199 W ROSCOE ST ,Streets & Transportation,51984.0,ON N PIONEER AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N),Street Resurfacing Menu,36,2013
12137,7900 W SCHOOL ST ,3359,3300,36737,N,ORANGE,AVE,11633,113951,7900 W ROSCOE ST ,Streets & Transportation,64105.0,ON N ORANGE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N),Street Resurfacing Menu,36,2013
,,,,,,,,,,,Streets & Transportation,39435.0,ON NTCHEZ AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AV (3000 N),Street Resurfacing Menu,36,2013
,,,,,,,,,,,Streets & Transportation,45461.0,ON NTOMA AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),Street Resurfacing Menu,36,2013
