FNODE_ID,F_CROSS,MAX_ADDR,MIN_ADDR,OBJECTID,PRE_DIR,STREET_NAM,STREET_TYP,TNODE_ID,TRANS_ID,T_CROSS,category,cost,description,program,ward,year
15710,71 E MADISON ST ,50,1,38435,N,GARLAND,CT,30396,118813,71 E WASHINGTON ST ,Streets & Transportation,23686.31,ON N GARLAND CT FROM E MADISON ST (0 S) TO E WASHINGTON ST (100 N),Street Resurfacing (2017),42,2017
32431,200 N STATE ST ,44,1,52400,E,LAKE,ST,18573,118778,200 N WABASH AVE ,Streets & Transportation,51079.06,ON E LAKE ST FROM N STATE ST (0 E) TO N WABASH AVE (50 E),Street Resurfacing Menu (2017),42,2017
16900,400 E OHIO ST ,621,600,52327,N,MCCLURG,CT,16860,116725,400 E ONTARIO ST ,Streets & Transportation,15000.0,ON N MCCLURG CT FROM E OHIO ST (600 N) TO E ONTARIO ST (630 N),Traffic Signal- Two Way Conversion,42,2017
3171,1235 N STATE PKWY ,38,1,31831,E,SCOTT,ST,22998,116872,1233 N ASTOR ST ,Streets & Transportation,28285.29,20 E SCOTT ST:E SCOTT ST & N ASTOR ST&E GOETHE ST & N STATE PKWY,Alley Resurfacing (2017),43,2017
35393,1300 N STATE PKWY ,33,1,31547,E,GOETHE,ST,14459,116870,1300 N ASTOR ST ,Streets & Transportation,28285.29,20 E SCOTT ST:E SCOTT ST & N ASTOR ST&E GOETHE ST & N STATE PKWY,Alley Resurfacing (2017),43,2017
30308,1200 W ALTGELD ST ,2521,2500,3259,N,RACINE,AVE,7386,103599,1200 W LILL AVE ,Streets & Transportation,350.0,N RACINE AVE & W LILL AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
31028,1199 W LILL AVE ,2537,2530,20122,N,RACINE,AVE,8657,104829,1200 W DRAPER ST ,Streets & Transportation,350.0,N RACINE AVE & W LILL AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
7386,1200 W LILL AVE ,2528,2522,47460,N,RACINE,AVE,31028,103627,1199 W LILL AVE ,Streets & Transportation,350.0,N RACINE AVE & W LILL AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
25156,2000 N CLEVELAND AVE ,527,500,10427,W,ARMITAGE,AVE,2405,103728,2000 N MOHAWK ST ,Streets & Transportation,350.0,W ARMITAGE AVE & N MOHAWK ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
2405,2000 N MOHAWK ST ,559,532,37248,W,ARMITAGE,AVE,10593,103729,2000 N LARRABEE ST ,Streets & Transportation,350.0,W ARMITAGE AVE & N MOHAWK ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
11354,2200 N SEDGWICK ST ,426,400,17357,W,WEBSTER,AVE,11355,103717,2199 N HUDSON AVE ,Streets & Transportation,350.0,W WEBSTER AVE & N SEDGWICK ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
22490,2200 N CLARK ST ,359,347,33315,W,WEBSTER,AVE,11354,103714,2200 N SEDGWICK ST ,Streets & Transportation,350.0,W WEBSTER AVE & N SEDGWICK ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
25156,2000 N CLEVELAND AVE ,527,500,10427,W,ARMITAGE,AVE,2405,103728,2000 N MOHAWK ST ,Streets & Transportation,600.0,W ARMITAGE AVE & N CLEVELAND AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
34319,1999 N HUDSON AVE ,459,432,20124,W,ARMITAGE,AVE,25156,104734,2000 N CLEVELAND AVE ,Streets & Transportation,600.0,W ARMITAGE AVE & N CLEVELAND AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
7026,2799 N WILTON AVE ,959,930,16168,W,DIVERSEY,PKWY,7027,103306,2800 N SHEFFIELD AVE ,Streets & Transportation,350.0,W DIVERSEY PKWY & N WILTON AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
30459,2800 N MILDRED AVE ,928,900,25789,W,DIVERSEY,PKWY,7026,103305,2799 N WILTON AVE ,Streets & Transportation,350.0,W DIVERSEY PKWY & N WILTON AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
21464,500 W ARLINGTON PL ,2470,2456,2384,N,CLARK,ST,7397,103514,499 W ROSLYN PL ,Streets & Transportation,350.0,N CLARK ST & W ROSLYN PL,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
7397,499 W ROSLYN PL ,2484,2471,4540,N,CLARK,ST,7379,103513,499 W ST JAMES PL ,Streets & Transportation,350.0,N CLARK ST & W ROSLYN PL,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
7379,499 W ST JAMES PL ,2525,2500,1980,N,CLARK,ST,8651,103551,500 W DEMING PL ,Streets & Transportation,350.0,N CLARK ST & W ST JAMES PL,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
7397,499 W ROSLYN PL ,2484,2471,4540,N,CLARK,ST,7379,103513,499 W ST JAMES PL ,Streets & Transportation,350.0,N CLARK ST & W ST JAMES PL,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
24180,2400 N SEMINARY AVE ,1130,1100,7735,W,FULLERTON,AVE,31635,103601,2399 N CLIFTON AVE ,Streets & Transportation,350.0,W FULLERTON AVE & N SEMINARY AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
2005,2399 N KENMORE AVE ,1059,1030,23076,W,FULLERTON,AVE,24180,103603,2400 N SEMINARY AVE ,Streets & Transportation,350.0,W FULLERTON AVE & N SEMINARY AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",43,2017
,,,,,,,,,,,Lighting,240000.0,ON N LINCOLN PARK W FROM W FULLERTON PKWY (2400 N) TO W WEBSTER AVE (2200 N),Street Light Arterial (2017),43,2017
,,,,,,,,,,,Lighting,35000.0,ON N LINCOLN PARK W FROM N CLARK ST (2010 N) TO W WEBSTER AVE (2200 N),Street Light Arterial (2017),43,2017
2799,418 W EUGENIE ST ,1737,1700,28642,N,FERN,CT,16264,104078,418 W WILLOW ST ,Lighting,500.0,N FERN CT & W EUGENIE ST,Street Light Upgrade Menu (2017),43,2017
7014,450 W DIVERSEY PKWY ,2847,2800,6326,N,PINE GROVE,AVE,1947,103220,501 W SURF ST ,Streets & Transportation,10454.03,ON N PINE GROVE AVE FROM 2817 N TO W DIVERSEY PKWY (2800 N),Alley Apron (2017),44,2017
37615,2754 N   ,2766,2755,65717,N,PINE GROVE,AVE,7015,164147,500 W DIVERSEY PKWY ,Streets & Transportation,10454.03,ON N PINE GROVE AVE FROM 2817 N TO W DIVERSEY PKWY (2800 N),Alley Apron (2017),44,2017
11651,3200 N KENMORE AVE ,1059,1032,47481,W,BELMONT,AVE,11652,102986,3200 N SEMINARY AVE ,Streets & Transportation,27215.44,W BELMONT AVE & N SEMINARY AVE&W BARRY AVE & N KENMORE AVE,Alley Resurfacing (2017),44,2017
26388,3100 N KENMORE AVE ,1059,1032,43365,W,BARRY,AVE,20832,103280,3100 N SEMINARY AVE ,Streets & Transportation,27215.44,W BELMONT AVE & N SEMINARY AVE&W BARRY AVE & N KENMORE AVE,Alley Resurfacing (2017),44,2017
8841,3599 N RETA AVE ,859,832,42750,W,ADDISON,ST,8843,150836,3600 N FREMONT ST ,Streets & Transportation,27866.92,W ADDISON ST & N FREMONT ST&W CORNELIA AVE & N RETA AVE,Alley Resurfacing (2017),44,2017
8919,3500 N RETA AVE ,859,831,40993,W,CORNELIA,AVE,30616,150837,3500 N FREMONT ST ,Streets & Transportation,27866.92,W ADDISON ST & N FREMONT ST&W CORNELIA AVE & N RETA AVE,Alley Resurfacing (2017),44,2017
8423,1100 W WAVELAND AVE ,3769,3700,32271,N,SEMINARY,AVE,8345,102643,1061 W GRACE ST ,Streets & Transportation,75204.57,ON N SEMINARY AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N),Curb & Gutter (2017),44,2017
9609,3200 N RACINE AVE ,1252,1200,24752,W,BELMONT,AVE,25740,104778,3199 N LAKEWOOD AVE ,Streets & Transportation,7575.0,W BELMONT AVE & N RACINE AVE,Left-Turn Arrow Menu (2017),44,2017
11654,3200 N CLIFTON AVE ,1159,1132,43256,W,BELMONT,AVE,9609,102988,3200 N RACINE AVE ,Streets & Transportation,7575.0,W BELMONT AVE & N RACINE AVE,Left-Turn Arrow Menu (2017),44,2017
8441,3647 N CLARK ST ,1143,1100,34365,W,PATTERSON,AVE,15007,102693,3631 N RACINE AVE ,Streets & Transportation,6466.05,W PATTERSON AVE & N RACINE AVE,Sidewalk Menu (2017),44,2017
11649,938 W BELMONT AVE ,3259,3200,19721,N,WILTON,AVE,1601,102983,923 W SCHOOL ST ,Lighting,83000.0,ON N WILTON AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N),Street Light Residential Staggered Piggy Back (2017),44,2017
8423,1100 W WAVELAND AVE ,3769,3700,32271,N,SEMINARY,AVE,8345,102643,1061 W GRACE ST ,Lighting,91500.0,ON N SEMINARY AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N),Street Light Residential Staggered Piggy Back (2017),44,2017
35923,3600 N HALSTED ST ,830,800,13029,W,ADDISON,ST,8841,102678,3599 N RETA AVE ,Lighting,2400.0,1225 W ADDISON ST:3600 N HALSTED ST,Street Light Upgrade Menu (2017),44,2017
8840,3600 N BROADWAY   ,756,701,23009,W,ADDISON,ST,35923,102629,3600 N HALSTED ST ,Lighting,2400.0,1225 W ADDISON ST:3600 N HALSTED ST,Street Light Upgrade Menu (2017),44,2017
26851,900 W GEORGE ST ,2927,2900,321,N,MILDRED,AVE,7062,103292,900 W OAKDALE AVE ,Streets & Transportation,29548.47,ON N MILDRED AVE FROM W OAKDALE AVE (2930 N) TO W GEORGE ST (2900 N),Street Resurfacing (2017),44,2017
7062,900 W OAKDALE AVE ,2959,2932,21019,N,MILDRED,AVE,27064,103287,900 W WELLINGTON AVE ,Streets & Transportation,42704.35,ON N MILDRED AVE FROM W OAKDALE AVE (2930 N) TO W WELLINGTON AVE (3000 N),Street Resurfacing (2017),44,2017
26640,1300 W GRACE ST ,3849,3800,6383,N,LAKEWOOD,AVE,30779,102736,1300 W BYRON ST ,Streets & Transportation,3700.0,ON N LAKEWOOD AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),Street Speed Hump (2017),44,2017
9075,3400 N LAKE SHORE DR ,433,400,65730,W,ROSCOE,ST,37622,164160,435 W   ,Streets & Transportation,25000.0,W ROSCOE ST & N LAKE SHORE DR,Traffic Signal Modernization Design (2017),44,2017
9075,3400 N LAKE SHORE DR ,433,400,65730,W,ROSCOE,ST,37622,164160,435 W   ,Streets & Transportation,55000.0,W ROSCOE ST & N LAKE SHORE DR,Traffic Signal Modernization (2017),44,2017
3555,5332 W LAWRENCE AVE ,4822,4800,5890,N,MILWAUKEE,AVE,35761,106302,5347 W AINSLIE ST ,Streets & Transportation,16272.0,N MILWAUKEE AVE & W LAWRENCE AVE,Bollard Menu (2017),45,2017
27960,5300 W GIDDINGS ST ,4790,4744,51090,N,MILWAUKEE,AVE,3555,110695,5332 W LAWRENCE AVE ,Streets & Transportation,16272.0,N MILWAUKEE AVE & W LAWRENCE AVE,Bollard Menu (2017),45,2017
29188,4299 N   ,4333,4300,21797,N,KILPATRICK,AVE,31249,150829,4711 W PENSACOLA AVE ,Streets & Transportation,46863.34,ON N KILPATRICK AVE FROM 4300 N TO W PENSACOLA AVE (4330 N),Curb & Gutter (2017),45,2017
31994,4800 N MAJOR AVE ,5766,5705,19222,W,LAWRENCE,AVE,3563,106331,4799 N MENARD AVE ,Streets & Transportation,13198.81,W LAWRENCE AVE & N MENARD AVE,Curb & Gutter Menu (2017),45,2017
3564,4800 N MENARD AVE ,5862,5811,19786,W,LAWRENCE,AVE,25953,106334,4799 N MARMORA AVE ,Streets & Transportation,13198.81,W LAWRENCE AVE & N MENARD AVE,Curb & Gutter Menu (2017),45,2017
3563,4799 N MENARD AVE ,5809,5768,46976,W,LAWRENCE,AVE,3564,106332,4800 N MENARD AVE ,Streets & Transportation,13198.81,W LAWRENCE AVE & N MENARD AVE,Curb & Gutter Menu (2017),45,2017
26542,4609 N LARAMIE AVE ,4667,4628,40825,N,MILWAUKEE,AVE,794,112557,5232 W LELAND AVE ,Streets & Transportation,34663.56,ON N MILWAUKEE AVE FROM N LARAMIE AVE (4628 N) TO W LELAND AVE (4700 N),Diagonal Parking (2017),45,2017
3373,5400 W CATALPA AVE ,5540,5500,37473,N,LONG,AVE,31904,110316,5559 N ELSTON AVE ,Streets & Transportation,6191.97,ON N LONG AVE FROM W CATALPA AVE (5500 N) TO N ELSTON AVE (5560 N),Miscellaneous CDOT Projects (2017),45,2017
22901,4000 N KOSTNER AVE ,4426,4400,1519,W,IRVING PARK,RD,1174,110836,4000 N KENNETH AVE ,Streets & Transportation,2100.0,W IRVING PARK RD & N KOSTNER AVE,Miscellaneous CDOT Projects (2017),45,2017
1173,4000 N LOWELL AVE ,4365,4332,32252,W,IRVING PARK,RD,22901,107100,4000 N KOSTNER AVE ,Streets & Transportation,2100.0,W IRVING PARK RD & N KOSTNER AVE,Miscellaneous CDOT Projects (2017),45,2017
24191,4000 N HARDING AVE ,3963,3932,3020,W,IRVING PARK,RD,7804,107403,4000 N PULASKI RD ,Miscellaneous,18000.0,W IRVING PARK RD & N PULASKI RD,Miscellaneous Other Projects (2017),45,2017
7804,4000 N PULASKI RD ,4059,4000,17428,W,IRVING PARK,RD,30889,107402,4000 N KEYSTONE AVE ,Miscellaneous,18000.0,W IRVING PARK RD & N PULASKI RD,Miscellaneous Other Projects (2017),45,2017
8439,3744 N MILWAUKEE AVE ,3735,3700,37361,N,KENNETH,AVE,10530,111001,4435 W GRACE ST ,Streets & Transportation,2000.06,N KENNETH AVE & N MILWAUKEE AVE,Sidewalk Menu (2016),45,2017
37990,0    ,3665,3630,70723,N,KENNETH,AVE,37989,164896,3718 N MILWAUKEE AVE ,Streets & Transportation,2000.06,N KENNETH AVE & N MILWAUKEE AVE,Sidewalk Menu (2016),45,2017
13661,4400 N MILWAUKEE AVE ,5171,5100,46051,W,MONTROSE,AVE,13663,106868,4400 N LARAMIE AVE ,Streets & Transportation,22497.88,ON W MONTROSE AVE FROM N MILWAUKEE AVE (5100 W) TO N LARAMIE AVE (5199 W),Sidewalk (2017),45,2017
35286,4900 N NAGLE AVE ,6425,6400,8898,W,STRONG,ST,4058,106372,4900 N NATCHEZ AVE ,Streets & Transportation,6606.41,W STRONG ST & N NATCHEZ AVE,Street Bump Outs Menu (2017),45,2017
4058,4900 N NATCHEZ AVE ,6467,6432,29003,W,STRONG,ST,33895,106471,4900 N NEENAH AVE ,Streets & Transportation,6606.41,W STRONG ST & N NATCHEZ AVE,Street Bump Outs Menu (2017),45,2017
4058,4900 N NATCHEZ AVE ,6467,6432,29003,W,STRONG,ST,33895,106471,4900 N NEENAH AVE ,Streets & Transportation,6327.33,W STRONG ST & N NEENAH AVE,Street Bump Outs Menu (2017),45,2017
33895,4900 N NEENAH AVE ,6525,6500,34848,W,STRONG,ST,25183,106473,4900 N NASHVILLE AVE ,Streets & Transportation,6327.33,W STRONG ST & N NEENAH AVE,Street Bump Outs Menu (2017),45,2017
25183,4900 N NASHVILLE AVE ,6559,6532,31900,W,STRONG,ST,19428,106495,4900 N NATOMA AVE ,Streets & Transportation,6606.41,W STRONG ST & N NASHVILLE AVE,Street Bump Outs Menu (2017),45,2017
33895,4900 N NEENAH AVE ,6525,6500,34848,W,STRONG,ST,25183,106473,4900 N NASHVILLE AVE ,Streets & Transportation,6606.41,W STRONG ST & N NASHVILLE AVE,Street Bump Outs Menu (2017),45,2017
31952,4900 N MARMORA AVE ,5925,5900,52925,W,STRONG,ST,11400,110476,4900 N MASON AVE ,Streets & Transportation,16281.16,ON W STRONG ST FROM N MARMORA AVE (5900 W) TO N MASON AVE (5930 W),Street Resurfacing (2017),45,2017
11400,4900 N MASON AVE ,5959,5930,45931,W,STRONG,ST,11399,106341,4900 N AUSTIN AVE ,Streets & Transportation,30841.51,ON W STRONG ST FROM N MASON AVE (5930 W) TO N AUSTIN AVE (6000 W),Street Resurfacing (2017),45,2017
10513,4900 W BYRON ST ,3927,3900,33618,N,LAMON,AVE,36667,107521,4900 W DAKIN ST ,Streets & Transportation,16953.27,ON N LAMON AVE FROM W BYRON ST (3900 N) TO W DAKIN ST (3930 N),Street Resurfacing (2017),45,2017
26057,4898 W BERTEAU AVE ,4231,4200,15121,N,LAMON,AVE,14150,110859,4919 W HUTCHINSON ST ,Streets & Transportation,28914.05,ON N LAMON AVE FROM W BERTEAU AVE (4200 N) TO W HUTCHINSON ST (4230 N),Street Resurfacing (2017),45,2017
19345,5131 N LARAMIE AVE ,5259,5200,17076,W,WINONA,ST,34132,110511,5131 N LOCKWOOD AVE ,Streets & Transportation,47756.99,ON W WINONA ST FROM N LARAMIE AVE (5199 W) TO N LOCKWOOD AVE (5300 W),Street Resurfacing (2017),45,2017
8736,5531 W CATALPA AVE ,5559,5500,34017,N,LUNA,AVE,3017,110305,5531 W BRYN MAWR AVE ,Streets & Transportation,61371.8,ON N LUNA AVE FROM W CATALPA AVE (5500 N) TO W BRYN MAWR AVE (5600 N),Street Resurfacing (2017),45,2017
3971,5931 W CARMEN AVE ,5159,5100,21056,N,MASON,AVE,35682,105822,5931 W FOSTER AVE ,Streets & Transportation,3700.0,ON N MASON AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N),Street Speed Hump (2017),45,2017
21996,4700 N LAPORTE AVE ,4959,4930,36146,W,LELAND,AVE,26031,110659,4718 N LAVERGNE AVE ,Streets & Transportation,1850.0,ON W LELAND AVE FROM N LAVERGNE AVE (5000 W) TO N LAPORTE AVE (4932 W),Street Speed Hump (2017),45,2017
24191,3933 W IRVING PARK RD ,4059,4000,10295,N,HARDING,AVE,22288,107058,3931 W BELLE PLAINE AVE ,Streets & Transportation,1850.0,ON N HARDING AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 N),Street Speed Hump (2017),45,2017
33864,4700 N RACINE AVE ,1234,1200,6731,W,LELAND,AVE,3561,102252,4700 N MAGNOLIA AVE ,Streets & Transportation,254000.0,W LAWRENCE AVE & N MAGNOLIA AVE&W LELAND AVE & N RACINE AVE,Concrete Alley (2017),46,2017
24726,933 W WAVELAND AVE ,3769,3700,30214,N,WILTON,AVE,10511,102639,933 W GRACE ST ,Streets & Transportation,312000.0,N FREMONT ST & W GRACE ST&N WILTON AVE & W WAVELAND AVE:3762 N FREMONT ST,Concrete Alley (2017),46,2017
7901,4000 N KENMORE AVE ,1059,1041,11486,W,IRVING PARK,RD,24552,102410,3999 N SEMINARY AVE ,Streets & Transportation,22920.24,W IRVING PARK RD & N SEMINARY AVE,Curb & Gutter Menu (2017),46,2017
24552,3999 N SEMINARY AVE ,1159,1100,14514,W,IRVING PARK,RD,7903,102676,3999 N RACINE AVE ,Streets & Transportation,22920.24,W IRVING PARK RD & N SEMINARY AVE,Curb & Gutter Menu (2017),46,2017
19431,4799 N CLARENDON AVE ,758,0,2782,W,LAWRENCE,AVE,11423,144158,801 W   ,Streets & Transportation,20000.0,W LAWRENCE AVE & N CLARENDON AVE,Pedestrian Countdown Signal (2017),46,2017
4064,4800 N MARINE DR ,759,748,34326,W,LAWRENCE,AVE,19431,102001,4799 N CLARENDON AVE ,Streets & Transportation,20000.0,W LAWRENCE AVE & N CLARENDON AVE,Pedestrian Countdown Signal (2017),46,2017
,,,,,,,,,,,Lighting,182000.0,ON N BROADWAY FROM W ADDISON ST (3600 N) TO W GRACE ST (3799 N),Street Light Arterial (2017),46,2017
,,,,,,,,,,,Beautification,3600.0,ON N BROADWAY FROM W AINSLIE ST (4899 N) TO W GUNNISON ST (4841 N),Street Light Pole Painting (2017),46,2017
4188,1339 W WILSON AVE ,4659,4600,48548,N,BEACON,ST,36716,102238,1400 W LELAND AVE ,Streets & Transportation,51509.11,ON N BEACON ST FROM W LELAND AVE (4700 N) TO W WILSON AVE (4600 N),Street Resurfacing (1-5) (2017),46,2017
31499,4727 N BROADWAY   ,4759,4719,40026,N,CLIFTON,AVE,11427,102232,1133 W LAWRENCE AVE ,Streets & Transportation,23644.05,ON N CLIFTON AVE FROM N BROADWAY (4722 N) TO W LAWRENCE AVE (4800 N),Street Resurfacing (2017),46,2017
21070,4600 N MARINE DR ,759,729,38824,W,WILSON,AVE,4179,102182,4600 N CLARENDON AVE ,Streets & Transportation,0.0,ON W WILSON AVE FROM N MARINE DR (730 W) TO N CLARENDON AVE (800 W),Street Resurfacing (2017),46,2017
1154,3999 N PINE GROVE AVE ,749,700,15398,W,IRVING PARK,RD,1155,150972,4000 N CLARENDON AVE ,Streets & Transportation,85000.0,W IRVING PARK RD & N PINE GROVE AVE,Traffic Signal LED Upgrade Menu (2017),46,2017
26828,641 W   ,698,642,55170,W,IRVING PARK,RD,1154,150973,3999 N PINE GROVE AVE ,Streets & Transportation,85000.0,W IRVING PARK RD & N PINE GROVE AVE,Traffic Signal LED Upgrade Menu (2017),46,2017
18849,4700 N LINCOLN AVE ,2333,2300,3419,W,LELAND,AVE,29497,143205,4700 N WESTERN AVE ,Streets & Transportation,176883.85,W LELAND AVE & N LINCOLN AVE,Arterial Street Bump Outs Menu (2017),47,2017
35009,4700 N LEAVITT ST ,2284,2200,12611,W,LELAND,AVE,3580,102348,4701 N LINCOLN AVE ,Streets & Transportation,176883.85,W LELAND AVE & N LINCOLN AVE,Arterial Street Bump Outs Menu (2017),47,2017
35849,1415 W HUTCHINSON ST ,4261,4231,13766,N,CLARK,ST,28429,102481,1424 W CULLOM AVE ,Streets & Transportation,600.0,N CLARK ST & W CULLOM AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
28429,1424 W CULLOM AVE ,4329,4300,42101,N,CLARK,ST,26375,102482,1434 W PENSACOLA AVE ,Streets & Transportation,600.0,N CLARK ST & W CULLOM AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
24746,3600 N BELL AVE ,2259,2232,5351,W,ADDISON,ST,35251,102878,3600 N OAKLEY AVE ,Streets & Transportation,600.0,W ADDISON ST & N OAKLEY AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
35251,3600 N OAKLEY AVE ,2327,2300,7095,W,ADDISON,ST,36450,102879,3600 N CLAREMONT AVE ,Streets & Transportation,600.0,W ADDISON ST & N OAKLEY AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
8335,1999 W BERENICE AVE ,3859,3830,30710,N,DAMEN,AVE,20179,102797,2000 W BYRON ST ,Streets & Transportation,350.0,N DAMEN AVE & W BERENICE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
8370,2000 W GRACE ST ,3828,3800,34386,N,DAMEN,AVE,8335,102800,1999 W BERENICE AVE ,Streets & Transportation,350.0,N DAMEN AVE & W BERENICE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
22627,1299 W   ,1329,1300,3626,W,FOSTER,AVE,2660,104644,5200 N WAYNE AVE ,Streets & Transportation,600.0,W FOSTER AVE & N WAYNE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
2660,5200 N WAYNE AVE ,1359,1331,51125,W,FOSTER,AVE,29284,101905,5200 N GLENWOOD AVE ,Streets & Transportation,600.0,W FOSTER AVE & N WAYNE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
18849,2300 W LELAND AVE ,4732,4709,2825,N,LINCOLN,AVE,3557,102159,2333 W GIDDINGS ST ,Streets & Transportation,600.0,N LINCOLN AVE & W LELAND AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
35010,2300 W EASTWOOD AVE ,4664,4641,44030,N,LINCOLN,AVE,3580,102388,2299 W LELAND AVE ,Streets & Transportation,600.0,N LINCOLN AVE & W LELAND AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
3580,2299 W LELAND AVE ,4707,4666,45387,N,LINCOLN,AVE,18849,104535,2300 W LELAND AVE ,Streets & Transportation,600.0,N LINCOLN AVE & W LELAND AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
31246,4399 N HOYNE AVE ,2119,2100,76,W,MONTROSE,AVE,13617,102342,4400 N HAMILTON AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N HAMILTON AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
13617,4400 N HAMILTON AVE ,2160,2121,32928,W,MONTROSE,AVE,19550,102340,4400 N LINCOLN AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N HAMILTON AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
13614,4400 N WINCHESTER AVE ,1973,1940,24285,W,MONTROSE,AVE,13616,102304,4400 N DAMEN AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N WINCHESTER AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
13613,4400 N WOLCOTT AVE ,1933,1900,29341,W,MONTROSE,AVE,13614,102297,4400 N WINCHESTER AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N WINCHESTER AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
36653,1500 W LAWRENCE AVE ,4899,4800,27350,N,CLARK,ST,10918,102063,1500 W AINSLIE ST ,Streets & Transportation,350.0,N CLARK ST & W AINSLIE ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
10918,1500 W AINSLIE ST ,4926,4905,38094,N,CLARK,ST,18476,150958,1499 W ARGYLE ST ,Streets & Transportation,350.0,N CLARK ST & W AINSLIE ST,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
8860,3600 N SEELEY AVE ,2059,2032,1751,W,ADDISON,ST,8861,104784,3600 N HOYNE AVE ,Streets & Transportation,350.0,W ADDISON ST & N HOYNE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
8861,3600 N HOYNE AVE ,2127,2100,19223,W,ADDISON,ST,10422,104661,3600 N HAMILTON AVE ,Streets & Transportation,350.0,W ADDISON ST & N HOYNE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
19550,4400 N LINCOLN AVE ,2227,2200,16844,W,MONTROSE,AVE,35368,102341,4399 N BELL AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N BELL AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
35368,4399 N BELL AVE ,2259,2224,24060,W,MONTROSE,AVE,28411,104706,4399 N OAKLEY AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N BELL AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
28407,4400 N HERMITAGE AVE ,1777,1742,11153,W,MONTROSE,AVE,25529,102323,4401 N RAVENSWOOD AVE ,Streets & Transportation,350.0,W MONTROSE AVE & N HERMITAGE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
827,4400 N PAULINA ST ,1735,1700,53034,W,MONTROSE,AVE,28407,102319,4400 N HERMITAGE AVE ,Streets & Transportation,350.0,W MONTROSE AVE & N HERMITAGE AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
31246,4399 N HOYNE AVE ,2119,2100,76,W,MONTROSE,AVE,13617,102342,4400 N HAMILTON AVE ,Streets & Transportation,600.0,W MONTROSE AVE & N HAMILTON AVE,"In-Road ""State Law Stop For Pedestrians"" Signs (2017)",47,2017
