year,ward,cost,category,program,description
2015,30,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON N KARLOV AVE FROM W SCHOOL ST (3300 N) TO N MILWAUKEE AVE (3380 N)
2015,30,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON N MCVICKER AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N)
2015,30,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON S KILPATRICK AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)
2015,30,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W SCHUBERT AVE FROM N CENTRAL AVE (5600 W) TO N LONG AVE (5400 W)
2015,30,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N MELVINA AVE FROM W BARRY AVE (3100 N) TO W WELLINGTON AVE (3000 N)
2015,30,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N MULLIGAN AVE FROM W GEORGE ST (2900 N) TO W DIVERSEY AVE (2800 N)
2015,30,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W BELMONT AVE (3200 N)
2015,30,$400.00,Lighting,Street Light Upgrade Menu,5634 W FULLERTON AVE INSTALL ALLEY LIGHTS
2015,30,$400.00,Lighting,Street Light Upgrade Menu,5638 W FULLERTON AVE INSTALL ALLEY LIGHTS
2015,30,$400.00,Lighting,Street Light Upgrade Menu,2415 N MAJOR AVE INSTALL ALLEY LIGHTS
2015,31,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu,N KEATING AVE & W WELLINGTON AVE&N CICERO AVE & W BARRY AVE
2015,31,"$2,800.00",Streets & Transportation,Alley Speed Hump Menu,N MONTICELLO AVE & W WRIGHTWOOD AVE&N CENTRAL PARK AVE & W SCHUBERT AVE
2015,31,$700.00,Streets & Transportation,Alley Speed Hump Menu,N LONG AVE & W GEORGE ST&N LOTUS AVE & W DIVERSEY AVE
2015,31,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu,W WELLINGTON AVE & N LAVERGNE AVE&W OAKDALE AVE & N LECLAIRE AVE
2015,31,$0.00,Streets & Transportation,Alley Speed Hump Menu,W SCHUBERT AVE & N LAMON AVE&W PARKER AVE & N CICERO AVE
2015,31,"$1,258.00",Streets & Transportation,Curb & Gutter Menu,ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W)
2015,31,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N LECLAIRE AVE & W DIVERSEY AVE
2015,31,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N LOCKWOOD AVE & W DIVERSEY AVE
2015,31,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N CENTRAL AVE & W GEORGE ST
2015,31,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N LARAMIE AVE & W HENDERSON ST
2015,31,"$12,811.00",Streets & Transportation,Pedestrian Refuge Island Menu,W FULLERTON AVE & N KEYSTONE AVE
2015,31,"$3,306.00",Streets & Transportation,Sidewalk Menu,ON W BARRY AVE FROM N KARLOV AVE (4100 W) TO N TRIPP AVE (4200 W)
2015,31,"$5,191.00",Streets & Transportation,Sidewalk Menu,ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W)
2015,31,"$2,001.00",Streets & Transportation,Sidewalk Menu,ON N KILDARE AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N)
2015,31,"$1,430.00",Streets & Transportation,Sidewalk Menu,ON W DRUMMOND PL FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W)
2015,31,"$4,141.00",Streets & Transportation,Sidewalk Menu,ON W PARKER AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W)
2015,31,"$7,668.00",Streets & Transportation,Sidewalk Menu,ON W WRIGHTWOOD AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W)
2015,31,"$9,197.00",Streets & Transportation,Sidewalk Menu,ON W WOLFRAM ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W)
2015,31,"$5,560.00",Streets & Transportation,Sidewalk Menu,ON N LECLAIRE AVE FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N)
2015,31,"$4,083.00",Streets & Transportation,Sidewalk Menu,ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W)
2015,31,"$8,579.00",Streets & Transportation,Sidewalk Menu,ON W WELLINGTON AVE FROM N PULASKI RD (4000 W) TO N KARLOV AVE (4100 W)
2015,31,"$4,654.00",Streets & Transportation,Sidewalk Menu,5355 W DRUMMOND PL
2015,31,"$39,616.00",Streets & Transportation,Street Resurfacing Menu,ON N LONG AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N)
2015,31,"$46,327.00",Streets & Transportation,Street Resurfacing Menu,ON W MELROSE ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W)
2015,31,"$44,155.00",Streets & Transportation,Street Resurfacing Menu,ON W SCHOOL ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W)
2015,31,"$109,668.00",Streets & Transportation,Street Resurfacing Menu,ON N HARDING AVE FROM W WRIGHTWOOD AVE (2600 N) TO W DIVERSEY AVE (2800 N)
2015,31,"$74,586.00",Streets & Transportation,Street Resurfacing Menu,ON N TRIPP AVE FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N)
2015,31,"$98,931.00",Streets & Transportation,Street Resurfacing Menu (1-5),ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W)
2015,31,"$50,615.00",Streets & Transportation,Street Resurfacing Menu (1-5),ON N LOTUS AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N)
2015,31,"$50,547.00",Streets & Transportation,Street Resurfacing Menu (1-5),ON W DRUMMOND PL FROM N LAMON AVE (4900 W) TO N LAVERGNE AVE (5000 W)
2015,31,"$48,628.00",Streets & Transportation,Street Resurfacing Menu (1-5),ON W SCHUBERT AVE FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W)
2015,31,"$51,003.00",Streets & Transportation,Street Resurfacing Menu (1-5),ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W)
2015,31,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON N KEATING AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N)
2015,31,"$7,400.00",Streets & Transportation,Street Speed Hump Menu,ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W)
2015,31,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W BARRY AVE FROM N LARAMIE AVE (5200 W) TO N LAVERGNE AVE (5000 W)
2015,31,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W DRUMMOND PL FROM N LAVERGNE AVE (5000 W) TO N LAMON AVE (4900 W)
2015,31,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N LOTUS AVE FROM W BARRY AVE (3100 N) TO W WELLINGTON AVE (3000 N)
2015,31,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N HARDING AVE FROM W DIVERSEY AVE (2800 N) TO W WRIGHTWOOD AVE (2600 N)
2015,31,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W FLETCHER ST FROM N LOCKWOOD AVE (5300 W) TO N LECLAIRE AVE (5100 W)
2015,31,$400.00,Lighting,Street Light Upgrade Menu,4632 W MONTANA ST Install Alley Light
2015,31,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,RESID'L LTG w/Piggybacks. Current W.O # : 11553152 - in
2015,31,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,RESID'L LTG w/piggybacks. Current W.O # : 11553151 - in
2015,31,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON W NELSON ST FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) . Current W.O # : 11553150 -
2015,32,"$5,477.00",Streets & Transportation,Alley Resurfacing Menu,W GEORGE ST & N GREENVIEW AVE&W WOLFRAM ST & N SOUTHPORT AVE
2015,32,"$2,820.00",Streets & Transportation,Curb & Gutter Menu,ON N SACRAMENTO AVE FROM W ALTGELD ST (2499 N) TO N WILLETTS CT (2520 N)
2015,32,"$123,850.00",Streets & Transportation,Curb & Gutter Menu,ON W PALMER BLVD FROM N WHIPPLE ST (3050 W) TO N ALBANY AVE (3100 W)
2015,32,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N SACRAMENTO AVE & W SCHUBERT AVE
2015,32,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",
2015,32,"$6,632.00",Streets & Transportation,Sidewalk Menu,2350 W LYNDALE ST
2015,32,"$3,656.00",Streets & Transportation,Sidewalk Menu,2011 W BELMONT AVE
2015,32,"$32,019.00",Streets & Transportation,Street Resurfacing Menu,ON W WELLINGTON AVE FROM N LEAVITT ST (2200 W) TO N OAKLEY AVE (2300 W)
2015,32,"$29,160.00",Streets & Transportation,Street Resurfacing Menu,ON N KEDZIE BLVD FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N)
2015,32,"$15,850.00",Streets & Transportation,Street Resurfacing Menu,ON N LEAVITT ST FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N)
2015,32,"$59,960.00",Streets & Transportation,Street Resurfacing Menu,ON N ALBANY AVE FROM W SCHUBERT AVE (2700 N) TO W DIVERSEY AVE (2800 N)
2015,32,"$121,441.00",Streets & Transportation,Street Resurfacing Menu,ON N ALBANY AVE FROM W ARMITAGE AVE (2000 N) TO W PALMER BLVD (2200 N)
2015,32,"$67,312.00",Streets & Transportation,Street Resurfacing Menu,ON N MARSHFIELD AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1799 N)
2015,32,"$43,879.00",Streets & Transportation,Street Resurfacing Menu,ON W BELDEN AVE FROM N SPAULDING AVE (3300 W) TO N SAWYER AVE (3240 W)
2015,32,"$76,104.00",Streets & Transportation,Street Resurfacing Menu,ON N SOUTHPORT AVE FROM W WRIGHTWOOD AVE (2600 N) TO W DIVERSEY PKWY
2015,32,"$63,914.00",Streets & Transportation,Street Resurfacing Menu,ON W HOMER ST FROM N LEAVITT ST (2200 W) TO N OAKLEY AVE (2300 W)
2015,32,"$24,540.00",Streets & Transportation,Street Resurfacing Menu,ON N HOYNE AVE FROM W WABANSIA AVE (1700 N) TO W ST PAUL AVE (1730 N)
2015,32,"$133,150.00",Streets & Transportation,Street Resurfacing Menu,ON N SAWYER AVE FROM W PALMER ST (2200 N) TO W FULLERTON AVE (2400 N)
2015,32,"$23,688.00",Streets & Transportation,Street Resurfacing Menu,ON W LYNDALE ST FROM N HAMILTON AVE (2130 W) TO N LEAVITT ST (2200 W)
2015,32,"$62,797.00",Streets & Transportation,Street Resurfacing Menu,ON W SHAKESPEARE AVE FROM N DAMEN AVE (2000 W) TO N HOYNE AVE (2100 W)
2015,32,"$42,425.00",Streets & Transportation,Street Resurfacing Menu,ON W WABANSIA AVE FROM N PAULINA ST (1700 W) TO N HERMITAGE AVE (1730 W)
2015,32,"$41,917.00",Streets & Transportation,Street Resurfacing Menu,ON W SCHUBERT AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)
2015,32,"$131,969.00",Streets & Transportation,Street Resurfacing Menu,ON N FRANCISCO AVE FROM W LOGAN BLVD N (2600 N) TO W DIVERSEY AVE (2800 N)
2015,32,"$45,785.00",Streets & Transportation,Street Resurfacing Menu,ON N OAKLEY AVE FROM N MILWAUKEE AVE (1860 N) TO N WILMOT AVE (1910 N)
2015,32,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON N WOOD ST FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N)
2015,32,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON N OAKLEY AVE FROM W WELLINGTON AVE (3000 N) TO N CLYBOURN AVE (3100 N)
2015,32,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON N MARSHFIELD AVE FROM W BLOOMINGDALE AVE (1799 N) TO W WABANSIA AVE (1700 N)
2015,32,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W WABANSIA AVE FROM N HERMITAGE AVE (1730 W) TO N MARSHFIELD AVE (1630 W)
2015,32,"$150,000.00",Parks & Recreation,Chicago Park District,2200 N OAKLEY AVE Holstein Park Field House -
2015,33,"$9,386.00",Streets & Transportation,Alley Apron Menu,ON W BELLE PLAINE AVE FROM 3312 W TO N SPAULDING AVE (3300 W)
2015,33,"$8,620.00",Streets & Transportation,Alley Apron Menu,ON N SACRAMENTO AVE FROM 3124 N TO W NELSON ST (3102 N)
2015,33,"$12,154.00",Streets & Transportation,Alley Apron Menu,ON N RICHMOND ST FROM 4431 N TO W MONTROSE AVE (4400 N)
2015,33,"$7,096.00",Streets & Transportation,Alley Apron Menu,ON W GEORGE ST FROM N KEDZIE AVE (3200 W) TO N TROY ST (3130 W)
2015,33,"$32,718.00",Streets & Transportation,Alley Resurfacing Menu,N TROY ST & W ARGYLE ST&N ALBANY AVE & W CARMEN AVE
2015,33,"$18,544.00",Streets & Transportation,Alley Resurfacing Menu,N TROY ST & W IRVING PARK RD&N KEDZIE AVE & W BYRON ST
2015,33,"$45,286.00",Streets & Transportation,Alley Resurfacing Menu,N CHRISTIANA AVE & W MONTROSE AVE&N SPAULDING AVE & W SUNNYSIDE AVE
2015,33,"$13,282.00",Streets & Transportation,Alley Resurfacing Menu,N FRANCISCO AVE & N ELSTON AVE&W BELMONT AVE & N ELSTON AVE
2015,33,"$38,078.00",Streets & Transportation,Alley Resurfacing Menu,N SACRAMENTO AVE & W WAVELAND AVE&N RICHMOND ST & W GRACE ST
2015,33,"$45,516.00",Streets & Transportation,Alley Resurfacing Menu,W NELSON ST & N FRANCISCO AVE&W WELLINGTON AVE & N SACRAMENTO AVE
2015,33,"$32,565.00",Streets & Transportation,Alley Resurfacing Menu,N ST LOUIS AVE & W WILSON AVE&N DRAKE AVE & W LELAND AVE
2015,33,"$36,855.00",Streets & Transportation,Alley Resurfacing Menu,W EASTWOOD AVE & N FRANCISCO AVE&W WILSON AVE & N SACRAMENTO AVE
2015,33,"$48,532.00",Streets & Transportation,Alley Resurfacing Menu,N KEDZIE AVE & W ADDISON ST&N TROY ST & W WAVELAND AVE
2015,33,"$46,738.00",Streets & Transportation,Alley Resurfacing Menu,N SACRAMENTO AVE & W IRVING PARK RD&N WHIPPLE ST & W BELLE PLAINE AVE
2015,33,"$44,441.00",Streets & Transportation,Alley Resurfacing Menu,W FLETCHER ST & N FRANCISCO AVE&W BELMONT AVE & N CALIFORNIA AVE
2015,33,"$41,420.00",Streets & Transportation,Alley Resurfacing Menu,N SAWYER AVE & W ARGYLE ST&N KEDZIE AVE & W AINSLIE ST
2015,33,"$48,521.00",Streets & Transportation,Alley Resurfacing Menu,N ALBANY AVE & W CORNELIA AVE&N WHIPPLE ST & W ADDISON ST
2015,33,"$42,928.00",Streets & Transportation,Alley Resurfacing Menu,N FRANCISCO AVE & W BERTEAU AVE&N RICHMOND ST & W CULLOM AVE
2015,33,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu,N DRAKE AVE & W LELAND AVE&N CENTRAL PARK AVE & W WILSON AVE
2015,33,"$2,100.00",Streets & Transportation,Alley Speed Hump Menu,W MONTROSE AVE & N TROY ST&W CULLOM AVE & N ALBANY AVE
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,W CULLOM AVE & N RICHMOND ST&W BERTEAU AVE & N FRANCISCO AVE
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,N SAWYER AVE & W CARMEN AVE&N KEDZIE AVE & W ARGYLE ST
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,N SAWYER AVE & W ARGYLE ST&N KEDZIE AVE & W AINSLIE ST
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,W EASTWOOD AVE & N FRANCISCO AVE&W WILSON AVE & N SACRAMENTO AVE
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,N FRANCISCO AVE & W BELMONT AVE&N CALIFORNIA AVE & W FLETCHER ST
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,N TROY ST & W WAVELAND AVE&N KEDZIE AVE & W ADDISON ST
2015,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement,N SPAULDING AVE & W LELAND AVE&N KIMBALL AVE & W EASTWOOD AVE
2015,33,"$1,771.00",Streets & Transportation,Curb & Gutter Menu,ON N MOZART ST FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 N)
2015,33,"$10,404.00",Streets & Transportation,Curb & Gutter Menu,ON N ST LOUIS AVE FROM W LELAND AVE (4700 N) TO W WILSON AVE (4600 N)
2015,33,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N CALIFORNIA AVE & W WELLINGTON AVE
2015,33,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N FRANCISCO AVE & W MONTROSE AVE
2015,33,"$1,200.00",Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",W MONTROSE AVE & N ALBANY AVE
2015,33,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs",N KEDZIE AVE & W SUNNYSIDE AVE
2015,33,"$3,500.00",Streets & Transportation,Miscellaneous CDOT Projects,3419 W LAWRENCE AVE
2015,33,"$3,192.00",Streets & Transportation,Sidewalk Menu,ON S SAWYER AVE FROM W GRACE ST (3800 N) TO W WAVELAND AVE (3700 N)
2015,33,"$1,597.00",Streets & Transportation,Sidewalk Menu,4325 N FRANCISCO AVE
2015,33,"$17,706.00",Streets & Transportation,Sidewalk Menu,ON N KEDZIE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N)
2015,33,"$4,728.00",Streets & Transportation,Sidewalk Menu,ON N CALIFORNIA AVE FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N)
2015,33,"$7,966.00",Streets & Transportation,Sidewalk Menu,ON W WELLINGTON AVE FROM N ALBANY AVE (3100 W) TO N TROY ST (3130 W)
2015,33,"$42,962.00",Streets & Transportation,Street Resurfacing Menu,ON N MOZART ST FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N)
2015,33,"$42,846.00",Streets & Transportation,Street Resurfacing Menu,ON N ST LOUIS AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N)
2015,33,"$17,100.00",Streets & Transportation,Pedestrian Countdown Signal Menu,N SACRAMENTO AVE & W ADDISON ST
2015,33,"$1,200.00",Lighting,Street Light Upgrade Menu,2814 N CALIFORNIA AVE Install 3 Alley Lights
2015,33,"$78,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,Res LED ltg w/piggybacks. Current W.O # : 11553352 - In design
2015,33,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,Led Res Ltg w/piggy backs. Current W.O # : 11553351 - in Design N)
2015,33,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,led Res Ltg W/piggybacks. Current W.O # : 115553350 - in Design
2015,33,"$78,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,Res Led Ltg w/piggybacks. Current W.O # : 11553352 - in Design
2015,33,"$25,000.00",Parks & Recreation,Chicago Park District,2741 W MONTROSE AVE Horner Park - Dog Friendly Area
2015,33,"$10,000.00",Schools & Libraries,Chicago Public Schools,3221 N SACRAMENTO AVE Line Elementary School - security camera -
2015,33,"$15,000.00",Schools & Libraries,Chicago Public Schools,4220 N RICHMOND ST Bateman School - artificial turf -
2015,33,"$50,000.00","Plants, Gardens, & Sustainability",Miscellaneous Other Projects,"4900 N SAWYER AVE Hubbard, Edison & APMA campus Green Space Project"
2015,34,"$15,600.00",Streets & Transportation,Alley Resurfacing Menu,W 123RD ST & S LOWE AVE&W 124TH ST & S UNION AVE
2015,34,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu,S EMERALD AVE & W VERMONT ST&S UNION AVE & W 128TH PL
2015,34,$500.00,Streets & Transportation,Bollard Menu,ON S UNION AVE FROM 9800 S TO W 98TH PL (9832 S)
2015,34,"$45,014.00",Streets & Transportation,Curb & Gutter Menu,ON W 102ND PL FROM S ELIZABETH ST (1230 W) TO S VINCENNES AVE (1300 W)
2015,34,"$7,240.00",Streets & Transportation,Curb & Gutter Menu,ON S PEORIA ST FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S)
2015,34,"$6,424.00",Streets & Transportation,Curb & Gutter Menu,ON S ELIZABETH ST FROM W 113TH PL (11340 S) TO W 114TH PL (11430 S)
2015,34,"$41,060.00",Streets & Transportation,Curb & Gutter Menu,ON W 97TH ST FROM S HALSTED ST (800 W) TO S EMERALD AVE (730 W)
2015,34,"$150,000.00",Miscellaneous,Miscellaneous Other Projects,ON S PARNELL AVE FROM W 109TH ST (10900 S) TO W 111TH ST (11100 S) menu portion of DCEO project
2015,34,"$1,100.00",Streets & Transportation,Pavement Markings Menu,S UNION AVE & W 98TH PL
2015,34,"$40,644.00",Streets & Transportation,Sidewalk Menu,ON S HALSTED ST FROM W 124TH ST (12400 S) TO W 125TH ST (12500 S)
2015,34,"$40,809.00",Streets & Transportation,Sidewalk Menu,ON S SANGAMON ST FROM W 122ND ST (12200 S) TO W 123RD ST (12300 S)
2015,34,"$46,228.00",Streets & Transportation,Sidewalk Menu,ON W 115TH ST FROM S BISHOP ST (1440 W) TO S LAFLIN ST (1520 W)
2015,34,"$63,791.00",Streets & Transportation,Street Resurfacing Menu,ON W 99TH ST FROM S UNION AVE (700 W) TO S HALSTED ST (800 W)
2015,34,"$78,181.00",Streets & Transportation,Street Resurfacing Menu,ON S MAY ST FROM W 101ST ST (10100 S) TO W 102ND ST (10200 S)
2015,34,"$64,762.00",Streets & Transportation,Street Resurfacing Menu,ON W 121ST ST FROM S LAFLIN ST (1500 W) TO S ASHLAND AVE (1600 W)
2015,34,"$5,550.00",Streets & Transportation,Street Speed Hump Menu,ON S PEORIA ST FROM S SANGAMON ST (10740 S) TO W 109TH ST (10900 S)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W 103RD PL FROM S ABERDEEN ST (1100 W) TO S MORGAN ST (1000 W)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON S LAFLIN ST FROM W 122ND ST (12200 S) TO W 121ST ST (12100 S)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON S JUSTINE ST FROM W 122ND ST (12200 S) TO W 121ST ST (12100 S)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON S ADA ST FROM W 117TH ST (11700 S) TO W 116TH ST (11600 S)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON S BISHOP ST FROM W 117TH ST (11700 S) TO W 116TH ST (11600 S)
2015,34,$0.00,Streets & Transportation,Street Speed Hump Replacement,ON W 121ST ST FROM S JUSTINE ST (1530 W) TO S ASHLAND AVE (1600 W)
2015,34,"$12,000.00",Beautification,Street Light Pole Painting Menu,ON S HALSTED ST FROM W 127TH ST (12700 S) TO W 129TH PL (12940 S) W O # : 11533402
2015,34,"$4,000.00",Beautification,Street Light Pole Painting Menu,ON W 119TH ST FROM S HALE AVE (2100 W) TO S MARSHFIELD AVE (1630 W) Work stops at Wood St. not Marshfield.W O # : 11533400
2015,34,"$5,000.00",Lighting,Street Light Upgrade Menu,W 101ST PL & S ELIZABETH ST East of Elizabeth at Cul-De-SacW O # : 11533401
2015,34,"$16,000.00",Lighting,Street Light Upgrade Menu,ON S HALSTED ST FROM W 127TH ST (12700 S) TO W 129TH PL (12940 S) W O # : 11533402
2015,34,"$54,700.00",Lighting,Street Light Upgrade Piggy Back Menu,ON S HALSTED ST FROM W 127TH ST (12700 S) TO W 129TH PL (12940 S) W O # : 11533402
2015,34,"$39,150.00",Lighting,Street Light Upgrade Piggy Back Menu,ON S MARSHFIELD AVE FROM W 115TH ST (11500 S) TO W 119TH ST (11900 S) W O # : 11533400
2015,34,"$3,650.00",Beautification,Traffic Signal Pole Painting Menu,ON S HALSTED ST FROM W 127TH ST (12700 S) TO W 129TH PL (12940 S) W O # : 11533402
2015,34,"$171,600.00",Lighting,Street Light Residential Staggered Piggy Back Menu,LED Residential w/piggyback. Current W.O # : 11553451 - in
2015,34,"$156,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,LED Residential w /piggybacks. Current W.O # : 11553452 -
