,Clean Ward,Alderperson,Start Date,End Date,End Year for Fill,year,category,calls,num_projects,total_cost
1157,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Parks & Rec,16,0,0
1158,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2021,2021,Beautification,3725,0,0
1159,42,Brendan Reilly,2007,Present,2021,2021,Security Cameras,105,24,650983
1160,42,Brendan Reilly,2007,Present,2021,2021,Streets & Transportation,4221,12,311091
1161,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Streets & Transportation,2933,39,1338337
1162,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Security Cameras,100,0,0
1163,40,Andre Vasquez,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",504,1,50000
1164,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Parks & Rec,5,0,0
1165,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Lighting,96,3,1662
1166,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Bike Infrastructure,82,0,0
1167,40,Andre Vasquez,"May 20, 2019",present,2021,2021,Beautification,2243,1,110000
1168,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Streets & Transportation,2944,17,820517
1169,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Security Cameras,126,1,214482
1170,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",213,0,0
1171,50,Debra Silverstein,2011,present,2021,2021,Beautification,1466,0,0
1172,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Beautification,7415,0,0
1173,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Bike Infrastructure,5,0,0
1174,50,Debra Silverstein,2011,present,2021,2021,Bike Infrastructure,6,0,0
1175,50,Debra Silverstein,2011,present,2021,2021,Lighting,82,8,629700
1176,50,Debra Silverstein,2011,present,2021,2021,Parks & Rec,3,0,0
1177,50,Debra Silverstein,2011,present,2021,2021,"Plants, Gardens, & Sustainability",487,0,0
1178,50,Debra Silverstein,2011,present,2021,2021,Security Cameras,122,0,0
1179,50,Debra Silverstein,2011,present,2021,2021,Streets & Transportation,1869,35,870299
1180,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Parks & Rec,14,0,0
1181,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Lighting,108,2,465000
1182,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Bike Infrastructure,10,0,0
1183,4,Sophia King,"April 16, 2016",present,2021,2021,Streets & Transportation,3070,33,1168847
1184,42,Brendan Reilly,2007,Present,2021,2021,"Plants, Gardens, & Sustainability",65,0,0
1185,42,Brendan Reilly,2007,Present,2021,2021,Parks & Recreation,0,1,45000
1186,42,Brendan Reilly,2007,Present,2021,2021,Parks & Rec,3,0,0
1187,42,Brendan Reilly,2007,Present,2021,2021,Lighting,48,3,480000
1188,13,Marty Quinn,May 2011,present,2021,2021,Streets & Transportation,3616,139,1290658
1189,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Streets & Transportation,4495,33,1499999
1190,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Security Cameras,41,0,0
1191,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",1024,0,0
1192,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Parks & Rec,7,0,0
1193,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Lighting,167,0,0
1194,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
1195,41,Anthony Napolitano,"May 18, 2015",present,2021,2021,Beautification,1328,0,0
1196,13,Marty Quinn,May 2011,present,2021,2021,Security Cameras,48,0,0
1197,13,Marty Quinn,May 2011,present,2021,2021,"Plants, Gardens, & Sustainability",452,0,0
1198,13,Marty Quinn,May 2011,present,2021,2021,Parks & Recreation,0,2,200000
1199,13,Marty Quinn,May 2011,present,2021,2021,Parks & Rec,1,0,0
1200,4,Sophia King,"April 16, 2016",present,2021,2021,Security Cameras,111,2,214012
1201,13,Marty Quinn,May 2011,present,2021,2021,Lighting,517,16,9341
1202,13,Marty Quinn,May 2011,present,2021,2021,Beautification,1881,0,0
1203,2,Brian K. Hopkins,May 2015,present,2021,2021,Beautification,2750,0,0
1204,26,Roberto Maldonado,2009,present,2021,2021,Beautification,3699,0,0
1205,26,Roberto Maldonado,2009,present,2021,2021,Bike Infrastructure,9,0,0
1206,26,Roberto Maldonado,2009,present,2021,2021,Lighting,83,2,5500
1207,26,Roberto Maldonado,2009,present,2021,2021,Parks & Rec,20,0,0
1208,26,Roberto Maldonado,2009,present,2021,2021,"Plants, Gardens, & Sustainability",359,0,0
1209,26,Roberto Maldonado,2009,present,2021,2021,Security Cameras,217,1,1800
1210,26,Roberto Maldonado,2009,present,2021,2021,Streets & Transportation,2476,62,1492699
1211,2,Brian K. Hopkins,May 2015,present,2021,2021,Bike Infrastructure,27,0,0
1212,42,Brendan Reilly,2007,Present,2021,2021,Beautification,4055,1,12925
1213,42,Brendan Reilly,2007,Present,2021,2021,Bike Infrastructure,109,0,0
1214,13,Marty Quinn,May 2011,present,2021,2021,Bike Infrastructure,4,0,0
1215,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2021,2021,Bike Infrastructure,13,0,0
1216,4,Sophia King,"April 16, 2016",present,2021,2021,"Plants, Gardens, & Sustainability",166,0,0
1217,4,Sophia King,"April 16, 2016",present,2021,2021,Parks & Rec,17,0,0
1218,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Parks & Rec,13,0,0
1219,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Lighting,137,2,500
1220,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Bike Infrastructure,79,0,0
1221,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Beautification,2532,6,184600
1222,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Streets & Transportation,3618,33,912885
1223,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Security Cameras,243,2,34330
1224,1,Daniel La Spata,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",386,0,0
1225,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Parks & Recreation,0,1,324440
1226,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Miscellaneous,0,1,50000
1227,28,Jason Ervin,"January 13, 2011",present,2021,2021,Parks & Rec,37,0,0
1228,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Lighting,91,3,153344
1229,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Bike Infrastructure,54,2,75000
1230,1,Daniel La Spata,"May 20, 2019",present,2021,2021,Beautification,7197,0,0
1231,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Parks & Rec,1,0,0
1232,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,"Plants, Gardens, & Sustainability",326,0,0
1233,27,Walter Burnett Jr.,May 1995,present,2021,2021,Beautification,6987,1,103481
1234,27,Walter Burnett Jr.,May 1995,present,2021,2021,Bike Infrastructure,730,0,0
1235,27,Walter Burnett Jr.,May 1995,present,2021,2021,Lighting,175,0,0
1236,27,Walter Burnett Jr.,May 1995,present,2021,2021,Parks & Rec,29,0,0
1237,27,Walter Burnett Jr.,May 1995,present,2021,2021,"Plants, Gardens, & Sustainability",319,0,0
1238,27,Walter Burnett Jr.,May 1995,present,2021,2021,Security Cameras,487,11,261947
1239,27,Walter Burnett Jr.,May 1995,present,2021,2021,Streets & Transportation,5413,32,1134571
1240,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Security Cameras,81,5,318384
1241,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Streets & Transportation,2523,24,966039
1242,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Streets & Transportation,2979,53,1425457
1243,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Parks & Recreation,0,3,170000
1244,39,Samantha Nugent,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",803,0,0
1245,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Security Cameras,136,2,109875
1246,39,Samantha Nugent,"May 20, 2019",present,2021,2021,Streets & Transportation,4249,39,1035024
1247,4,Sophia King,"April 16, 2016",present,2021,2021,Lighting,115,1,1000
1248,4,Sophia King,"April 16, 2016",present,2021,2021,Bike Infrastructure,38,0,0
1249,4,Sophia King,"April 16, 2016",present,2021,2021,Beautification,1869,1,35000
1250,5,Leslie Hairston,May 1999,"May 15, 2023",2021,2021,Beautification,942,0,0
1251,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Streets & Transportation,3307,25,1332074
1252,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Security Cameras,308,0,0
1253,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",206,0,0
1254,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Parks & Rec,15,0,0
1255,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Lighting,163,1,167925
1256,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Lighting,189,0,0
1257,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Parks & Rec,2,0,0
1258,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,"Plants, Gardens, & Sustainability",327,0,0
1259,4,Sophia King,"April 16, 2016",present,2021,2021,Parks & Recreation,0,2,81140
1260,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Security Cameras,118,1,24776
1261,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Bike Infrastructure,7,0,0
1262,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Beautification,4231,0,0
1263,25,Byron Sigcho-Lopez,2019,present,2021,2021,Streets & Transportation,5049,41,734285
1264,25,Byron Sigcho-Lopez,2019,present,2021,2021,Security Cameras,175,5,126514
1265,25,Byron Sigcho-Lopez,2019,present,2021,2021,"Plants, Gardens, & Sustainability",172,0,0
1266,25,Byron Sigcho-Lopez,2019,present,2021,2021,Parks & Rec,13,0,0
1267,25,Byron Sigcho-Lopez,2019,present,2021,2021,Lighting,127,3,639200
1268,25,Byron Sigcho-Lopez,2019,present,2021,2021,Bike Infrastructure,33,0,0
1269,25,Byron Sigcho-Lopez,2019,present,2021,2021,Beautification,6348,0,0
1270,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Beautification,2058,1,40576
1271,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Bike Infrastructure,33,0,0
1272,43,Michele Smith,"May 16, 2011","August 12, 2022",2021,2021,Lighting,45,2,125000
1273,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Streets & Transportation,3265,54,1475223
1274,28,Jason Ervin,"January 13, 2011",present,2021,2021,"Plants, Gardens, & Sustainability",332,0,0
1275,45,Jim Gardiner,"May 20, 2019",present,2021,2021,Security Cameras,119,1,127967
1276,28,Jason Ervin,"January 13, 2011",present,2021,2021,Streets & Transportation,4502,15,426258
1277,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",445,0,0
1278,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Lighting,78,6,409900
1279,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Parks & Rec,3,0,0
1280,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,"Plants, Gardens, & Sustainability",390,0,0
1281,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Security Cameras,202,1,10971
1282,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Streets & Transportation,4575,75,1453028
1283,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Security Cameras,139,2,110075
1284,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Streets & Transportation,2468,67,1114999
1285,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Security Cameras,166,0,0
1286,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Parks & Rec,5,0,0
1287,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",422,0,0
1288,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Streets & Transportation,3041,47,980024
1289,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Parks & Rec,15,0,0
1290,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Lighting,133,15,44000
1291,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Bike Infrastructure,59,3,191000
1292,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Beautification,4802,0,0
1293,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Lighting,160,8,3659
1294,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Parks & Rec,8,0,0
1295,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Parks & Recreation,0,1,60000
1296,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",511,0,0
1297,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Parks & Recreation,0,5,150000
1298,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Lighting,371,1,1000
1299,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Bike Infrastructure,6,0,0
1300,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Parks & Rec,25,0,0
1301,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Bike Infrastructure,21,0,0
1302,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Lighting,51,2,165500
1303,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Parks & Rec,6,0,0
1304,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Parks & Recreation,0,1,50000
1305,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",119,0,0
1306,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Security Cameras,182,1,74328
1307,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Streets & Transportation,1676,38,1006299
1308,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Streets & Transportation,3615,51,1162032
1309,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Security Cameras,271,3,203677
1310,3,Pat Dowell,"April 27, 2007",Present,2021,2021,"Plants, Gardens, & Sustainability",223,0,0
1311,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Parks & Rec,28,0,0
1312,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Bike Infrastructure,22,0,0
1313,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Bike Infrastructure,26,0,0
1314,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Beautification,2976,3,7700
1315,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Security Cameras,78,3,107241
1316,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Beautification,3700,1,35000
1317,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Beautification,2538,0,0
1318,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Bike Infrastructure,13,0,0
1319,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Beautification,2812,1,1000
1320,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Bike Infrastructure,3,0,0
1321,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Lighting,365,7,330204
1322,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Security Cameras,251,1,35747
1323,46,James Cappleman,"May 16, 2011","May 15, 2023",2021,2021,Beautification,1705,5,203872
1324,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Streets & Transportation,2755,77,1381445
1325,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,"Plants, Gardens, & Sustainability",602,0,0
1326,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Parks & Rec,1,0,0
1327,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Lighting,219,0,0
1328,9,Anthony Beale,May 1999,present,2021,2021,Beautification,3668,0,0
1329,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Beautification,3638,2,4000
1330,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Bike Infrastructure,141,0,0
1331,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Beautification,5107,0,0
1332,47,Matt Martin,"May 20, 2019",Present,2021,2021,Beautification,4423,1,300
1333,47,Matt Martin,"May 20, 2019",Present,2021,2021,Bike Infrastructure,15,2,186500
1334,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Streets & Transportation,4778,55,1240549
1335,32,Scott Waguespack,"May 20, 2007",present,2021,2021,"Plants, Gardens, & Sustainability",563,0,0
1336,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Security Cameras,365,0,0
1337,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Parks & Rec,21,0,0
1338,17,David H. Moore,"May 18, 2015",present,2021,2021,Security Cameras,353,0,0
1339,17,David H. Moore,"May 18, 2015",present,2021,2021,Streets & Transportation,3306,40,1219499
1340,47,Matt Martin,"May 20, 2019",Present,2021,2021,Lighting,118,4,3000
1341,47,Matt Martin,"May 20, 2019",Present,2021,2021,Miscellaneous,0,1,150000
1342,47,Matt Martin,"May 20, 2019",Present,2021,2021,Parks & Rec,6,0,0
1343,47,Matt Martin,"May 20, 2019",Present,2021,2021,"Plants, Gardens, & Sustainability",616,1,40000
1344,47,Matt Martin,"May 20, 2019",Present,2021,2021,Security Cameras,159,0,0
1345,47,Matt Martin,"May 20, 2019",Present,2021,2021,Streets & Transportation,3126,67,1120199
1346,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",567,0,0
1347,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Security Cameras,248,4,98904
1348,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Streets & Transportation,3303,53,1401095
1349,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Beautification,8328,0,0
1350,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Security Cameras,354,3,156793
1351,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Streets & Transportation,4123,47,1009202
1352,9,Anthony Beale,May 1999,present,2021,2021,Streets & Transportation,4382,33,1499999
1353,9,Anthony Beale,May 1999,present,2021,2021,Security Cameras,393,0,0
1354,9,Anthony Beale,May 1999,present,2021,2021,"Plants, Gardens, & Sustainability",530,0,0
1355,9,Anthony Beale,May 1999,present,2021,2021,Parks & Rec,27,0,0
1356,9,Anthony Beale,May 1999,present,2021,2021,Lighting,399,0,0
1357,17,David H. Moore,"May 18, 2015",present,2021,2021,Beautification,3288,0,0
1358,17,David H. Moore,"May 18, 2015",present,2021,2021,Bike Infrastructure,2,0,0
1359,17,David H. Moore,"May 18, 2015",present,2021,2021,Lighting,309,2,280500
1360,17,David H. Moore,"May 18, 2015",present,2021,2021,Parks & Rec,10,0,0
1361,17,David H. Moore,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",379,0,0
1362,9,Anthony Beale,May 1999,present,2021,2021,Bike Infrastructure,5,0,0
1363,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Streets & Transportation,3479,40,996957
1364,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Security Cameras,220,4,261200
1365,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,"Plants, Gardens, & Sustainability",372,0,0
1366,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Parks & Recreation,0,1,172829
1367,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,"Plants, Gardens, & Sustainability",291,0,0
1368,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Parks & Rec,21,0,0
1369,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Lighting,104,5,5700
1370,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Bike Infrastructure,1,0,0
1371,28,Jason Ervin,"January 13, 2011",present,2021,2021,Security Cameras,659,2,5300
1372,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Security Cameras,712,4,341528
1373,3,Pat Dowell,"April 27, 2007",Present,2021,2021,Lighting,153,8,126590
1374,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Streets & Transportation,3311,63,1155604
1375,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Security Cameras,135,5,103538
1376,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Schools & Libraries,0,1,75000
1377,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",447,0,0
1378,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Parks & Recreation,0,1,205000
1379,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Parks & Rec,10,0,0
1380,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Lighting,157,5,4350
1381,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Bike Infrastructure,14,0,0
1382,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Beautification,3600,0,0
1383,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Beautification,5474,0,0
1384,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Lighting,237,1,190000
1385,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Parks & Rec,45,0,0
1386,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",379,0,0
1387,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Security Cameras,440,0,0
1388,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Streets & Transportation,2641,49,1152771
1389,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Streets & Transportation,2769,32,1309999
1390,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Parks & Rec,2,0,0
1391,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Lighting,378,1,500
1392,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
1393,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Beautification,2937,0,0
1394,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,Parks & Rec,3,0,0
1395,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",271,1,50000
1396,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Streets & Transportation,2880,74,1112111
1397,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Beautification,4045,4,132404
1398,18,Derrick Curtis,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",500,0,0
1399,12,George Cardenas,2003,2022,2021,2021,Bike Infrastructure,6,0,0
1400,49,Maria Hadden,"May 20, 2019",present,2021,2021,Parks & Recreation,0,5,302826
1401,49,Maria Hadden,"May 20, 2019",present,2021,2021,Parks & Rec,1,0,0
1402,49,Maria Hadden,"May 20, 2019",present,2021,2021,Lighting,93,1,300000
1403,49,Maria Hadden,"May 20, 2019",present,2021,2021,Bike Infrastructure,8,0,0
1404,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Beautification,2686,0,0
1405,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
1406,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Lighting,164,10,355000
1407,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Parks & Rec,21,0,0
1408,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",434,0,0
1409,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Security Cameras,304,0,0
1410,7,Gregory Mitchell,"May 18, 2015",present,2021,2021,Streets & Transportation,3139,50,1144999
1411,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,Bike Infrastructure,40,0,0
1412,49,Maria Hadden,"May 20, 2019",present,2021,2021,Beautification,1583,0,0
1413,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,Lighting,54,3,368900
1414,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Streets & Transportation,4965,60,1499499
1415,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Security Cameras,163,0,0
1416,12,George Cardenas,2003,2022,2021,2021,Streets & Transportation,2927,73,1423655
1417,12,George Cardenas,2003,2022,2021,2021,Security Cameras,183,3,71494
1418,12,George Cardenas,2003,2022,2021,2021,"Plants, Gardens, & Sustainability",560,0,0
1419,12,George Cardenas,2003,2022,2021,2021,Parks & Rec,7,0,0
1420,12,George Cardenas,2003,2022,2021,2021,Lighting,116,3,4850
1421,12,George Cardenas,2003,2022,2021,2021,Beautification,7092,0,0
1422,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Bike Infrastructure,6,0,0
1423,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Lighting,351,5,255450
1424,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,Streets & Transportation,1949,41,745255
1425,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",464,0,0
1426,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Security Cameras,138,0,0
1427,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Streets & Transportation,2807,42,1240049
1428,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Beautification,4133,2,56513
1429,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Bike Infrastructure,17,0,0
1430,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Lighting,159,13,12500
1431,23,Silvana Tabares,"June 28, 2018",present,2021,2021,"Plants, Gardens, & Sustainability",482,0,0
1432,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Schools & Libraries,0,2,4750
1433,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Parks & Rec,9,0,0
1434,48,Harry Osterman,"May 16, 2011","May 15, 2023",2021,2021,Security Cameras,103,7,335844
1435,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Security Cameras,613,0,0
1436,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,"Plants, Gardens, & Sustainability",825,0,0
1437,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Parks & Rec,21,0,0
1438,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Lighting,427,0,0
1439,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Bike Infrastructure,21,0,0
1440,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Beautification,6212,2,15400
1441,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Beautification,2262,2,19147
1442,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
1443,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Streets & Transportation,5221,47,1484599
1444,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Parks & Recreation,0,1,100000
1445,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Parks & Rec,11,0,0
1446,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Bike Infrastructure,3,0,0
1447,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Lighting,308,0,0
1448,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Parks & Rec,3,0,0
