,Clean Ward,Alderperson,Start Date,End Date,End Year for Fill,year,category,calls,num_projects,total_cost
0,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Lighting,38,0,0
1,3,Pat Dowell,"April 27, 2007",Present,2018,2018,Lighting,19,2,48900
2,43,Michele Smith,"May 16, 2011","August 12, 2022",2018,2018,Beautification,0,7,93400
3,43,Michele Smith,"May 16, 2011","August 12, 2022",2018,2018,Lighting,34,1,500
4,43,Michele Smith,"May 16, 2011","August 12, 2022",2018,2018,Parks & Recreation,0,3,39000
5,43,Michele Smith,"May 16, 2011","August 12, 2022",2018,2018,"Plants, Gardens, & Sustainability",86,0,0
6,43,Michele Smith,"May 16, 2011","August 12, 2022",2018,2018,Streets & Transportation,128,56,1187099
7,3,Pat Dowell,"April 27, 2007",Present,2018,2018,"Plants, Gardens, & Sustainability",80,0,0
8,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Streets & Transportation,118,56,1243799
9,13,Marty Quinn,May 2011,present,2018,2018,Streets & Transportation,256,131,1015699
10,13,Marty Quinn,May 2011,present,2018,2018,Security Cameras,0,1,1800
11,13,Marty Quinn,May 2011,present,2018,2018,"Plants, Gardens, & Sustainability",110,0,0
12,13,Marty Quinn,May 2011,present,2018,2018,Parks & Recreation,0,2,135000
13,13,Marty Quinn,May 2011,present,2018,2018,Lighting,76,2,167500
14,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Parks & Recreation,0,1,55700
15,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",163,0,0
16,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Lighting,38,1,500
17,19,Matthew O'Shea,2011,present,2018,2018,Streets & Transportation,126,28,1269999
18,19,Matthew O'Shea,2011,present,2018,2018,Parks & Recreation,0,1,50000
19,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Lighting,46,0,0
20,41,Anthony Napolitano,"May 18, 2015",present,2018,2018,Lighting,87,2,1500
21,41,Anthony Napolitano,"May 18, 2015",present,2018,2018,Parks & Recreation,0,3,252000
22,41,Anthony Napolitano,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",286,0,0
23,41,Anthony Napolitano,"May 18, 2015",present,2018,2018,Streets & Transportation,233,40,1066499
24,3,Pat Dowell,"April 27, 2007",Present,2018,2018,Streets & Transportation,79,44,1244088
25,19,Matthew O'Shea,2011,present,2018,2018,"Plants, Gardens, & Sustainability",416,0,0
26,3,Pat Dowell,"April 27, 2007",Present,2018,2018,Security Cameras,0,1,27011
27,42,Brendan Reilly,2007,Present,2018,2018,Beautification,0,2,63290
28,42,Brendan Reilly,2007,Present,2018,2018,Lighting,6,2,85069
29,42,Brendan Reilly,2007,Present,2018,2018,Parks & Recreation,0,2,128044
30,42,Brendan Reilly,2007,Present,2018,2018,"Plants, Gardens, & Sustainability",16,0,0
31,42,Brendan Reilly,2007,Present,2018,2018,Security Cameras,0,4,162066
32,42,Brendan Reilly,2007,Present,2018,2018,Streets & Transportation,202,23,881530
33,19,Matthew O'Shea,2011,present,2018,2018,Lighting,54,0,0
34,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,Lighting,33,0,0
35,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Beautification,1,1,20000
36,44,Tom Tunney,"January 16, 2003","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",91,1,7500
37,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,Streets & Transportation,62,29,920942
38,2,Brian K. Hopkins,May 2015,present,2018,2018,"Plants, Gardens, & Sustainability",72,0,0
39,2,Brian K. Hopkins,May 2015,present,2018,2018,Security Cameras,0,3,81033
40,2,Brian K. Hopkins,May 2015,present,2018,2018,Streets & Transportation,115,30,1235566
41,27,Walter Burnett Jr.,May 1995,present,2018,2018,Streets & Transportation,171,21,478429
42,27,Walter Burnett Jr.,May 1995,present,2018,2018,Security Cameras,0,3,81033
43,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,Schools & Libraries,0,1,9057
44,27,Walter Burnett Jr.,May 1995,present,2018,2018,"Plants, Gardens, & Sustainability",234,0,0
45,12,George Cardenas,2003,2022,2018,2018,Streets & Transportation,170,93,1135441
46,12,George Cardenas,2003,2022,2018,2018,"Plants, Gardens, & Sustainability",147,0,0
47,12,George Cardenas,2003,2022,2018,2018,Lighting,57,6,18122
48,12,George Cardenas,2003,2022,2018,2018,Beautification,0,11,166436
49,27,Walter Burnett Jr.,May 1995,present,2018,2018,Lighting,48,3,703000
50,27,Walter Burnett Jr.,May 1995,present,2018,2018,Beautification,1,1,510
51,27,Walter Burnett Jr.,May 1995,present,2018,2018,Miscellaneous,0,2,3270
52,44,Tom Tunney,"January 16, 2003","May 15, 2023",2018,2018,Lighting,60,5,67000
53,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",49,0,0
54,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,Lighting,18,2,335000
55,44,Tom Tunney,"January 16, 2003","May 15, 2023",2018,2018,Schools & Libraries,0,1,60000
56,44,Tom Tunney,"January 16, 2003","May 15, 2023",2018,2018,Streets & Transportation,94,29,1185499
57,28,Jason Ervin,"January 13, 2011",present,2018,2018,Streets & Transportation,163,45,972194
58,28,Jason Ervin,"January 13, 2011",present,2018,2018,Security Cameras,0,5,16200
59,28,Jason Ervin,"January 13, 2011",present,2018,2018,"Plants, Gardens, & Sustainability",246,0,0
60,28,Jason Ervin,"January 13, 2011",present,2018,2018,Beautification,1,0,0
61,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,Parks & Recreation,0,1,25000
62,45,John Arena,May 2011,May 2019,2018,2018,Beautification,1,2,20909
63,45,John Arena,May 2011,May 2019,2018,2018,Parks & Recreation,0,1,15000
64,45,John Arena,May 2011,May 2019,2018,2018,"Plants, Gardens, & Sustainability",267,0,0
65,45,John Arena,May 2011,May 2019,2018,2018,Streets & Transportation,201,82,1267168
66,2,Brian K. Hopkins,May 2015,present,2018,2018,Lighting,47,1,2700
67,2,Brian K. Hopkins,May 2015,present,2018,2018,Miscellaneous,0,2,700
68,46,James Cappleman,"May 16, 2011","May 15, 2023",2018,2018,Bike Infrastructure,0,1,30000
69,45,John Arena,May 2011,May 2019,2018,2018,Lighting,72,1,500
70,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,"Plants, Gardens, & Sustainability",136,0,0
71,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,Streets & Transportation,168,53,1319999
72,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Parks & Recreation,0,1,45000
73,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Lighting,69,0,0
74,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",131,0,0
75,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Schools & Libraries,0,1,55000
76,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Security Cameras,0,1,13505
77,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Streets & Transportation,259,67,1251494
78,16,Toni Foulkes,2015,2019,2018,2018,Streets & Transportation,153,26,767990
79,17,David H. Moore,"May 18, 2015",present,2018,2018,Streets & Transportation,170,45,1172488
80,16,Toni Foulkes,2015,2019,2018,2018,"Plants, Gardens, & Sustainability",331,0,0
81,37,Emma Mitts,"January 7, 2000",present,2018,2018,Lighting,37,0,0
82,37,Emma Mitts,"January 7, 2000",present,2018,2018,"Plants, Gardens, & Sustainability",287,0,0
83,37,Emma Mitts,"January 7, 2000",present,2018,2018,Streets & Transportation,104,57,1319999
84,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,Streets & Transportation,149,55,939999
85,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",169,0,0
86,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,Lighting,71,2,380000
87,16,Toni Foulkes,2015,2019,2018,2018,Lighting,53,4,552000
88,38,Nicholas Sposato,2013,present,2018,2018,Lighting,74,0,0
89,36,Nicholas Sposato,"May 18, 2015",present,2018,2018,Streets & Transportation,259,67,1251494
90,36,Nicholas Sposato,"May 18, 2015",present,2018,2018,Schools & Libraries,0,1,55000
91,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Streets & Transportation,194,34,1135199
92,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Lighting,55,1,121000
93,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",82,0,0
94,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Security Cameras,0,1,27011
95,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Streets & Transportation,137,50,1171988
96,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,"Plants, Gardens, & Sustainability",290,0,0
97,36,Nicholas Sposato,"May 18, 2015",present,2018,2018,Security Cameras,0,1,13505
98,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Lighting,146,2,42000
99,17,David H. Moore,"May 18, 2015",present,2018,2018,Beautification,0,3,120000
100,17,David H. Moore,"May 18, 2015",present,2018,2018,Lighting,73,1,500
101,17,David H. Moore,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",292,0,0
102,17,David H. Moore,"May 18, 2015",present,2018,2018,Security Cameras,0,1,27011
103,36,Nicholas Sposato,"May 18, 2015",present,2018,2018,Lighting,69,0,0
104,36,Nicholas Sposato,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",131,0,0
105,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Beautification,0,2,142800
106,38,Nicholas Sposato,2013,present,2018,2018,"Plants, Gardens, & Sustainability",323,0,0
107,38,Nicholas Sposato,2013,present,2018,2018,Streets & Transportation,290,38,1319999
108,32,Scott Waguespack,"May 20, 2007",present,2018,2018,Streets & Transportation,178,54,1231999
109,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",92,0,0
110,4,Sophia King,"April 16, 2016",present,2018,2018,Beautification,0,1,23069
111,4,Sophia King,"April 16, 2016",present,2018,2018,Lighting,22,0,0
112,4,Sophia King,"April 16, 2016",present,2018,2018,"Plants, Gardens, & Sustainability",33,0,0
113,4,Sophia King,"April 16, 2016",present,2018,2018,Security Cameras,0,4,135055
114,4,Sophia King,"April 16, 2016",present,2018,2018,Streets & Transportation,139,28,1161874
115,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Security Cameras,0,1,13505
116,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Lighting,37,0,0
117,40,Patrick J. O'Connor,May 1983,May 2019,2018,2018,Lighting,1,2,173000
118,40,Patrick J. O'Connor,May 1983,May 2019,2018,2018,"Plants, Gardens, & Sustainability",193,0,0
119,40,Patrick J. O'Connor,May 1983,May 2019,2018,2018,Streets & Transportation,67,50,1131774
120,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Streets & Transportation,170,78,1247988
121,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Security Cameras,0,1,27011
122,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",99,0,0
123,40,Patrick J. O'Connor,May 1983,May 2019,2018,2018,Beautification,0,1,15225
124,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Streets & Transportation,166,31,1306494
125,18,Derrick Curtis,"May 18, 2015",present,2018,2018,Streets & Transportation,222,34,1086999
126,15,Toni Foulkes,2015,2019,2018,2018,Lighting,33,8,640058
127,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Beautification,1,3,89200
128,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Lighting,75,1,27500
129,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Parks & Recreation,0,1,10000
130,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",357,1,10000
131,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Streets & Transportation,218,35,1183299
132,32,Scott Waguespack,"May 20, 2007",present,2018,2018,"Plants, Gardens, & Sustainability",238,0,0
133,32,Scott Waguespack,"May 20, 2007",present,2018,2018,Lighting,75,1,88000
134,15,Raymond Lopez,"May 18, 2015",present,2018,2018,Streets & Transportation,93,35,679941
135,15,Raymond Lopez,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",90,0,0
136,15,Raymond Lopez,"May 18, 2015",present,2018,2018,Lighting,33,8,640058
137,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",123,0,0
138,18,Derrick Curtis,"May 18, 2015",present,2018,2018,Lighting,59,1,233000
139,18,Derrick Curtis,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",156,0,0
140,15,Toni Foulkes,2015,2019,2018,2018,Streets & Transportation,93,35,679941
141,15,Toni Foulkes,2015,2019,2018,2018,"Plants, Gardens, & Sustainability",90,0,0
142,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Bike Infrastructure,0,1,23000
143,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Lighting,69,1,2500
144,28,Jason Ervin,"January 13, 2011",present,2018,2018,Lighting,40,3,331605
145,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",159,1,2950
146,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Security Cameras,0,1,27011
147,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Streets & Transportation,175,81,1129988
148,50,Debra Silverstein,2011,present,2018,2018,Streets & Transportation,102,22,809499
149,50,Debra Silverstein,2011,present,2018,2018,"Plants, Gardens, & Sustainability",160,0,0
150,50,Debra Silverstein,2011,present,2018,2018,Lighting,25,3,506500
151,50,Debra Silverstein,2011,present,2018,2018,Beautification,0,1,4000
152,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Lighting,53,3,100983
153,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Lighting,108,1,7200
154,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Parks & Recreation,0,1,160000
155,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Parks & Recreation,0,1,26100
156,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Streets & Transportation,110,44,1122799
157,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Parks & Recreation,0,2,75000
158,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,"Plants, Gardens, & Sustainability",117,0,0
159,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Security Cameras,0,4,160037
160,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2018,2018,Lighting,54,1,200000
161,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Streets & Transportation,154,36,983979
162,5,Leslie Hairston,May 1999,"May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",110,0,0
163,5,Leslie Hairston,May 1999,"May 15, 2023",2018,2018,Miscellaneous,0,1,2100
164,5,Leslie Hairston,May 1999,"May 15, 2023",2018,2018,Lighting,16,2,166500
165,20,Willie Cochran,2007,2019,2018,2018,Streets & Transportation,157,23,1142199
166,20,Willie Cochran,2007,2019,2018,2018,Security Cameras,0,1,1800
167,20,Willie Cochran,2007,2019,2018,2018,"Plants, Gardens, & Sustainability",314,0,0
168,20,Willie Cochran,2007,2019,2018,2018,Lighting,23,1,176000
169,20,Willie Cochran,2007,2019,2018,2018,Beautification,1,0,0
170,25,Daniel Solis,1996,2019,2018,2018,Beautification,0,1,34385
171,25,Daniel Solis,1996,2019,2018,2018,Bike Infrastructure,0,1,25000
172,25,Daniel Solis,1996,2019,2018,2018,Lighting,57,1,230000
173,25,Daniel Solis,1996,2019,2018,2018,"Plants, Gardens, & Sustainability",73,0,0
174,25,Daniel Solis,1996,2019,2018,2018,Security Cameras,0,3,81033
175,25,Daniel Solis,1996,2019,2018,2018,Streets & Transportation,204,32,949581
176,5,Leslie Hairston,May 1999,"May 15, 2023",2018,2018,Streets & Transportation,108,36,1151399
177,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",215,0,0
178,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2018,2018,Security Cameras,0,1,54022
179,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2018,2018,Streets & Transportation,129,27,1065977
180,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Schools & Libraries,0,1,140000
181,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Streets & Transportation,105,52,1179999
182,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Streets & Transportation,208,54,1319999
183,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Security Cameras,1,0,0
184,9,Anthony Beale,May 1999,present,2018,2018,Streets & Transportation,134,33,1319999
185,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Beautification,1,0,0
186,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Lighting,68,0,0
187,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Parks & Recreation,0,1,150000
188,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",122,0,0
189,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Schools & Libraries,0,2,470100
190,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Security Cameras,0,1,1800
191,1,Proco Joe Moreno,"March 26, 2010","May 20, 2019",2018,2018,Streets & Transportation,136,46,698099
192,9,Anthony Beale,May 1999,present,2018,2018,"Plants, Gardens, & Sustainability",132,0,0
193,9,Anthony Beale,May 1999,present,2018,2018,Lighting,124,0,0
194,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",166,0,0
195,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Lighting,94,0,0
196,8,Michelle A. Harris,"December 13, 2006",present,2018,2018,Streets & Transportation,119,23,680498
197,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Schools & Libraries,0,1,161000
198,23,Silvana Tabares,"June 28, 2018",present,2018,2018,"Plants, Gardens, & Sustainability",204,0,0
199,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Lighting,70,1,2000
200,23,Michael R. Zalewski,May 1995,"May 31, 2018",2018,2018,Streets & Transportation,175,81,1129988
201,23,Michael R. Zalewski,May 1995,"May 31, 2018",2018,2018,Security Cameras,0,1,27011
202,23,Michael R. Zalewski,May 1995,"May 31, 2018",2018,2018,Schools & Libraries,0,1,161000
203,49,Joe Moore,1991,"May 20, 2019",2018,2018,Streets & Transportation,45,60,1049975
204,23,Michael R. Zalewski,May 1995,"May 31, 2018",2018,2018,"Plants, Gardens, & Sustainability",204,0,0
205,7,Gregory Mitchell,"May 18, 2015",present,2018,2018,Lighting,59,0,0
206,7,Gregory Mitchell,"May 18, 2015",present,2018,2018,Miscellaneous,0,1,1200
207,7,Gregory Mitchell,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",191,0,0
208,7,Gregory Mitchell,"May 18, 2015",present,2018,2018,Streets & Transportation,46,41,1318799
209,8,Michelle A. Harris,"December 13, 2006",present,2018,2018,Lighting,72,7,639500
210,8,Michelle A. Harris,"December 13, 2006",present,2018,2018,"Plants, Gardens, & Sustainability",260,0,0
211,23,Michael R. Zalewski,May 1995,"May 31, 2018",2018,2018,Lighting,70,1,2000
212,49,Joe Moore,1991,"May 20, 2019",2018,2018,Security Cameras,0,1,3000
213,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",174,1,30000
214,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Schools & Libraries,0,4,76000
215,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Security Cameras,0,2,27038
216,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Beautification,0,2,25225
217,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Bike Infrastructure,0,4,100000
218,49,Joe Moore,1991,"May 20, 2019",2018,2018,Bike Infrastructure,0,1,50000
219,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Streets & Transportation,144,40,708150
220,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Lighting,32,3,16200
221,26,Roberto Maldonado,2009,present,2018,2018,"Plants, Gardens, & Sustainability",202,0,0
222,26,Roberto Maldonado,2009,present,2018,2018,Streets & Transportation,147,40,1049999
223,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Security Cameras,0,1,108044
224,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,"Plants, Gardens, & Sustainability",142,0,0
225,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Lighting,33,2,203066
226,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Beautification,0,9,300739
227,26,Roberto Maldonado,2009,present,2018,2018,Lighting,58,2,270000
228,49,Joe Moore,1991,"May 20, 2019",2018,2018,Schools & Libraries,0,1,19476
229,49,Joe Moore,1991,"May 20, 2019",2018,2018,Lighting,48,4,52210
230,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Streets & Transportation,141,55,1077649
231,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Schools & Libraries,0,2,160789
232,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",240,1,50000
233,47,Ameya Pawar,"May 16, 2011","May 20, 2019",2018,2018,Security Cameras,0,1,27011
234,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Parks & Recreation,0,2,121000
235,49,Joe Moore,1991,"May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",166,0,0
236,48,Harry Osterman,"May 16, 2011","May 15, 2023",2018,2018,Streets & Transportation,88,57,904536
237,49,Joe Moore,1991,"May 20, 2019",2018,2018,Parks & Recreation,0,2,140000
238,49,Joe Moore,1991,"May 20, 2019",2018,2018,Miscellaneous,0,2,5338
239,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Beautification,3627,0,0
240,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Bike Infrastructure,11,0,0
241,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Lighting,600,0,0
242,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Bike Infrastructure,2,0,0
243,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Security Cameras,130,1,49552
244,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Streets & Transportation,6134,48,819999
245,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Security Cameras,176,0,0
246,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Streets & Transportation,5003,46,1230447
247,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Parks & Rec,5,0,0
248,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",357,1,40000
249,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Parks & Rec,2,0,0
250,32,Scott Waguespack,"May 20, 2007",present,2019,2019,"Plants, Gardens, & Sustainability",643,0,0
251,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Lighting,431,0,0
252,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Bike Infrastructure,56,0,0
253,31,Milly Santiago,May 2015,"May 20, 2019",2019,2019,Streets & Transportation,4998,40,1317899
254,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Beautification,3646,0,0
255,25,Byron Sigcho-Lopez,2019,present,2019,2019,Lighting,313,0,0
256,27,Walter Burnett Jr.,May 1995,present,2019,2019,Beautification,7407,0,0
257,27,Walter Burnett Jr.,May 1995,present,2019,2019,Bike Infrastructure,748,0,0
258,27,Walter Burnett Jr.,May 1995,present,2019,2019,Lighting,341,1,500
259,27,Walter Burnett Jr.,May 1995,present,2019,2019,Miscellaneous,0,3,866000
260,27,Walter Burnett Jr.,May 1995,present,2019,2019,Parks & Rec,21,0,0
261,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Schools & Libraries,0,3,500000
262,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Lighting,598,0,0
263,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Parks & Rec,18,0,0
264,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Parks & Recreation,0,1,25000
265,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Beautification,3668,0,0
266,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Bike Infrastructure,2,0,0
267,26,Roberto Maldonado,2009,present,2019,2019,Streets & Transportation,4036,62,1249947
268,26,Roberto Maldonado,2009,present,2019,2019,Security Cameras,181,2,49552
269,26,Roberto Maldonado,2009,present,2019,2019,Schools & Libraries,0,1,20000
270,26,Roberto Maldonado,2009,present,2019,2019,"Plants, Gardens, & Sustainability",333,0,0
271,26,Roberto Maldonado,2009,present,2019,2019,Parks & Rec,18,0,0
272,26,Roberto Maldonado,2009,present,2019,2019,Lighting,290,1,500
273,26,Roberto Maldonado,2009,present,2019,2019,Bike Infrastructure,13,0,0
274,26,Roberto Maldonado,2009,present,2019,2019,Beautification,3195,0,0
275,25,Byron Sigcho-Lopez,2019,present,2019,2019,Streets & Transportation,6202,37,1290960
276,25,Byron Sigcho-Lopez,2019,present,2019,2019,Security Cameras,257,0,0
277,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Streets & Transportation,4569,67,1294999
278,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Security Cameras,199,0,0
279,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",410,0,0
280,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Parks & Recreation,0,1,25000
281,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Parks & Rec,7,0,0
282,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Lighting,598,0,0
283,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Lighting,600,0,0
284,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Parks & Rec,5,0,0
285,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,"Plants, Gardens, & Sustainability",357,1,40000
286,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Security Cameras,130,1,49552
287,22,Ricardo Muñoz,January 1993,"May 20, 2019",2019,2019,Streets & Transportation,5003,46,1230447
288,25,Byron Sigcho-Lopez,2019,present,2019,2019,"Plants, Gardens, & Sustainability",171,0,0
289,25,Byron Sigcho-Lopez,2019,present,2019,2019,Parks & Rec,6,0,0
290,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Bike Infrastructure,11,0,0
291,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Beautification,3627,0,0
292,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Streets & Transportation,4569,67,1294999
293,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Security Cameras,199,0,0
294,33,Deb Mell,"July 24, 2013","May 20, 2019",2019,2019,Parks & Rec,7,0,0
