,Clean Ward,Alderperson,Start Date,End Date,filled_year,year,category,calls,num_projects,total_cost
896,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Parks & Recreation,5,0,0
897,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,"Plants, Gardens, & Sustainability",185,0,0
898,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Security Cameras,570,2,26576
899,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Streets & Transportation,3606,28,768573
900,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Beautification,8328,0,0
901,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Bike Infrastructure,1,0,0
902,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Lighting,104,5,5700
903,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Parks & Recreation,21,0,0
904,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,"Plants, Gardens, & Sustainability",291,0,0
905,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Security Cameras,712,4,341528
906,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2021,2021,Streets & Transportation,2641,49,1152771
907,24,Monique Scott,"June 22, 2022",present,2022,2022,Beautification,3335,0,0
908,24,Monique Scott,"June 22, 2022",present,2022,2022,Bike Infrastructure,6,0,0
909,24,Monique Scott,"June 22, 2022",present,2022,2022,Lighting,146,2,344300
910,24,Monique Scott,"June 22, 2022",present,2022,2022,Parks & Recreation,9,0,0
911,24,Monique Scott,"June 22, 2022",present,2022,2022,"Plants, Gardens, & Sustainability",694,0,0
912,24,Monique Scott,"June 22, 2022",present,2022,2022,Security Cameras,626,0,0
913,24,Monique Scott,"June 22, 2022",present,2022,2022,Streets & Transportation,3305,58,1121230
914,24,Monique Scott,"June 22, 2022",present,2023,2023,Beautification,3211,0,0
915,24,Monique Scott,"June 22, 2022",present,2023,2023,Bike Infrastructure,4,0,0
916,24,Monique Scott,"June 22, 2022",present,2023,2023,Lighting,196,1,950
917,24,Monique Scott,"June 22, 2022",present,2023,2023,Parks & Recreation,9,0,0
918,24,Monique Scott,"June 22, 2022",present,2023,2023,"Plants, Gardens, & Sustainability",2431,0,0
919,24,Monique Scott,"June 22, 2022",present,2023,2023,Security Cameras,511,0,0
920,24,Monique Scott,"June 22, 2022",present,2023,2023,Streets & Transportation,2558,43,1352130
921,25,Daniel Solis,1996,2019,2018,2018,Beautification,0,1,34385
922,25,Daniel Solis,1996,2019,2018,2018,Bike Infrastructure,0,1,25000
923,25,Daniel Solis,1996,2019,2018,2018,Lighting,57,1,230000
924,25,Daniel Solis,1996,2019,2018,2018,"Plants, Gardens, & Sustainability",73,0,0
925,25,Daniel Solis,1996,2019,2018,2018,Security Cameras,0,3,81033
926,25,Daniel Solis,1996,2019,2018,2018,Streets & Transportation,204,32,949581
927,25,Byron Sigcho-Lopez,2019,present,2019,2019,Beautification,4424,1,29039
928,25,Byron Sigcho-Lopez,2019,present,2019,2019,Bike Infrastructure,114,0,0
929,25,Byron Sigcho-Lopez,2019,present,2019,2019,Lighting,313,0,0
930,25,Byron Sigcho-Lopez,2019,present,2019,2019,Parks & Recreation,6,0,0
931,25,Byron Sigcho-Lopez,2019,present,2019,2019,"Plants, Gardens, & Sustainability",171,0,0
932,25,Byron Sigcho-Lopez,2019,present,2019,2019,Security Cameras,257,0,0
933,25,Byron Sigcho-Lopez,2019,present,2019,2019,Streets & Transportation,6202,37,1290960
934,25,Byron Sigcho-Lopez,2019,present,2020,2020,Beautification,6092,0,0
935,25,Byron Sigcho-Lopez,2019,present,2020,2020,Bike Infrastructure,62,0,0
936,25,Byron Sigcho-Lopez,2019,present,2020,2020,Lighting,169,1,500
937,25,Byron Sigcho-Lopez,2019,present,2020,2020,"Plants, Gardens, & Sustainability",160,0,0
938,25,Byron Sigcho-Lopez,2019,present,2020,2020,Security Cameras,199,0,0
939,25,Byron Sigcho-Lopez,2019,present,2020,2020,Streets & Transportation,4972,54,1319499
940,25,Byron Sigcho-Lopez,2019,present,2021,2021,Beautification,6348,0,0
941,25,Byron Sigcho-Lopez,2019,present,2021,2021,Bike Infrastructure,33,0,0
942,25,Byron Sigcho-Lopez,2019,present,2021,2021,Lighting,127,3,639200
943,25,Byron Sigcho-Lopez,2019,present,2021,2021,Parks & Recreation,13,0,0
944,25,Byron Sigcho-Lopez,2019,present,2021,2021,"Plants, Gardens, & Sustainability",172,0,0
945,25,Byron Sigcho-Lopez,2019,present,2021,2021,Security Cameras,175,5,126514
946,25,Byron Sigcho-Lopez,2019,present,2021,2021,Streets & Transportation,5049,41,734285
947,25,Byron Sigcho-Lopez,2019,present,2022,2022,Beautification,6353,0,0
948,25,Byron Sigcho-Lopez,2019,present,2022,2022,Bike Infrastructure,142,0,0
949,25,Byron Sigcho-Lopez,2019,present,2022,2022,Lighting,132,1,176000
950,25,Byron Sigcho-Lopez,2019,present,2022,2022,Parks & Recreation,11,0,0
951,25,Byron Sigcho-Lopez,2019,present,2022,2022,"Plants, Gardens, & Sustainability",415,0,0
952,25,Byron Sigcho-Lopez,2019,present,2022,2022,Security Cameras,208,6,140119
953,25,Byron Sigcho-Lopez,2019,present,2022,2022,Streets & Transportation,5767,51,1171069
954,25,Byron Sigcho-Lopez,2019,present,2023,2023,Beautification,6905,0,0
955,25,Byron Sigcho-Lopez,2019,present,2023,2023,Bike Infrastructure,65,0,0
956,25,Byron Sigcho-Lopez,2019,present,2023,2023,Lighting,146,1,500
957,25,Byron Sigcho-Lopez,2019,present,2023,2023,Parks & Recreation,8,0,0
958,25,Byron Sigcho-Lopez,2019,present,2023,2023,"Plants, Gardens, & Sustainability",389,0,0
959,25,Byron Sigcho-Lopez,2019,present,2023,2023,Security Cameras,253,0,0
960,25,Byron Sigcho-Lopez,2019,present,2023,2023,Streets & Transportation,3147,71,1499499
961,26,Roberto Maldonado,2009,present,2018,2018,Lighting,58,2,270000
962,26,Roberto Maldonado,2009,present,2018,2018,"Plants, Gardens, & Sustainability",202,0,0
963,26,Roberto Maldonado,2009,present,2018,2018,Streets & Transportation,147,40,1049999
964,26,Roberto Maldonado,2009,present,2019,2019,Beautification,3195,0,0
965,26,Roberto Maldonado,2009,present,2019,2019,Bike Infrastructure,13,0,0
966,26,Roberto Maldonado,2009,present,2019,2019,Lighting,290,1,500
967,26,Roberto Maldonado,2009,present,2019,2019,Parks & Recreation,18,0,0
968,26,Roberto Maldonado,2009,present,2019,2019,"Plants, Gardens, & Sustainability",333,0,0
969,26,Roberto Maldonado,2009,present,2019,2019,Schools & Libraries,0,1,20000
970,26,Roberto Maldonado,2009,present,2019,2019,Security Cameras,181,2,49552
971,26,Roberto Maldonado,2009,present,2019,2019,Streets & Transportation,4036,62,1249947
972,26,Roberto Maldonado,2009,present,2020,2020,Beautification,4757,1,20000
973,26,Roberto Maldonado,2009,present,2020,2020,Bike Infrastructure,12,0,0
974,26,Roberto Maldonado,2009,present,2020,2020,Lighting,146,2,40500
975,26,Roberto Maldonado,2009,present,2020,2020,Parks & Recreation,2,0,0
976,26,Roberto Maldonado,2009,present,2020,2020,"Plants, Gardens, & Sustainability",320,0,0
977,26,Roberto Maldonado,2009,present,2020,2020,Security Cameras,210,1,49552
978,26,Roberto Maldonado,2009,present,2020,2020,Streets & Transportation,2634,55,1209947
979,26,Roberto Maldonado,2009,present,2021,2021,Beautification,3699,0,0
980,26,Roberto Maldonado,2009,present,2021,2021,Bike Infrastructure,9,0,0
981,26,Roberto Maldonado,2009,present,2021,2021,Lighting,83,2,5500
982,26,Roberto Maldonado,2009,present,2021,2021,Parks & Recreation,20,0,0
983,26,Roberto Maldonado,2009,present,2021,2021,"Plants, Gardens, & Sustainability",359,0,0
984,26,Roberto Maldonado,2009,present,2021,2021,Security Cameras,217,1,1800
985,26,Roberto Maldonado,2009,present,2021,2021,Streets & Transportation,2476,62,1492699
986,26,Roberto Maldonado,2009,present,2022,2022,Beautification,3558,0,0
987,26,Roberto Maldonado,2009,present,2022,2022,Bike Infrastructure,26,0,0
988,26,Roberto Maldonado,2009,present,2022,2022,Lighting,89,1,950
989,26,Roberto Maldonado,2009,present,2022,2022,Parks & Recreation,7,0,0
990,26,Roberto Maldonado,2009,present,2022,2022,"Plants, Gardens, & Sustainability",661,0,0
991,26,Roberto Maldonado,2009,present,2022,2022,Security Cameras,271,0,0
992,26,Roberto Maldonado,2009,present,2022,2022,Streets & Transportation,2663,53,1499049
993,26,Roberto Maldonado,2009,present,2023,2023,Beautification,3223,0,0
994,26,Roberto Maldonado,2009,present,2023,2023,Bike Infrastructure,40,0,0
995,26,Roberto Maldonado,2009,present,2023,2023,Lighting,137,1,179000
996,26,Roberto Maldonado,2009,present,2023,2023,Parks & Recreation,12,0,0
997,26,Roberto Maldonado,2009,present,2023,2023,"Plants, Gardens, & Sustainability",568,0,0
998,26,Roberto Maldonado,2009,present,2023,2023,Security Cameras,306,0,0
999,26,Roberto Maldonado,2009,present,2023,2023,Streets & Transportation,2759,36,1243421
1000,27,Walter Burnett Jr.,May 1995,present,2018,2018,Beautification,1,1,510
1001,27,Walter Burnett Jr.,May 1995,present,2018,2018,Lighting,48,3,703000
1002,27,Walter Burnett Jr.,May 1995,present,2018,2018,"Plants, Gardens, & Sustainability",234,0,0
1003,27,Walter Burnett Jr.,May 1995,present,2018,2018,Security Cameras,0,3,81033
1004,27,Walter Burnett Jr.,May 1995,present,2018,2018,Streets & Transportation,171,21,478429
1005,27,Walter Burnett Jr.,May 1995,present,2019,2019,Beautification,7407,0,0
1006,27,Walter Burnett Jr.,May 1995,present,2019,2019,Bike Infrastructure,748,0,0
1007,27,Walter Burnett Jr.,May 1995,present,2019,2019,Lighting,341,1,500
1008,27,Walter Burnett Jr.,May 1995,present,2019,2019,Parks & Recreation,21,0,0
1009,27,Walter Burnett Jr.,May 1995,present,2019,2019,"Plants, Gardens, & Sustainability",322,0,0
1010,27,Walter Burnett Jr.,May 1995,present,2019,2019,Security Cameras,375,5,148656
1011,27,Walter Burnett Jr.,May 1995,present,2019,2019,Streets & Transportation,8709,11,304843
1012,27,Walter Burnett Jr.,May 1995,present,2020,2020,Beautification,7015,0,0
1013,27,Walter Burnett Jr.,May 1995,present,2020,2020,Bike Infrastructure,499,0,0
1014,27,Walter Burnett Jr.,May 1995,present,2020,2020,Lighting,316,1,14000
1015,27,Walter Burnett Jr.,May 1995,present,2020,2020,Parks & Recreation,5,0,0
1016,27,Walter Burnett Jr.,May 1995,present,2020,2020,"Plants, Gardens, & Sustainability",296,0,0
1017,27,Walter Burnett Jr.,May 1995,present,2020,2020,Security Cameras,465,1,24776
1018,27,Walter Burnett Jr.,May 1995,present,2020,2020,Streets & Transportation,5480,31,1281223
1019,27,Walter Burnett Jr.,May 1995,present,2021,2021,Beautification,6987,1,103481
1020,27,Walter Burnett Jr.,May 1995,present,2021,2021,Bike Infrastructure,730,0,0
1021,27,Walter Burnett Jr.,May 1995,present,2021,2021,Lighting,175,0,0
1022,27,Walter Burnett Jr.,May 1995,present,2021,2021,Parks & Recreation,29,0,0
1023,27,Walter Burnett Jr.,May 1995,present,2021,2021,"Plants, Gardens, & Sustainability",319,0,0
1024,27,Walter Burnett Jr.,May 1995,present,2021,2021,Security Cameras,487,11,261947
1025,27,Walter Burnett Jr.,May 1995,present,2021,2021,Streets & Transportation,5413,32,1134571
1026,27,Walter Burnett Jr.,May 1995,present,2022,2022,Beautification,5930,0,0
1027,27,Walter Burnett Jr.,May 1995,present,2022,2022,Bike Infrastructure,841,0,0
1028,27,Walter Burnett Jr.,May 1995,present,2022,2022,Lighting,88,1,1500
1029,27,Walter Burnett Jr.,May 1995,present,2022,2022,Parks & Recreation,13,0,0
1030,27,Walter Burnett Jr.,May 1995,present,2022,2022,"Plants, Gardens, & Sustainability",569,0,0
1031,27,Walter Burnett Jr.,May 1995,present,2022,2022,Security Cameras,550,4,77328
1032,27,Walter Burnett Jr.,May 1995,present,2022,2022,Streets & Transportation,5692,49,1421171
1033,27,Walter Burnett Jr.,May 1995,present,2023,2023,Beautification,5637,0,0
1034,27,Walter Burnett Jr.,May 1995,present,2023,2023,Bike Infrastructure,312,0,0
1035,27,Walter Burnett Jr.,May 1995,present,2023,2023,Lighting,122,3,337500
1036,27,Walter Burnett Jr.,May 1995,present,2023,2023,Parks & Recreation,22,0,0
1037,27,Walter Burnett Jr.,May 1995,present,2023,2023,"Plants, Gardens, & Sustainability",447,0,0
1038,27,Walter Burnett Jr.,May 1995,present,2023,2023,Security Cameras,512,3,12000
1039,27,Walter Burnett Jr.,May 1995,present,2023,2023,Streets & Transportation,4780,35,1120130
1040,28,Jason Ervin,"January 13, 2011",present,2018,2018,Beautification,1,0,0
1041,28,Jason Ervin,"January 13, 2011",present,2018,2018,Lighting,40,3,331605
1042,28,Jason Ervin,"January 13, 2011",present,2018,2018,"Plants, Gardens, & Sustainability",246,0,0
1043,28,Jason Ervin,"January 13, 2011",present,2018,2018,Security Cameras,0,5,16200
1044,28,Jason Ervin,"January 13, 2011",present,2018,2018,Streets & Transportation,163,45,972194
1045,28,Jason Ervin,"January 13, 2011",present,2019,2019,Beautification,7571,0,0
1046,28,Jason Ervin,"January 13, 2011",present,2019,2019,Bike Infrastructure,81,0,0
1047,28,Jason Ervin,"January 13, 2011",present,2019,2019,Lighting,383,2,593180
1048,28,Jason Ervin,"January 13, 2011",present,2019,2019,Parks & Recreation,21,1,25000
1049,28,Jason Ervin,"January 13, 2011",present,2019,2019,"Plants, Gardens, & Sustainability",298,0,0
1050,28,Jason Ervin,"January 13, 2011",present,2019,2019,Security Cameras,490,0,0
1051,28,Jason Ervin,"January 13, 2011",present,2019,2019,Streets & Transportation,7204,40,701819
1052,28,Jason Ervin,"January 13, 2011",present,2020,2020,Beautification,7530,0,0
1053,28,Jason Ervin,"January 13, 2011",present,2020,2020,Bike Infrastructure,43,0,0
1054,28,Jason Ervin,"January 13, 2011",present,2020,2020,Lighting,254,9,576873
1055,28,Jason Ervin,"January 13, 2011",present,2020,2020,Parks & Recreation,12,0,0
1056,28,Jason Ervin,"January 13, 2011",present,2020,2020,"Plants, Gardens, & Sustainability",244,0,0
1057,28,Jason Ervin,"January 13, 2011",present,2020,2020,Security Cameras,743,0,0
1058,28,Jason Ervin,"January 13, 2011",present,2020,2020,Streets & Transportation,5083,41,743126
1059,28,Jason Ervin,"January 13, 2011",present,2021,2021,Beautification,6074,0,0
1060,28,Jason Ervin,"January 13, 2011",present,2021,2021,Bike Infrastructure,225,0,0
1061,28,Jason Ervin,"January 13, 2011",present,2021,2021,Lighting,151,5,1068441
1062,28,Jason Ervin,"January 13, 2011",present,2021,2021,Parks & Recreation,37,0,0
1063,28,Jason Ervin,"January 13, 2011",present,2021,2021,"Plants, Gardens, & Sustainability",332,0,0
1064,28,Jason Ervin,"January 13, 2011",present,2021,2021,Security Cameras,659,2,5300
1065,28,Jason Ervin,"January 13, 2011",present,2021,2021,Streets & Transportation,4502,15,426258
1066,28,Jason Ervin,"January 13, 2011",present,2022,2022,Beautification,3664,0,0
1067,28,Jason Ervin,"January 13, 2011",present,2022,2022,Bike Infrastructure,143,0,0
1068,28,Jason Ervin,"January 13, 2011",present,2022,2022,Lighting,125,6,1216200
1069,28,Jason Ervin,"January 13, 2011",present,2022,2022,Parks & Recreation,12,0,0
1070,28,Jason Ervin,"January 13, 2011",present,2022,2022,"Plants, Gardens, & Sustainability",356,0,0
1071,28,Jason Ervin,"January 13, 2011",present,2022,2022,Security Cameras,781,2,5300
1072,28,Jason Ervin,"January 13, 2011",present,2022,2022,Streets & Transportation,4948,22,225984
1073,28,Jason Ervin,"January 13, 2011",present,2023,2023,Beautification,4875,0,0
1074,28,Jason Ervin,"January 13, 2011",present,2023,2023,Bike Infrastructure,179,0,0
1075,28,Jason Ervin,"January 13, 2011",present,2023,2023,Lighting,164,3,662900
1076,28,Jason Ervin,"January 13, 2011",present,2023,2023,Parks & Recreation,22,0,0
1077,28,Jason Ervin,"January 13, 2011",present,2023,2023,"Plants, Gardens, & Sustainability",713,0,0
1078,28,Jason Ervin,"January 13, 2011",present,2023,2023,Security Cameras,717,0,0
1079,28,Jason Ervin,"January 13, 2011",present,2023,2023,Streets & Transportation,5303,30,734337
1080,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Beautification,1,1,20000
1081,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Lighting,38,1,500
1082,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Parks & Recreation,0,1,55700
1083,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",163,0,0
1084,29,Chris Taliaferro,"May 18, 2015",present,2018,2018,Streets & Transportation,118,56,1243799
1085,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Beautification,2818,1,50000
1086,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Bike Infrastructure,1,0,0
1087,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Lighting,577,0,0
1088,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Parks & Recreation,18,0,0
1089,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",442,1,30000
1090,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Security Cameras,182,0,0
1091,29,Chris Taliaferro,"May 18, 2015",present,2019,2019,Streets & Transportation,5344,49,1239999
1092,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Beautification,2750,4,82400
1093,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Bike Infrastructure,7,0,0
1094,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Lighting,394,0,0
1095,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Parks & Recreation,10,1,1800
1096,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",536,3,15000
1097,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Security Cameras,229,0,0
1098,29,Chris Taliaferro,"May 18, 2015",present,2020,2020,Streets & Transportation,3449,31,1220799
1099,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Beautification,2262,2,19147
1100,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
1101,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Lighting,160,8,3659
1102,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Parks & Recreation,8,1,60000
1103,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",511,0,0
1104,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Security Cameras,251,1,35747
1105,29,Chris Taliaferro,"May 18, 2015",present,2021,2021,Streets & Transportation,2755,77,1381445
1106,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Beautification,1817,1,4102
1107,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Bike Infrastructure,1,0,0
1108,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Lighting,135,2,840
1109,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Parks & Recreation,8,0,0
1110,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",656,1,16700
1111,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Schools & Libraries,0,1,25000
1112,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Security Cameras,239,4,69157
1113,29,Chris Taliaferro,"May 18, 2015",present,2022,2022,Streets & Transportation,3265,56,1384200
1114,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Beautification,1798,0,0
1115,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Bike Infrastructure,4,0,0
1116,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Lighting,270,1,500
1117,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Parks & Recreation,14,2,92000
1118,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",647,0,0
1119,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Schools & Libraries,0,1,50000
1120,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Security Cameras,223,0,0
1121,29,Chris Taliaferro,"May 18, 2015",present,2023,2023,Streets & Transportation,2896,55,1357499
1122,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Lighting,46,0,0
1123,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Parks & Recreation,0,1,45000
1124,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",99,0,0
1125,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Security Cameras,0,1,27011
1126,30,Ariel Reboyras,May 2003,"May 15, 2023",2018,2018,Streets & Transportation,170,78,1247988
1127,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Beautification,2535,0,0
1128,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Bike Infrastructure,2,0,0
1129,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Lighting,536,1,500
1130,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Parks & Recreation,8,0,0
1131,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,"Plants, Gardens, & Sustainability",497,0,0
1132,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Security Cameras,119,1,1800
1133,30,Ariel Reboyras,May 2003,"May 15, 2023",2019,2019,Streets & Transportation,3959,92,1317699
1134,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,Beautification,3808,0,0
1135,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,Bike Infrastructure,4,0,0
1136,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,Lighting,299,1,500
1137,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,"Plants, Gardens, & Sustainability",547,0,0
1138,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,Security Cameras,121,1,24776
1139,30,Ariel Reboyras,May 2003,"May 15, 2023",2020,2020,Streets & Transportation,3123,88,1294723
1140,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Beautification,2930,0,0
1141,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Bike Infrastructure,3,0,0
1142,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Lighting,80,9,259950
1143,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Parks & Recreation,9,0,0
1144,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",464,0,0
1145,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Security Cameras,138,0,0
1146,30,Ariel Reboyras,May 2003,"May 15, 2023",2021,2021,Streets & Transportation,2807,42,1240049
1147,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Beautification,2931,0,0
1148,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Bike Infrastructure,19,0,0
1149,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Lighting,78,1,227861
1150,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Parks & Recreation,1,0,0
1151,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,"Plants, Gardens, & Sustainability",726,0,0
1152,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Security Cameras,170,0,0
1153,30,Ariel Reboyras,May 2003,"May 15, 2023",2022,2022,Streets & Transportation,2913,67,1272138
1154,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Beautification,2647,0,0
1155,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Bike Infrastructure,53,0,0
1156,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Lighting,123,5,347299
1157,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Parks & Recreation,7,0,0
1158,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",1236,0,0
1159,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Security Cameras,193,0,0
1160,30,Ariel Reboyras,May 2003,"May 15, 2023",2023,2023,Streets & Transportation,3783,38,1095015
1161,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Lighting,37,0,0
1162,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",92,0,0
1163,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Security Cameras,0,1,13505
1164,31,Milly Santiago,May 2015,"May 20, 2019",2018,2018,Streets & Transportation,166,31,1306494
1165,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Beautification,2091,0,0
1166,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Bike Infrastructure,4,0,0
1167,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Lighting,534,1,2100
1168,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Parks & Recreation,2,0,0
1169,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,"Plants, Gardens, & Sustainability",317,0,0
1170,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Security Cameras,108,0,0
1171,31,"Felix Cardona, Jr.","May 20, 2019",Present,2019,2019,Streets & Transportation,4998,40,1317899
1172,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Beautification,3411,0,0
1173,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Bike Infrastructure,4,0,0
1174,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Lighting,280,2,3800
1175,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Parks & Recreation,1,0,0
1176,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,"Plants, Gardens, & Sustainability",497,0,0
1177,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Security Cameras,129,3,178700
1178,31,"Felix Cardona, Jr.","May 20, 2019",Present,2020,2020,Streets & Transportation,3736,45,1137499
1179,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Beautification,2538,0,0
1180,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Bike Infrastructure,13,0,0
1181,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Lighting,78,6,409900
1182,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Parks & Recreation,3,0,0
1183,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,"Plants, Gardens, & Sustainability",390,0,0
1184,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Security Cameras,139,2,110075
1185,31,"Felix Cardona, Jr.","May 20, 2019",Present,2021,2021,Streets & Transportation,3041,47,980024
1186,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Beautification,2389,0,0
1187,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Bike Infrastructure,22,0,0
1188,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Lighting,97,12,16400
1189,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Parks & Recreation,2,0,0
1190,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,"Plants, Gardens, & Sustainability",480,0,0
1191,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Security Cameras,166,0,0
1192,31,"Felix Cardona, Jr.","May 20, 2019",Present,2022,2022,Streets & Transportation,2595,58,1483599
1193,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Beautification,2605,0,0
1194,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Bike Infrastructure,14,0,0
