,Clean Ward,Alderperson,Start Date,End Date,filled_year,year,category,calls,num_projects,total_cost
294,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Parks & Recreation,25,0,0
295,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,"Plants, Gardens, & Sustainability",602,0,0
296,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Security Cameras,354,3,156793
297,8,Michelle A. Harris,"December 13, 2006",present,2021,2021,Streets & Transportation,4123,47,1009202
298,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Beautification,1985,0,0
299,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Bike Infrastructure,7,0,0
300,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Lighting,403,2,174745
301,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Parks & Recreation,14,0,0
302,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,"Plants, Gardens, & Sustainability",850,0,0
303,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Security Cameras,357,0,0
304,8,Michelle A. Harris,"December 13, 2006",present,2022,2022,Streets & Transportation,4846,52,1325254
305,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Beautification,1946,0,0
306,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Lighting,314,8,265300
307,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Parks & Recreation,12,0,0
308,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,"Plants, Gardens, & Sustainability",998,0,0
309,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Security Cameras,325,2,9000
310,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Streets & Transportation,3813,41,1216598
311,9,Anthony Beale,May 1999,present,2018,2018,Lighting,124,0,0
312,9,Anthony Beale,May 1999,present,2018,2018,"Plants, Gardens, & Sustainability",132,0,0
313,9,Anthony Beale,May 1999,present,2018,2018,Streets & Transportation,134,33,1319999
314,9,Anthony Beale,May 1999,present,2019,2019,Beautification,5452,0,0
315,9,Anthony Beale,May 1999,present,2019,2019,Lighting,806,0,0
316,9,Anthony Beale,May 1999,present,2019,2019,Parks & Recreation,6,0,0
317,9,Anthony Beale,May 1999,present,2019,2019,"Plants, Gardens, & Sustainability",466,0,0
318,9,Anthony Beale,May 1999,present,2019,2019,Security Cameras,300,0,0
319,9,Anthony Beale,May 1999,present,2019,2019,Streets & Transportation,6681,43,1319999
320,9,Anthony Beale,May 1999,present,2020,2020,Beautification,4407,0,0
321,9,Anthony Beale,May 1999,present,2020,2020,Bike Infrastructure,3,0,0
322,9,Anthony Beale,May 1999,present,2020,2020,Lighting,638,1,500
323,9,Anthony Beale,May 1999,present,2020,2020,Parks & Recreation,7,0,0
324,9,Anthony Beale,May 1999,present,2020,2020,"Plants, Gardens, & Sustainability",504,0,0
325,9,Anthony Beale,May 1999,present,2020,2020,Security Cameras,398,0,0
326,9,Anthony Beale,May 1999,present,2020,2020,Streets & Transportation,5820,34,1319499
327,9,Anthony Beale,May 1999,present,2021,2021,Beautification,3668,0,0
328,9,Anthony Beale,May 1999,present,2021,2021,Bike Infrastructure,5,0,0
329,9,Anthony Beale,May 1999,present,2021,2021,Lighting,399,0,0
330,9,Anthony Beale,May 1999,present,2021,2021,Parks & Recreation,27,0,0
331,9,Anthony Beale,May 1999,present,2021,2021,"Plants, Gardens, & Sustainability",530,0,0
332,9,Anthony Beale,May 1999,present,2021,2021,Security Cameras,393,0,0
333,9,Anthony Beale,May 1999,present,2021,2021,Streets & Transportation,4382,33,1499999
334,9,Anthony Beale,May 1999,present,2022,2022,Beautification,2929,0,0
335,9,Anthony Beale,May 1999,present,2022,2022,Bike Infrastructure,5,0,0
336,9,Anthony Beale,May 1999,present,2022,2022,Lighting,411,0,0
337,9,Anthony Beale,May 1999,present,2022,2022,Parks & Recreation,11,0,0
338,9,Anthony Beale,May 1999,present,2022,2022,"Plants, Gardens, & Sustainability",965,0,0
339,9,Anthony Beale,May 1999,present,2022,2022,Security Cameras,399,0,0
340,9,Anthony Beale,May 1999,present,2022,2022,Streets & Transportation,5137,38,1499521
341,9,Anthony Beale,May 1999,present,2023,2023,Beautification,3205,0,0
342,9,Anthony Beale,May 1999,present,2023,2023,Bike Infrastructure,1,0,0
343,9,Anthony Beale,May 1999,present,2023,2023,Lighting,367,0,0
344,9,Anthony Beale,May 1999,present,2023,2023,Parks & Recreation,13,0,0
345,9,Anthony Beale,May 1999,present,2023,2023,"Plants, Gardens, & Sustainability",1154,0,0
346,9,Anthony Beale,May 1999,present,2023,2023,Security Cameras,599,0,0
347,9,Anthony Beale,May 1999,present,2023,2023,Streets & Transportation,4075,44,1493436
348,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Lighting,108,1,7200
349,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Parks & Recreation,0,1,160000
350,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",174,1,30000
351,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2018,2018,Streets & Transportation,110,44,1122799
352,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Beautification,4730,0,0
353,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Bike Infrastructure,2,0,0
354,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Lighting,2235,0,0
355,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Parks & Recreation,8,0,0
356,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,"Plants, Gardens, & Sustainability",488,0,0
357,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Security Cameras,171,1,49552
358,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2019,2019,Streets & Transportation,8161,46,1270447
359,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Beautification,4532,1,10000
360,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Bike Infrastructure,2,0,0
361,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Lighting,1047,0,0
362,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Parks & Recreation,6,0,0
363,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,"Plants, Gardens, & Sustainability",426,0,0
364,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Security Cameras,205,0,0
365,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2020,2020,Streets & Transportation,6956,45,1309999
366,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Beautification,3700,1,35000
367,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Bike Infrastructure,6,0,0
368,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Lighting,371,1,1000
369,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Parks & Recreation,5,0,0
370,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",445,0,0
371,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Security Cameras,202,1,10971
372,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2021,2021,Streets & Transportation,4575,75,1453028
373,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Beautification,2395,2,31888
374,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Bike Infrastructure,16,0,0
375,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Lighting,282,0,0
376,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Parks & Recreation,8,0,0
377,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,"Plants, Gardens, & Sustainability",494,0,0
378,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Security Cameras,187,1,27410
379,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2022,2022,Streets & Transportation,4790,57,1440701
380,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Beautification,2876,0,0
381,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Bike Infrastructure,8,0,0
382,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Lighting,348,2,3350
383,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Parks & Recreation,5,0,0
384,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",885,0,0
385,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Security Cameras,175,0,0
386,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Streets & Transportation,3728,58,1496649
387,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Beautification,0,9,300739
388,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Lighting,33,2,203066
389,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,"Plants, Gardens, & Sustainability",142,0,0
390,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Security Cameras,0,1,108044
391,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2018,2018,Streets & Transportation,144,40,708150
392,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Beautification,2975,3,152392
393,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Bike Infrastructure,31,1,150000
394,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Lighting,466,2,20600
395,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Parks & Recreation,2,0,0
396,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,"Plants, Gardens, & Sustainability",344,0,0
397,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Security Cameras,122,2,49552
398,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2019,2019,Streets & Transportation,4441,50,947455
399,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,Beautification,4455,0,0
400,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,Bike Infrastructure,8,0,0
401,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,Lighting,387,1,175400
402,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,"Plants, Gardens, & Sustainability",394,0,0
403,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,Security Cameras,181,1,49552
404,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2020,2020,Streets & Transportation,4066,35,1095047
405,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Beautification,4133,2,56513
406,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Bike Infrastructure,17,0,0
407,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Lighting,159,13,12500
408,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Parks & Recreation,11,1,172829
409,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,"Plants, Gardens, & Sustainability",372,0,0
410,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Security Cameras,220,4,261200
411,11,Patrick Daley Thompson,"May 18, 2015","February 14, 2022",2021,2021,Streets & Transportation,3479,40,996957
412,11,Nicole Lee,"March 28, 2022",present,2022,2022,Beautification,3571,0,0
413,11,Nicole Lee,"March 28, 2022",present,2022,2022,Bike Infrastructure,113,0,0
414,11,Nicole Lee,"March 28, 2022",present,2022,2022,Lighting,162,2,17300
415,11,Nicole Lee,"March 28, 2022",present,2022,2022,Parks & Recreation,7,0,0
416,11,Nicole Lee,"March 28, 2022",present,2022,2022,"Plants, Gardens, & Sustainability",770,0,0
417,11,Nicole Lee,"March 28, 2022",present,2022,2022,Security Cameras,194,1,1800
418,11,Nicole Lee,"March 28, 2022",present,2022,2022,Streets & Transportation,3767,69,1480899
419,11,Nicole Lee,"March 28, 2022",present,2023,2023,Beautification,3940,0,0
420,11,Nicole Lee,"March 28, 2022",present,2023,2023,Bike Infrastructure,68,0,0
421,11,Nicole Lee,"March 28, 2022",present,2023,2023,Lighting,189,1,500
422,11,Nicole Lee,"March 28, 2022",present,2023,2023,Parks & Recreation,3,0,0
423,11,Nicole Lee,"March 28, 2022",present,2023,2023,"Plants, Gardens, & Sustainability",2068,0,0
424,11,Nicole Lee,"March 28, 2022",present,2023,2023,Security Cameras,152,2,6500
425,11,Nicole Lee,"March 28, 2022",present,2023,2023,Streets & Transportation,3302,29,963069
426,12,George Cardenas,2003,2022,2018,2018,Beautification,0,11,166436
427,12,George Cardenas,2003,2022,2018,2018,Lighting,57,6,18122
428,12,George Cardenas,2003,2022,2018,2018,"Plants, Gardens, & Sustainability",147,0,0
429,12,George Cardenas,2003,2022,2018,2018,Streets & Transportation,170,93,1135441
430,12,George Cardenas,2003,2022,2019,2019,Beautification,5968,1,12063
431,12,George Cardenas,2003,2022,2019,2019,Bike Infrastructure,5,0,0
432,12,George Cardenas,2003,2022,2019,2019,Lighting,431,3,2000
433,12,George Cardenas,2003,2022,2019,2019,Parks & Recreation,6,0,0
434,12,George Cardenas,2003,2022,2019,2019,"Plants, Gardens, & Sustainability",327,0,0
435,12,George Cardenas,2003,2022,2019,2019,Security Cameras,132,2,76128
436,12,George Cardenas,2003,2022,2019,2019,Streets & Transportation,4309,61,1134308
437,12,George Cardenas,2003,2022,2020,2020,Beautification,8787,0,0
438,12,George Cardenas,2003,2022,2020,2020,Bike Infrastructure,7,0,0
439,12,George Cardenas,2003,2022,2020,2020,Lighting,267,2,505000
440,12,George Cardenas,2003,2022,2020,2020,Parks & Recreation,2,0,0
441,12,George Cardenas,2003,2022,2020,2020,"Plants, Gardens, & Sustainability",321,0,0
442,12,George Cardenas,2003,2022,2020,2020,Security Cameras,136,0,0
443,12,George Cardenas,2003,2022,2020,2020,Streets & Transportation,3621,30,814999
444,12,George Cardenas,2003,2022,2021,2021,Beautification,7092,0,0
445,12,George Cardenas,2003,2022,2021,2021,Bike Infrastructure,6,0,0
446,12,George Cardenas,2003,2022,2021,2021,Lighting,116,3,4850
447,12,George Cardenas,2003,2022,2021,2021,Parks & Recreation,7,0,0
448,12,George Cardenas,2003,2022,2021,2021,"Plants, Gardens, & Sustainability",560,0,0
449,12,George Cardenas,2003,2022,2021,2021,Security Cameras,183,3,71494
450,12,George Cardenas,2003,2022,2021,2021,Streets & Transportation,2927,73,1423655
451,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,Beautification,6087,1,13997
452,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,Bike Infrastructure,7,0,0
453,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,Lighting,147,1,500
454,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,"Plants, Gardens, & Sustainability",1225,0,0
455,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,Security Cameras,216,0,0
456,12,Anabel Abarca,"December 14, 2022","May 15, 2023",2022,2022,Streets & Transportation,3209,45,1485502
457,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Beautification,5945,0,0
458,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Bike Infrastructure,7,0,0
459,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Lighting,156,4,40901
460,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Parks & Recreation,2,0,0
461,12,Julia Ramirez,"May 15, 2023",present,2023,2023,"Plants, Gardens, & Sustainability",793,0,0
462,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Security Cameras,165,0,0
463,12,Julia Ramirez,"May 15, 2023",present,2023,2023,Streets & Transportation,3181,23,1386293
464,13,Marty Quinn,May 2011,present,2018,2018,Lighting,76,2,167500
465,13,Marty Quinn,May 2011,present,2018,2018,Parks & Recreation,0,2,135000
466,13,Marty Quinn,May 2011,present,2018,2018,"Plants, Gardens, & Sustainability",110,0,0
467,13,Marty Quinn,May 2011,present,2018,2018,Security Cameras,0,1,1800
468,13,Marty Quinn,May 2011,present,2018,2018,Streets & Transportation,256,131,1015699
469,13,Marty Quinn,May 2011,present,2019,2019,Beautification,1928,0,0
470,13,Marty Quinn,May 2011,present,2019,2019,Bike Infrastructure,1,0,0
471,13,Marty Quinn,May 2011,present,2019,2019,Lighting,1594,5,4100
472,13,Marty Quinn,May 2011,present,2019,2019,Parks & Recreation,0,1,240000
473,13,Marty Quinn,May 2011,present,2019,2019,"Plants, Gardens, & Sustainability",622,0,0
474,13,Marty Quinn,May 2011,present,2019,2019,Schools & Libraries,0,1,40000
475,13,Marty Quinn,May 2011,present,2019,2019,Security Cameras,31,0,0
476,13,Marty Quinn,May 2011,present,2019,2019,Streets & Transportation,6078,120,1035399
477,13,Marty Quinn,May 2011,present,2020,2020,Beautification,1708,0,0
478,13,Marty Quinn,May 2011,present,2020,2020,Bike Infrastructure,3,0,0
479,13,Marty Quinn,May 2011,present,2020,2020,Lighting,992,1,8
480,13,Marty Quinn,May 2011,present,2020,2020,Parks & Recreation,0,1,300000
481,13,Marty Quinn,May 2011,present,2020,2020,"Plants, Gardens, & Sustainability",392,0,0
482,13,Marty Quinn,May 2011,present,2020,2020,Schools & Libraries,0,1,325000
483,13,Marty Quinn,May 2011,present,2020,2020,Security Cameras,60,0,0
484,13,Marty Quinn,May 2011,present,2020,2020,Streets & Transportation,4937,46,694991
485,13,Marty Quinn,May 2011,present,2021,2021,Beautification,1881,0,0
486,13,Marty Quinn,May 2011,present,2021,2021,Bike Infrastructure,4,0,0
487,13,Marty Quinn,May 2011,present,2021,2021,Lighting,517,16,9341
488,13,Marty Quinn,May 2011,present,2021,2021,Parks & Recreation,1,2,200000
489,13,Marty Quinn,May 2011,present,2021,2021,"Plants, Gardens, & Sustainability",452,0,0
490,13,Marty Quinn,May 2011,present,2021,2021,Security Cameras,48,0,0
491,13,Marty Quinn,May 2011,present,2021,2021,Streets & Transportation,3616,139,1290658
492,13,Marty Quinn,May 2011,present,2022,2022,Beautification,2165,0,0
493,13,Marty Quinn,May 2011,present,2022,2022,Lighting,246,8,5450
494,13,Marty Quinn,May 2011,present,2022,2022,Parks & Recreation,0,2,275000
495,13,Marty Quinn,May 2011,present,2022,2022,"Plants, Gardens, & Sustainability",585,0,0
496,13,Marty Quinn,May 2011,present,2022,2022,Security Cameras,40,1,1800
497,13,Marty Quinn,May 2011,present,2022,2022,Streets & Transportation,3347,72,1216411
498,13,Marty Quinn,May 2011,present,2023,2023,Beautification,1856,0,0
499,13,Marty Quinn,May 2011,present,2023,2023,Bike Infrastructure,5,0,0
500,13,Marty Quinn,May 2011,present,2023,2023,Lighting,264,16,9900
501,13,Marty Quinn,May 2011,present,2023,2023,Parks & Recreation,1,0,0
502,13,Marty Quinn,May 2011,present,2023,2023,"Plants, Gardens, & Sustainability",726,0,0
503,13,Marty Quinn,May 2011,present,2023,2023,Security Cameras,46,0,0
504,13,Marty Quinn,May 2011,present,2023,2023,Streets & Transportation,3349,184,1485974
505,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,Lighting,33,0,0
506,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,"Plants, Gardens, & Sustainability",136,0,0
507,14,Edward M. Burke,"March 14, 1969",Present,2018,2018,Streets & Transportation,168,53,1319999
508,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Beautification,5508,0,0
509,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Bike Infrastructure,3,0,0
510,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Lighting,414,0,0
511,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Parks & Recreation,2,0,0
512,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,"Plants, Gardens, & Sustainability",356,0,0
513,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Security Cameras,76,0,0
514,14,Edward M. Burke,"March 14, 1969",Present,2019,2019,Streets & Transportation,4150,71,1319999
515,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,Beautification,8567,0,0
516,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,Bike Infrastructure,3,0,0
517,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,Lighting,450,1,305
518,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,"Plants, Gardens, & Sustainability",350,0,0
519,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,Security Cameras,76,0,0
520,14,Edward M. Burke,"March 14, 1969",Present,2020,2020,Streets & Transportation,4227,40,1319694
521,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Beautification,7415,0,0
522,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Bike Infrastructure,5,0,0
523,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Lighting,189,0,0
524,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Parks & Recreation,2,0,0
525,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,"Plants, Gardens, & Sustainability",327,0,0
526,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Security Cameras,118,1,24776
527,14,Edward M. Burke,"March 14, 1969",Present,2021,2021,Streets & Transportation,3265,54,1475223
528,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Beautification,7889,0,0
529,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Bike Infrastructure,6,0,0
530,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Lighting,156,4,1694
531,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Parks & Recreation,2,0,0
532,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,"Plants, Gardens, & Sustainability",610,0,0
533,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Security Cameras,146,0,0
534,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Streets & Transportation,4123,65,1498305
535,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Beautification,7196,0,0
536,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Bike Infrastructure,9,0,0
537,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Lighting,192,0,0
538,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Parks & Recreation,2,0,0
539,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,"Plants, Gardens, & Sustainability",633,0,0
540,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Security Cameras,149,0,0
541,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Streets & Transportation,3856,66,1489108
542,15,Raymond Lopez,"May 18, 2015",present,2018,2018,Lighting,33,8,640058
543,15,Raymond Lopez,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",90,0,0
544,15,Raymond Lopez,"May 18, 2015",present,2018,2018,Streets & Transportation,93,35,679941
545,15,Raymond Lopez,"May 18, 2015",present,2019,2019,Beautification,5078,0,0
546,15,Raymond Lopez,"May 18, 2015",present,2019,2019,Lighting,229,2,80791
547,15,Raymond Lopez,"May 18, 2015",present,2019,2019,Parks & Recreation,5,0,0
548,15,Raymond Lopez,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",211,0,0
549,15,Raymond Lopez,"May 18, 2015",present,2019,2019,Security Cameras,183,0,0
550,15,Raymond Lopez,"May 18, 2015",present,2019,2019,Streets & Transportation,4127,48,968208
551,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Beautification,6196,0,0
552,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Bike Infrastructure,3,0,0
553,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Lighting,101,2,113235
554,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Parks & Recreation,2,0,0
555,15,Raymond Lopez,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",219,0,0
556,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Security Cameras,181,0,0
557,15,Raymond Lopez,"May 18, 2015",present,2020,2020,Streets & Transportation,4014,32,1206764
558,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Beautification,5073,0,0
559,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Bike Infrastructure,2,0,0
560,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Lighting,97,4,22350
561,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Parks & Recreation,8,0,0
562,15,Raymond Lopez,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",252,0,0
563,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Security Cameras,170,0,0
564,15,Raymond Lopez,"May 18, 2015",present,2021,2021,Streets & Transportation,2651,64,1470404
565,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Beautification,3063,0,0
566,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Bike Infrastructure,3,0,0
567,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Lighting,109,1,298000
568,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Parks & Recreation,17,0,0
569,15,Raymond Lopez,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",452,0,0
570,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Security Cameras,194,0,0
571,15,Raymond Lopez,"May 18, 2015",present,2022,2022,Streets & Transportation,3137,44,1201999
572,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Beautification,3926,0,0
573,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Bike Infrastructure,4,0,0
574,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Lighting,206,1,100000
575,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Parks & Recreation,5,0,0
576,15,Raymond Lopez,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",584,0,0
577,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Security Cameras,240,0,0
578,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Streets & Transportation,2320,35,901000
579,16,Toni Foulkes,2015,2019,2018,2018,Lighting,53,4,552000
580,16,Toni Foulkes,2015,2019,2018,2018,"Plants, Gardens, & Sustainability",331,0,0
581,16,Toni Foulkes,2015,2019,2018,2018,Streets & Transportation,153,26,767990
582,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,Beautification,9631,0,0
583,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,Lighting,641,1,1000
584,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,Parks & Recreation,28,0,0
585,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",326,0,0
586,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,Security Cameras,448,0,0
587,16,Stephanie Coleman,"May 20, 2019",present,2019,2019,Streets & Transportation,4181,35,1318999
588,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,Beautification,10073,0,0
589,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,Lighting,384,0,0
590,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,Parks & Recreation,7,0,0
591,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,"Plants, Gardens, & Sustainability",303,0,0
592,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,Security Cameras,377,0,0
593,16,Stephanie Coleman,"May 20, 2019",present,2020,2020,Streets & Transportation,3311,22,1319999
594,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Beautification,5474,0,0
595,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Lighting,237,1,190000
