year,category,ward,calls,num_projects,total_cost
2019,"Plants, Gardens, & Sustainability",25,171,0,0
2019,"Plants, Gardens, & Sustainability",26,333,0,0
2019,"Plants, Gardens, & Sustainability",27,322,0,0
2019,"Plants, Gardens, & Sustainability",28,298,0,0
2019,"Plants, Gardens, & Sustainability",29,442,1,30000
2019,"Plants, Gardens, & Sustainability",30,497,0,0
2019,"Plants, Gardens, & Sustainability",31,317,0,0
2019,"Plants, Gardens, & Sustainability",32,643,0,0
2019,"Plants, Gardens, & Sustainability",33,410,0,0
2019,"Plants, Gardens, & Sustainability",34,668,0,0
2019,"Plants, Gardens, & Sustainability",35,449,1,7275
2019,"Plants, Gardens, & Sustainability",36,544,0,0
2019,"Plants, Gardens, & Sustainability",37,363,0,0
2019,"Plants, Gardens, & Sustainability",38,873,0,0
2019,"Plants, Gardens, & Sustainability",39,788,0,0
2019,"Plants, Gardens, & Sustainability",40,544,1,71500
2019,"Plants, Gardens, & Sustainability",41,1012,0,0
2019,"Plants, Gardens, & Sustainability",42,86,0,0
2019,"Plants, Gardens, & Sustainability",43,309,0,0
2019,"Plants, Gardens, & Sustainability",44,253,0,0
2019,"Plants, Gardens, & Sustainability",45,855,0,0
2019,"Plants, Gardens, & Sustainability",46,190,0,0
2019,"Plants, Gardens, & Sustainability",47,470,0,0
2019,"Plants, Gardens, & Sustainability",48,329,1,29596
2019,"Plants, Gardens, & Sustainability",49,269,1,80000
2019,"Plants, Gardens, & Sustainability",50,449,0,0
2019,Schools & Libraries,13,0,1,40000
2019,Schools & Libraries,26,0,1,20000
2019,Schools & Libraries,32,0,3,500000
2019,Schools & Libraries,36,0,1,35000
2019,Schools & Libraries,44,0,1,100000
2019,Security Cameras,1,212,3,34031
2019,Security Cameras,2,111,2,49552
2019,Security Cameras,3,140,0,0
2019,Security Cameras,4,62,0,0
2019,Security Cameras,5,139,1,74328
2019,Security Cameras,6,439,1,24776
2019,Security Cameras,7,176,1,24776
2019,Security Cameras,8,283,0,0
2019,Security Cameras,9,300,0,0
2019,Security Cameras,10,171,1,49552
2019,Security Cameras,11,122,2,49552
2019,Security Cameras,12,132,2,76128
2019,Security Cameras,13,31,0,0
2019,Security Cameras,14,76,0,0
2019,Security Cameras,15,183,0,0
2019,Security Cameras,16,448,0,0
2019,Security Cameras,17,287,1,24776
2019,Security Cameras,18,158,0,0
2019,Security Cameras,19,37,0,0
2019,Security Cameras,20,436,0,0
2019,Security Cameras,21,258,0,0
2019,Security Cameras,22,130,1,49552
2019,Security Cameras,23,61,0,0
2019,Security Cameras,24,375,0,0
2019,Security Cameras,25,257,0,0
2019,Security Cameras,26,181,2,49552
2019,Security Cameras,27,375,5,148656
2019,Security Cameras,28,490,0,0
2019,Security Cameras,29,182,0,0
2019,Security Cameras,30,119,1,1800
2019,Security Cameras,31,108,0,0
2019,Security Cameras,32,176,0,0
2019,Security Cameras,33,199,0,0
2019,Security Cameras,34,298,0,0
2019,Security Cameras,35,132,3,74328
2019,Security Cameras,36,103,0,0
2019,Security Cameras,37,392,0,0
2019,Security Cameras,38,56,0,0
2019,Security Cameras,39,80,0,0
2019,Security Cameras,40,74,1,49552
2019,Security Cameras,41,35,0,0
2019,Security Cameras,42,41,3,135393
2019,Security Cameras,43,70,0,0
2019,Security Cameras,44,98,0,0
2019,Security Cameras,45,90,0,0
2019,Security Cameras,46,149,0,0
2019,Security Cameras,47,184,0,0
2019,Security Cameras,48,131,1,49552
2019,Security Cameras,49,79,0,0
2019,Security Cameras,50,100,0,0
2019,Streets & Transportation,1,6008,69,1035468
2019,Streets & Transportation,2,4158,28,1075395
2019,Streets & Transportation,3,4715,50,1297999
2019,Streets & Transportation,4,3865,26,1264899
2019,Streets & Transportation,5,4202,16,472671
2019,Streets & Transportation,6,5728,33,1294723
2019,Streets & Transportation,7,4283,46,1294723
2019,Streets & Transportation,8,7322,25,793363
2019,Streets & Transportation,9,6681,43,1319999
2019,Streets & Transportation,10,8161,46,1270447
2019,Streets & Transportation,11,4441,50,947455
2019,Streets & Transportation,12,4309,61,1134308
2019,Streets & Transportation,13,6078,120,1035399
2019,Streets & Transportation,14,4150,71,1319999
2019,Streets & Transportation,15,4127,48,968208
2019,Streets & Transportation,16,4181,35,1318999
2019,Streets & Transportation,17,4577,33,1295223
2019,Streets & Transportation,18,6251,38,1319999
2019,Streets & Transportation,19,8451,31,1269999
2019,Streets & Transportation,20,4750,11,300781
2019,Streets & Transportation,21,6406,86,1319999
2019,Streets & Transportation,22,5003,46,1230447
2019,Streets & Transportation,23,5306,92,1319999
2019,Streets & Transportation,24,4253,33,1175056
2019,Streets & Transportation,25,6202,37,1290960
2019,Streets & Transportation,26,4036,62,1249947
2019,Streets & Transportation,27,8709,11,304843
2019,Streets & Transportation,28,7204,40,701819
2019,Streets & Transportation,29,5344,49,1239999
2019,Streets & Transportation,30,3959,92,1317699
2019,Streets & Transportation,31,4998,40,1317899
2019,Streets & Transportation,32,6134,48,819999
2019,Streets & Transportation,33,4569,67,1294999
2019,Streets & Transportation,34,7925,36,1311999
2019,Streets & Transportation,35,4490,63,1083996
2019,Streets & Transportation,36,5099,61,1242086
2019,Streets & Transportation,37,4321,67,1319999
2019,Streets & Transportation,38,6273,35,1319999
2019,Streets & Transportation,39,7011,34,1271499
2019,Streets & Transportation,40,5029,28,1175947
2019,Streets & Transportation,41,7103,26,1276499
2019,Streets & Transportation,42,5368,25,843776
2019,Streets & Transportation,43,3768,30,1006379
2019,Streets & Transportation,44,2777,30,1207019
2019,Streets & Transportation,45,7703,30,1319999
2019,Streets & Transportation,46,2340,44,1128999
2019,Streets & Transportation,47,5718,34,856999
2019,Streets & Transportation,48,3213,76,1184178
2019,Streets & Transportation,49,2451,42,751878
2019,Streets & Transportation,50,5241,28,969999
2020,Beautification,1,8440,0,0
2020,Beautification,2,2913,1,12625
2020,Beautification,3,4771,1,3800
2020,Beautification,4,4119,0,0
2020,Beautification,5,1673,0,0
2020,Beautification,6,6630,0,0
2020,Beautification,7,2427,1,1200
2020,Beautification,8,3663,0,0
2020,Beautification,9,4407,0,0
2020,Beautification,10,4532,1,10000
2020,Beautification,11,4455,0,0
2020,Beautification,12,8787,0,0
2020,Beautification,13,1708,0,0
2020,Beautification,14,8567,0,0
2020,Beautification,15,6196,0,0
2020,Beautification,16,10073,0,0
2020,Beautification,17,6241,0,0
2020,Beautification,18,3704,0,0
2020,Beautification,19,2243,0,0
2020,Beautification,20,8973,0,0
2020,Beautification,21,4209,0,0
2020,Beautification,22,4407,0,0
2020,Beautification,23,4043,0,0
2020,Beautification,24,7773,0,0
2020,Beautification,25,6092,0,0
2020,Beautification,26,4757,1,20000
2020,Beautification,27,7015,0,0
2020,Beautification,28,7530,0,0
2020,Beautification,29,2750,4,82400
2020,Beautification,30,3808,0,0
2020,Beautification,31,3411,0,0
2020,Beautification,32,5407,0,0
2020,Beautification,33,6835,0,0
2020,Beautification,34,4976,0,0
2020,Beautification,35,5189,2,11700
2020,Beautification,36,3425,0,0
2020,Beautification,37,4556,0,0
2020,Beautification,38,2287,0,0
2020,Beautification,39,2794,1,3500
2020,Beautification,40,2869,0,0
2020,Beautification,41,1521,0,0
2020,Beautification,42,3464,1,60000
2020,Beautification,43,2093,0,0
2020,Beautification,44,2251,0,0
2020,Beautification,45,3170,0,0
2020,Beautification,46,1829,0,0
2020,Beautification,47,5985,0,0
2020,Beautification,48,2675,5,13600
2020,Beautification,49,2572,0,0
2020,Beautification,50,1906,0,0
2020,Bike Infrastructure,1,30,0,0
2020,Bike Infrastructure,2,14,0,0
2020,Bike Infrastructure,3,11,0,0
2020,Bike Infrastructure,4,33,0,0
2020,Bike Infrastructure,5,9,0,0
2020,Bike Infrastructure,6,4,0,0
2020,Bike Infrastructure,7,1,0,0
2020,Bike Infrastructure,8,1,0,0
2020,Bike Infrastructure,9,3,0,0
2020,Bike Infrastructure,10,2,0,0
2020,Bike Infrastructure,11,8,0,0
2020,Bike Infrastructure,12,7,0,0
2020,Bike Infrastructure,13,3,0,0
2020,Bike Infrastructure,14,3,0,0
2020,Bike Infrastructure,15,3,0,0
2020,Bike Infrastructure,17,1,0,0
2020,Bike Infrastructure,18,4,0,0
2020,Bike Infrastructure,19,1,0,0
2020,Bike Infrastructure,21,5,0,0
2020,Bike Infrastructure,22,2,0,0
2020,Bike Infrastructure,23,2,0,0
2020,Bike Infrastructure,24,3,0,0
2020,Bike Infrastructure,25,62,0,0
2020,Bike Infrastructure,26,12,0,0
2020,Bike Infrastructure,27,499,0,0
2020,Bike Infrastructure,28,43,0,0
2020,Bike Infrastructure,29,7,0,0
2020,Bike Infrastructure,30,4,0,0
2020,Bike Infrastructure,31,4,0,0
2020,Bike Infrastructure,32,43,0,0
2020,Bike Infrastructure,33,10,0,0
2020,Bike Infrastructure,34,1,0,0
2020,Bike Infrastructure,35,9,0,0
2020,Bike Infrastructure,36,3,0,0
2020,Bike Infrastructure,38,5,0,0
2020,Bike Infrastructure,39,15,0,0
2020,Bike Infrastructure,40,10,0,0
2020,Bike Infrastructure,41,4,0,0
2020,Bike Infrastructure,42,110,0,0
2020,Bike Infrastructure,43,24,0,0
2020,Bike Infrastructure,44,8,0,0
2020,Bike Infrastructure,45,16,0,0
2020,Bike Infrastructure,46,23,0,0
2020,Bike Infrastructure,47,18,2,71000
2020,Bike Infrastructure,48,27,0,0
2020,Bike Infrastructure,49,6,0,0
2020,Bike Infrastructure,50,5,0,0
2020,Lighting,1,254,0,0
2020,Lighting,2,135,3,347000
2020,Lighting,3,154,2,740
2020,Lighting,4,162,2,8000
2020,Lighting,5,201,3,870000
2020,Lighting,6,777,0,0
2020,Lighting,7,370,10,108000
2020,Lighting,8,715,7,353863
2020,Lighting,9,638,1,500
2020,Lighting,10,1047,0,0
2020,Lighting,11,387,1,175400
2020,Lighting,12,267,2,505000
2020,Lighting,13,992,1,8
2020,Lighting,14,450,1,305
2020,Lighting,15,101,2,113235
2020,Lighting,16,384,0,0
2020,Lighting,17,547,0,0
2020,Lighting,18,568,0,0
2020,Lighting,19,281,0,0
2020,Lighting,20,329,2,153731
2020,Lighting,21,748,0,0
2020,Lighting,22,347,2,1900
2020,Lighting,23,674,0,0
2020,Lighting,24,245,6,524850
2020,Lighting,25,169,1,500
2020,Lighting,26,146,2,40500
2020,Lighting,27,316,1,14000
2020,Lighting,28,254,9,576873
2020,Lighting,29,394,0,0
2020,Lighting,30,299,1,500
2020,Lighting,31,280,2,3800
2020,Lighting,32,175,0,0
2020,Lighting,33,368,0,0
2020,Lighting,34,657,0,0
2020,Lighting,35,273,0,0
2020,Lighting,36,383,0,0
2020,Lighting,37,347,5,532950
2020,Lighting,38,492,2,1000
2020,Lighting,39,343,0,0
2020,Lighting,40,283,1,337
2020,Lighting,41,338,0,0
2020,Lighting,42,51,7,818215
2020,Lighting,43,66,1,500
2020,Lighting,44,66,2,120000
2020,Lighting,45,458,0,0
2020,Lighting,46,77,2,795000
2020,Lighting,47,174,0,0
2020,Lighting,48,140,1,500
2020,Lighting,49,147,0,0
2020,Lighting,50,251,5,2500
2020,Parks & Recreation,1,3,1,75559
2020,Parks & Recreation,2,0,1,197000
2020,Parks & Recreation,3,6,0,0
2020,Parks & Recreation,5,6,0,0
2020,Parks & Recreation,6,11,0,0
2020,Parks & Recreation,7,6,0,0
2020,Parks & Recreation,8,5,0,0
2020,Parks & Recreation,9,7,0,0
2020,Parks & Recreation,10,6,0,0
2020,Parks & Recreation,12,2,0,0
2020,Parks & Recreation,13,0,1,300000
2020,Parks & Recreation,15,2,0,0
2020,Parks & Recreation,16,7,0,0
2020,Parks & Recreation,17,7,0,0
2020,Parks & Recreation,18,2,0,0
2020,Parks & Recreation,19,0,1,50000
2020,Parks & Recreation,20,2,0,0
2020,Parks & Recreation,21,5,0,0
2020,Parks & Recreation,23,3,0,0
2020,Parks & Recreation,24,5,0,0
2020,Parks & Recreation,26,2,0,0
2020,Parks & Recreation,27,5,0,0
2020,Parks & Recreation,28,12,0,0
2020,Parks & Recreation,29,10,1,1800
2020,Parks & Recreation,31,1,0,0
2020,Parks & Recreation,32,1,0,0
2020,Parks & Recreation,33,3,2,50000
2020,Parks & Recreation,34,2,0,0
2020,Parks & Recreation,35,0,1,75000
2020,Parks & Recreation,36,2,0,0
2020,Parks & Recreation,37,3,0,0
2020,Parks & Recreation,39,1,1,5616
2020,Parks & Recreation,40,0,1,120000
2020,Parks & Recreation,42,2,0,0
2020,Parks & Recreation,43,1,0,0
2020,Parks & Recreation,47,1,0,0
2020,Parks & Recreation,48,3,1,25000
2020,Parks & Recreation,49,0,3,215000
2020,Parks & Recreation,50,1,0,0
2020,"Plants, Gardens, & Sustainability",1,404,0,0
2020,"Plants, Gardens, & Sustainability",2,243,0,0
2020,"Plants, Gardens, & Sustainability",3,178,0,0
2020,"Plants, Gardens, & Sustainability",4,145,0,0
2020,"Plants, Gardens, & Sustainability",5,215,0,0
2020,"Plants, Gardens, & Sustainability",6,368,0,0
2020,"Plants, Gardens, & Sustainability",7,411,0,0
2020,"Plants, Gardens, & Sustainability",8,570,0,0
2020,"Plants, Gardens, & Sustainability",9,504,0,0
2020,"Plants, Gardens, & Sustainability",10,426,0,0
2020,"Plants, Gardens, & Sustainability",11,394,0,0
2020,"Plants, Gardens, & Sustainability",12,321,0,0
2020,"Plants, Gardens, & Sustainability",13,392,0,0
2020,"Plants, Gardens, & Sustainability",14,350,0,0
2020,"Plants, Gardens, & Sustainability",15,219,0,0
2020,"Plants, Gardens, & Sustainability",16,303,0,0
2020,"Plants, Gardens, & Sustainability",17,336,0,0
2020,"Plants, Gardens, & Sustainability",18,527,0,0
2020,"Plants, Gardens, & Sustainability",19,955,0,0
2020,"Plants, Gardens, & Sustainability",20,271,0,0
2020,"Plants, Gardens, & Sustainability",21,527,0,0
2020,"Plants, Gardens, & Sustainability",22,290,0,0
2020,"Plants, Gardens, & Sustainability",23,532,0,0
2020,"Plants, Gardens, & Sustainability",24,185,0,0
2020,"Plants, Gardens, & Sustainability",25,160,0,0
2020,"Plants, Gardens, & Sustainability",26,320,0,0
2020,"Plants, Gardens, & Sustainability",27,296,0,0
2020,"Plants, Gardens, & Sustainability",28,244,0,0
2020,"Plants, Gardens, & Sustainability",29,536,3,15000
2020,"Plants, Gardens, & Sustainability",30,547,0,0
2020,"Plants, Gardens, & Sustainability",31,497,0,0
2020,"Plants, Gardens, & Sustainability",32,574,0,0
2020,"Plants, Gardens, & Sustainability",33,424,1,50000
2020,"Plants, Gardens, & Sustainability",34,932,0,0
2020,"Plants, Gardens, & Sustainability",35,437,0,0
2020,"Plants, Gardens, & Sustainability",36,548,0,0
2020,"Plants, Gardens, & Sustainability",37,362,0,0
2020,"Plants, Gardens, & Sustainability",38,1049,0,0
2020,"Plants, Gardens, & Sustainability",39,779,0,0
2020,"Plants, Gardens, & Sustainability",40,411,1,55000
2020,"Plants, Gardens, & Sustainability",41,903,0,0
2020,"Plants, Gardens, & Sustainability",42,38,0,0
2020,"Plants, Gardens, & Sustainability",43,328,0,0
2020,"Plants, Gardens, & Sustainability",44,227,0,0
2020,"Plants, Gardens, & Sustainability",45,839,0,0
2020,"Plants, Gardens, & Sustainability",46,131,0,0
2020,"Plants, Gardens, & Sustainability",47,539,0,0
2020,"Plants, Gardens, & Sustainability",48,272,2,70406
2020,"Plants, Gardens, & Sustainability",49,210,0,0
2020,"Plants, Gardens, & Sustainability",50,472,0,0
2020,Schools & Libraries,13,0,1,325000
2020,Schools & Libraries,36,0,2,110000
2020,Schools & Libraries,39,0,3,411233
2020,Schools & Libraries,43,0,1,25000
2020,Schools & Libraries,48,0,1,55000
2020,Security Cameras,1,227,0,0
2020,Security Cameras,2,84,3,52267
2020,Security Cameras,3,193,0,0
2020,Security Cameras,4,60,2,83946
2020,Security Cameras,5,140,0,0
2020,Security Cameras,6,568,1,24776
2020,Security Cameras,7,265,0,0
2020,Security Cameras,8,392,0,0
2020,Security Cameras,9,398,0,0
2020,Security Cameras,10,205,0,0
2020,Security Cameras,11,181,1,49552
2020,Security Cameras,12,136,0,0
2020,Security Cameras,13,60,0,0
2020,Security Cameras,14,76,0,0
2020,Security Cameras,15,181,0,0
2020,Security Cameras,16,377,0,0
2020,Security Cameras,17,367,0,0
2020,Security Cameras,18,207,0,0
2020,Security Cameras,19,57,0,0
2020,Security Cameras,20,276,0,0
2020,Security Cameras,21,336,0,0
2020,Security Cameras,22,141,1,24776
2020,Security Cameras,23,76,1,24776
2020,Security Cameras,24,570,2,26576
2020,Security Cameras,25,199,0,0
2020,Security Cameras,26,210,1,49552
2020,Security Cameras,27,465,1,24776
2020,Security Cameras,28,743,0,0
2020,Security Cameras,29,229,0,0
2020,Security Cameras,30,121,1,24776
2020,Security Cameras,31,129,3,178700
2020,Security Cameras,32,213,1,24776
2020,Security Cameras,33,221,2,42650
2020,Security Cameras,34,567,0,0
2020,Security Cameras,35,138,2,53621
2020,Security Cameras,36,135,1,24776
2020,Security Cameras,37,506,1,24776
2020,Security Cameras,38,105,1,24776
2020,Security Cameras,39,121,1,49552
2020,Security Cameras,40,120,2,99104
2020,Security Cameras,41,39,0,0
2020,Security Cameras,42,55,4,115343
2020,Security Cameras,43,70,4,99104
2020,Security Cameras,44,105,0,0
2020,Security Cameras,45,96,0,0
2020,Security Cameras,46,182,2,49552
2020,Security Cameras,47,197,0,0
2020,Security Cameras,48,113,2,35276
2020,Security Cameras,49,76,0,0
2020,Security Cameras,50,107,0,0
2020,Streets & Transportation,1,3991,42,1244440
2020,Streets & Transportation,2,2418,24,711098
2020,Streets & Transportation,3,3803,52,1315459
2020,Streets & Transportation,4,3662,30,1228053
2020,Streets & Transportation,5,3513,9,449999
2020,Streets & Transportation,6,4708,34,1295223
2020,Streets & Transportation,7,3688,60,1210799
2020,Streets & Transportation,8,6068,29,966136
2020,Streets & Transportation,9,5820,34,1319499
2020,Streets & Transportation,10,6956,45,1309999
2020,Streets & Transportation,11,4066,35,1095047
2020,Streets & Transportation,12,3621,30,814999
2020,Streets & Transportation,13,4937,46,694991
2020,Streets & Transportation,14,4227,40,1319694
2020,Streets & Transportation,15,4014,32,1206764
2020,Streets & Transportation,16,3311,22,1319999
2020,Streets & Transportation,17,4203,34,1319999
2020,Streets & Transportation,18,5450,38,1319999
2020,Streets & Transportation,19,5168,26,1269999
2020,Streets & Transportation,20,4861,27,1166268
2020,Streets & Transportation,21,5384,73,1319999
2020,Streets & Transportation,22,3823,66,1293323
2020,Streets & Transportation,23,4260,44,1295223
2020,Streets & Transportation,24,3606,28,768573
2020,Streets & Transportation,25,4972,54,1319499
2020,Streets & Transportation,26,2634,55,1209947
2020,Streets & Transportation,27,5480,31,1281223
2020,Streets & Transportation,28,5083,41,743126
2020,Streets & Transportation,29,3449,31,1220799
2020,Streets & Transportation,30,3123,88,1294723
2020,Streets & Transportation,31,3736,45,1137499
2020,Streets & Transportation,32,4050,48,1295223
2020,Streets & Transportation,33,3287,37,1177349
2020,Streets & Transportation,34,5541,32,1319999
2020,Streets & Transportation,35,3299,58,1173533
2020,Streets & Transportation,36,3980,42,1185223
2020,Streets & Transportation,37,2980,35,762273
2020,Streets & Transportation,38,4570,55,1294223
2020,Streets & Transportation,39,5136,24,850098
2020,Streets & Transportation,40,3578,26,1037681
2020,Streets & Transportation,41,4644,26,1319999
2020,Streets & Transportation,42,3547,14,326441
2020,Streets & Transportation,43,2418,33,1163477
2020,Streets & Transportation,44,1525,33,1199999
2020,Streets & Transportation,45,5720,39,1319999
2020,Streets & Transportation,46,1494,25,475447
2020,Streets & Transportation,47,3431,72,1248999
2020,Streets & Transportation,48,2251,50,1120217
2020,Streets & Transportation,49,1956,34,1104999
2020,Streets & Transportation,50,2460,36,1317499
2021,Beautification,1,7197,0,0
2021,Beautification,2,2750,0,0
2021,Beautification,3,2976,3,7700
2021,Beautification,4,1869,1,35000
2021,Beautification,5,942,0,0
2021,Beautification,6,3725,0,0
2021,Beautification,7,2686,0,0
2021,Beautification,8,2812,1,1000
2021,Beautification,9,3668,0,0
2021,Beautification,10,3700,1,35000
2021,Beautification,11,4133,2,56513
2021,Beautification,12,7092,0,0
2021,Beautification,13,1881,0,0
2021,Beautification,14,7415,0,0
2021,Beautification,15,5073,0,0
2021,Beautification,16,5474,0,0
2021,Beautification,17,3288,0,0
2021,Beautification,18,2937,0,0
2021,Beautification,19,2012,0,0
2021,Beautification,20,4231,0,0
2021,Beautification,21,3638,2,4000
2021,Beautification,22,4623,0,0
2021,Beautification,23,4045,4,132404
2021,Beautification,24,8328,0,0
2021,Beautification,25,6348,0,0
2021,Beautification,26,3699,0,0
2021,Beautification,27,6987,1,103481
2021,Beautification,28,6074,0,0
2021,Beautification,29,2262,2,19147
2021,Beautification,30,2930,0,0
2021,Beautification,31,2538,0,0
2021,Beautification,32,5107,0,0
2021,Beautification,33,4802,0,0
2021,Beautification,34,6212,2,15400
2021,Beautification,35,3600,0,0
2021,Beautification,36,2584,0,0
2021,Beautification,37,3154,0,0
2021,Beautification,38,2188,0,0
2021,Beautification,39,2532,6,184600
2021,Beautification,40,2243,1,110000
2021,Beautification,41,1328,0,0
2021,Beautification,42,4055,1,12925
2021,Beautification,43,2058,1,40576
2021,Beautification,44,2075,0,0
2021,Beautification,45,3050,0,0
2021,Beautification,46,1705,5,203872
2021,Beautification,47,4423,1,300
2021,Beautification,48,1733,0,0
2021,Beautification,49,1583,0,0
2021,Beautification,50,1466,0,0
2021,Bike Infrastructure,1,54,2,75000
2021,Bike Infrastructure,2,27,0,0
2021,Bike Infrastructure,3,26,0,0
2021,Bike Infrastructure,4,38,0,0
2021,Bike Infrastructure,5,10,0,0
2021,Bike Infrastructure,6,13,0,0
2021,Bike Infrastructure,7,1,0,0
2021,Bike Infrastructure,8,3,0,0
2021,Bike Infrastructure,9,5,0,0
2021,Bike Infrastructure,10,6,0,0
2021,Bike Infrastructure,11,17,0,0
2021,Bike Infrastructure,12,6,0,0
2021,Bike Infrastructure,13,4,0,0
2021,Bike Infrastructure,14,5,0,0
2021,Bike Infrastructure,15,2,0,0
2021,Bike Infrastructure,17,2,0,0
2021,Bike Infrastructure,18,1,0,0
2021,Bike Infrastructure,19,4,0,0
2021,Bike Infrastructure,20,7,0,0
2021,Bike Infrastructure,21,22,0,0
2021,Bike Infrastructure,22,4,0,0
2021,Bike Infrastructure,23,6,0,0
2021,Bike Infrastructure,24,1,0,0
2021,Bike Infrastructure,25,33,0,0
2021,Bike Infrastructure,26,9,0,0
2021,Bike Infrastructure,27,730,0,0
2021,Bike Infrastructure,28,225,0,0
2021,Bike Infrastructure,29,1,0,0
2021,Bike Infrastructure,30,3,0,0
2021,Bike Infrastructure,31,13,0,0
2021,Bike Infrastructure,32,141,0,0
2021,Bike Infrastructure,33,59,3,191000
2021,Bike Infrastructure,34,21,0,0
2021,Bike Infrastructure,35,14,0,0
2021,Bike Infrastructure,36,6,0,0
2021,Bike Infrastructure,37,2,0,0
2021,Bike Infrastructure,38,4,0,0
2021,Bike Infrastructure,39,79,0,0
2021,Bike Infrastructure,40,82,0,0
2021,Bike Infrastructure,41,1,0,0
2021,Bike Infrastructure,42,109,0,0
2021,Bike Infrastructure,43,33,0,0
2021,Bike Infrastructure,44,15,0,0
2021,Bike Infrastructure,45,52,0,0
2021,Bike Infrastructure,46,21,0,0
2021,Bike Infrastructure,47,15,2,186500
2021,Bike Infrastructure,48,40,0,0
2021,Bike Infrastructure,49,8,0,0
2021,Bike Infrastructure,50,6,0,0
2021,Lighting,1,91,3,153344
2021,Lighting,2,39,1,1900
2021,Lighting,3,153,8,126590
2021,Lighting,4,115,1,1000
2021,Lighting,5,108,2,465000
2021,Lighting,6,394,5,276697
2021,Lighting,7,164,10,355000
2021,Lighting,8,365,7,330204
2021,Lighting,9,399,0,0
2021,Lighting,10,371,1,1000
2021,Lighting,11,159,13,12500
2021,Lighting,12,116,3,4850
2021,Lighting,13,517,16,9341
2021,Lighting,14,189,0,0
2021,Lighting,15,97,4,22350
2021,Lighting,16,237,1,190000
2021,Lighting,17,309,2,280500
2021,Lighting,18,378,1,500
2021,Lighting,19,186,0,0
2021,Lighting,20,163,1,167925
2021,Lighting,21,351,5,255450
2021,Lighting,22,159,1,74542
2021,Lighting,23,308,0,0
2021,Lighting,24,104,5,5700
2021,Lighting,25,127,3,639200
2021,Lighting,26,83,2,5500
2021,Lighting,27,175,0,0
2021,Lighting,28,151,5,1068441
2021,Lighting,29,160,8,3659
2021,Lighting,30,80,9,259950
2021,Lighting,31,78,6,409900
2021,Lighting,32,219,0,0
2021,Lighting,33,133,15,44000
2021,Lighting,34,427,0,0
2021,Lighting,35,157,5,4350
2021,Lighting,36,170,0,0
2021,Lighting,37,128,2,220500
2021,Lighting,38,206,4,2000
2021,Lighting,39,137,2,500
2021,Lighting,40,96,3,1662
2021,Lighting,41,167,0,0
2021,Lighting,42,48,3,480000
2021,Lighting,43,45,2,125000
2021,Lighting,44,48,1,14490
2021,Lighting,45,165,0,0
2021,Lighting,46,51,2,165500
2021,Lighting,47,118,4,3000
2021,Lighting,48,54,3,368900
2021,Lighting,49,93,1,300000
2021,Lighting,50,82,8,629700
2021,Parks & Recreation,1,16,1,324440
2021,Parks & Recreation,2,3,1,197305
2021,Parks & Recreation,3,28,0,0
2021,Parks & Recreation,4,17,2,81140
2021,Parks & Recreation,5,14,0,0
2021,Parks & Recreation,6,40,0,0
2021,Parks & Recreation,7,21,0,0
2021,Parks & Recreation,8,25,0,0
2021,Parks & Recreation,9,27,0,0
2021,Parks & Recreation,10,5,0,0
2021,Parks & Recreation,11,11,1,172829
2021,Parks & Recreation,12,7,0,0
2021,Parks & Recreation,13,1,2,200000
2021,Parks & Recreation,14,2,0,0
2021,Parks & Recreation,15,8,0,0
2021,Parks & Recreation,16,45,0,0
2021,Parks & Recreation,17,10,0,0
2021,Parks & Recreation,18,2,0,0
2021,Parks & Recreation,19,2,2,91000
2021,Parks & Recreation,20,15,0,0
2021,Parks & Recreation,21,21,0,0
2021,Parks & Recreation,22,4,0,0
2021,Parks & Recreation,23,3,1,100000
2021,Parks & Recreation,24,21,0,0
2021,Parks & Recreation,25,13,0,0
2021,Parks & Recreation,26,20,0,0
2021,Parks & Recreation,27,29,0,0
2021,Parks & Recreation,28,37,0,0
2021,Parks & Recreation,29,8,1,60000
2021,Parks & Recreation,30,9,0,0
2021,Parks & Recreation,31,3,0,0
2021,Parks & Recreation,32,1,0,0
2021,Parks & Recreation,33,15,5,150000
2021,Parks & Recreation,34,21,0,0
2021,Parks & Recreation,35,10,1,205000
2021,Parks & Recreation,36,5,0,0
2021,Parks & Recreation,37,19,0,0
2021,Parks & Recreation,38,4,0,0
2021,Parks & Recreation,39,13,3,170000
2021,Parks & Recreation,40,5,0,0
2021,Parks & Recreation,41,7,0,0
2021,Parks & Recreation,42,3,1,45000
2021,Parks & Recreation,43,1,0,0
2021,Parks & Recreation,44,3,0,0
2021,Parks & Recreation,45,3,0,0
2021,Parks & Recreation,46,6,1,50000
2021,Parks & Recreation,47,6,0,0
2021,Parks & Recreation,48,3,0,0
2021,Parks & Recreation,49,1,5,302826
2021,Parks & Recreation,50,3,0,0
2021,"Plants, Gardens, & Sustainability",1,386,0,0
2021,"Plants, Gardens, & Sustainability",2,190,0,0
2021,"Plants, Gardens, & Sustainability",3,223,0,0
2021,"Plants, Gardens, & Sustainability",4,166,0,0
2021,"Plants, Gardens, & Sustainability",5,213,0,0
2021,"Plants, Gardens, & Sustainability",6,436,0,0
2021,"Plants, Gardens, & Sustainability",7,434,0,0
2021,"Plants, Gardens, & Sustainability",8,602,0,0
2021,"Plants, Gardens, & Sustainability",9,530,0,0
2021,"Plants, Gardens, & Sustainability",10,445,0,0
