year,category,ward,calls,num_projects,total_cost
2021,"Plants, Gardens, & Sustainability",11,372,0,0
2021,"Plants, Gardens, & Sustainability",12,560,0,0
2021,"Plants, Gardens, & Sustainability",13,452,0,0
2021,"Plants, Gardens, & Sustainability",14,327,0,0
2021,"Plants, Gardens, & Sustainability",15,252,0,0
2021,"Plants, Gardens, & Sustainability",16,379,0,0
2021,"Plants, Gardens, & Sustainability",17,379,0,0
2021,"Plants, Gardens, & Sustainability",18,500,0,0
2021,"Plants, Gardens, & Sustainability",19,950,0,0
2021,"Plants, Gardens, & Sustainability",20,206,0,0
2021,"Plants, Gardens, & Sustainability",21,567,0,0
2021,"Plants, Gardens, & Sustainability",22,272,0,0
2021,"Plants, Gardens, & Sustainability",23,482,0,0
2021,"Plants, Gardens, & Sustainability",24,291,0,0
2021,"Plants, Gardens, & Sustainability",25,172,0,0
2021,"Plants, Gardens, & Sustainability",26,359,0,0
2021,"Plants, Gardens, & Sustainability",27,319,0,0
2021,"Plants, Gardens, & Sustainability",28,332,0,0
2021,"Plants, Gardens, & Sustainability",29,511,0,0
2021,"Plants, Gardens, & Sustainability",30,464,0,0
2021,"Plants, Gardens, & Sustainability",31,390,0,0
2021,"Plants, Gardens, & Sustainability",32,563,0,0
2021,"Plants, Gardens, & Sustainability",33,422,0,0
2021,"Plants, Gardens, & Sustainability",34,825,0,0
2021,"Plants, Gardens, & Sustainability",35,447,0,0
2021,"Plants, Gardens, & Sustainability",36,464,0,0
2021,"Plants, Gardens, & Sustainability",37,317,0,0
2021,"Plants, Gardens, & Sustainability",38,971,0,0
2021,"Plants, Gardens, & Sustainability",39,803,0,0
2021,"Plants, Gardens, & Sustainability",40,504,1,50000
2021,"Plants, Gardens, & Sustainability",41,1024,0,0
2021,"Plants, Gardens, & Sustainability",42,65,0,0
2021,"Plants, Gardens, & Sustainability",43,326,0,0
2021,"Plants, Gardens, & Sustainability",44,262,0,0
2021,"Plants, Gardens, & Sustainability",45,774,0,0
2021,"Plants, Gardens, & Sustainability",46,119,0,0
2021,"Plants, Gardens, & Sustainability",47,616,1,40000
2021,"Plants, Gardens, & Sustainability",48,271,1,50000
2021,"Plants, Gardens, & Sustainability",49,306,1,24000
2021,"Plants, Gardens, & Sustainability",50,487,0,0
2021,Schools & Libraries,23,0,2,4750
2021,Schools & Libraries,35,0,1,75000
2021,Schools & Libraries,38,0,1,10000
2021,Security Cameras,1,243,2,34330
2021,Security Cameras,2,144,6,159186
2021,Security Cameras,3,271,3,203677
2021,Security Cameras,4,111,2,214012
2021,Security Cameras,5,126,1,214482
2021,Security Cameras,6,501,0,0
2021,Security Cameras,7,304,0,0
2021,Security Cameras,8,354,3,156793
2021,Security Cameras,9,393,0,0
2021,Security Cameras,10,202,1,10971
2021,Security Cameras,11,220,4,261200
2021,Security Cameras,12,183,3,71494
2021,Security Cameras,13,48,0,0
2021,Security Cameras,14,118,1,24776
2021,Security Cameras,15,170,0,0
2021,Security Cameras,16,440,0,0
2021,Security Cameras,17,353,0,0
2021,Security Cameras,18,163,0,0
2021,Security Cameras,19,39,1,160985
2021,Security Cameras,20,308,0,0
2021,Security Cameras,21,365,0,0
2021,Security Cameras,22,184,0,0
2021,Security Cameras,23,78,3,107241
2021,Security Cameras,24,712,4,341528
2021,Security Cameras,25,175,5,126514
2021,Security Cameras,26,217,1,1800
2021,Security Cameras,27,487,11,261947
2021,Security Cameras,28,659,2,5300
2021,Security Cameras,29,251,1,35747
2021,Security Cameras,30,138,0,0
2021,Security Cameras,31,139,2,110075
2021,Security Cameras,32,248,4,98904
2021,Security Cameras,33,166,0,0
2021,Security Cameras,34,613,0,0
2021,Security Cameras,35,135,5,103538
2021,Security Cameras,36,136,0,0
2021,Security Cameras,37,488,1,24776
2021,Security Cameras,38,99,0,0
2021,Security Cameras,39,136,2,109875
2021,Security Cameras,40,100,0,0
2021,Security Cameras,41,41,0,0
2021,Security Cameras,42,105,24,650983
2021,Security Cameras,43,81,5,318384
2021,Security Cameras,44,84,1,136305
2021,Security Cameras,45,119,1,127967
2021,Security Cameras,46,182,1,74328
2021,Security Cameras,47,159,0,0
2021,Security Cameras,48,103,7,335844
2021,Security Cameras,49,76,0,0
2021,Security Cameras,50,122,0,0
2021,Streets & Transportation,1,3618,33,912885
2021,Streets & Transportation,2,2176,29,1141608
2021,Streets & Transportation,3,3615,51,1162032
2021,Streets & Transportation,4,3070,33,1168847
2021,Streets & Transportation,5,2944,17,820517
2021,Streets & Transportation,6,3934,34,1223302
2021,Streets & Transportation,7,3139,50,1144999
2021,Streets & Transportation,8,4123,47,1009202
2021,Streets & Transportation,9,4382,33,1499999
2021,Streets & Transportation,10,4575,75,1453028
2021,Streets & Transportation,11,3479,40,996957
2021,Streets & Transportation,12,2927,73,1423655
2021,Streets & Transportation,13,3616,139,1290658
2021,Streets & Transportation,14,3265,54,1475223
2021,Streets & Transportation,15,2651,64,1470404
2021,Streets & Transportation,16,2769,32,1309999
2021,Streets & Transportation,17,3306,40,1219499
2021,Streets & Transportation,18,4965,60,1499499
2021,Streets & Transportation,19,4058,25,1248014
2021,Streets & Transportation,20,3307,25,1332074
2021,Streets & Transportation,21,4778,55,1240549
2021,Streets & Transportation,22,2979,53,1425457
2021,Streets & Transportation,23,3311,63,1155604
2021,Streets & Transportation,24,2641,49,1152771
2021,Streets & Transportation,25,5049,41,734285
2021,Streets & Transportation,26,2476,62,1492699
2021,Streets & Transportation,27,5413,32,1134571
2021,Streets & Transportation,28,4502,15,426258
2021,Streets & Transportation,29,2755,77,1381445
2021,Streets & Transportation,30,2807,42,1240049
2021,Streets & Transportation,31,3041,47,980024
2021,Streets & Transportation,32,3303,53,1401095
2021,Streets & Transportation,33,2468,67,1114999
2021,Streets & Transportation,34,5221,47,1484599
2021,Streets & Transportation,35,2880,74,1112111
2021,Streets & Transportation,36,3218,71,1499999
2021,Streets & Transportation,37,2236,49,1254723
2021,Streets & Transportation,38,3764,41,1487999
2021,Streets & Transportation,39,4249,39,1035024
2021,Streets & Transportation,40,2933,39,1338337
2021,Streets & Transportation,41,4495,33,1499999
2021,Streets & Transportation,42,4221,12,311091
2021,Streets & Transportation,43,2523,24,966039
2021,Streets & Transportation,44,1805,46,1349204
2021,Streets & Transportation,45,4716,30,1372032
2021,Streets & Transportation,46,1676,38,1006299
2021,Streets & Transportation,47,3126,67,1120199
2021,Streets & Transportation,48,1949,41,745255
2021,Streets & Transportation,49,1596,49,873173
2021,Streets & Transportation,50,1869,35,870299
2022,Beautification,1,6626,0,0
2022,Beautification,2,2569,0,0
2022,Beautification,3,1724,0,0
2022,Beautification,4,1488,1,10000
2022,Beautification,5,630,0,0
2022,Beautification,6,2309,0,0
2022,Beautification,7,1779,1,28341
2022,Beautification,8,1985,0,0
2022,Beautification,9,2929,0,0
2022,Beautification,10,2395,2,31888
2022,Beautification,11,3571,0,0
2022,Beautification,12,6087,1,13997
2022,Beautification,13,2165,0,0
2022,Beautification,14,7889,0,0
2022,Beautification,15,3063,0,0
2022,Beautification,16,4352,0,0
2022,Beautification,17,2539,0,0
2022,Beautification,18,3374,0,0
2022,Beautification,19,1849,0,0
2022,Beautification,20,2497,0,0
2022,Beautification,21,2457,3,3800
2022,Beautification,22,3843,0,0
2022,Beautification,23,4309,5,136790
2022,Beautification,24,3335,0,0
2022,Beautification,25,6353,0,0
2022,Beautification,26,3558,0,0
2022,Beautification,27,5930,0,0
2022,Beautification,28,3664,0,0
2022,Beautification,29,1817,1,4102
2022,Beautification,30,2931,0,0
2022,Beautification,31,2389,0,0
2022,Beautification,32,4843,0,0
2022,Beautification,33,3633,0,0
2022,Beautification,34,3547,0,0
2022,Beautification,35,3313,13,236152
2022,Beautification,36,2808,0,0
2022,Beautification,37,2297,2,29357
2022,Beautification,38,1735,0,0
2022,Beautification,39,2169,0,0
2022,Beautification,40,2175,2,36136
2022,Beautification,41,1260,0,0
2022,Beautification,42,4108,1,100000
2022,Beautification,43,2055,0,0
2022,Beautification,44,2096,0,0
2022,Beautification,45,2876,0,0
2022,Beautification,46,1711,1,6842
2022,Beautification,47,3605,0,0
2022,Beautification,48,1730,0,0
2022,Beautification,49,1692,0,0
2022,Beautification,50,1416,0,0
2022,Bike Infrastructure,1,163,1,300000
2022,Bike Infrastructure,2,88,0,0
2022,Bike Infrastructure,3,38,0,0
2022,Bike Infrastructure,4,83,0,0
2022,Bike Infrastructure,5,36,0,0
2022,Bike Infrastructure,6,53,0,0
2022,Bike Infrastructure,7,7,0,0
2022,Bike Infrastructure,8,7,0,0
2022,Bike Infrastructure,9,5,0,0
2022,Bike Infrastructure,10,16,0,0
2022,Bike Infrastructure,11,113,0,0
2022,Bike Infrastructure,12,7,0,0
2022,Bike Infrastructure,14,6,0,0
2022,Bike Infrastructure,15,3,0,0
2022,Bike Infrastructure,16,4,0,0
2022,Bike Infrastructure,17,9,0,0
2022,Bike Infrastructure,18,2,0,0
2022,Bike Infrastructure,21,6,0,0
2022,Bike Infrastructure,22,2,0,0
2022,Bike Infrastructure,23,5,0,0
2022,Bike Infrastructure,24,6,0,0
2022,Bike Infrastructure,25,142,0,0
2022,Bike Infrastructure,26,26,0,0
2022,Bike Infrastructure,27,841,0,0
2022,Bike Infrastructure,28,143,0,0
2022,Bike Infrastructure,29,1,0,0
2022,Bike Infrastructure,30,19,0,0
2022,Bike Infrastructure,31,22,0,0
2022,Bike Infrastructure,32,161,0,0
2022,Bike Infrastructure,33,45,0,0
2022,Bike Infrastructure,34,61,0,0
2022,Bike Infrastructure,35,19,2,110000
2022,Bike Infrastructure,36,20,0,0
2022,Bike Infrastructure,37,3,0,0
2022,Bike Infrastructure,38,4,0,0
2022,Bike Infrastructure,39,105,0,0
2022,Bike Infrastructure,40,140,0,0
2022,Bike Infrastructure,41,7,0,0
2022,Bike Infrastructure,42,291,0,0
2022,Bike Infrastructure,43,125,0,0
2022,Bike Infrastructure,44,140,0,0
2022,Bike Infrastructure,45,51,0,0
2022,Bike Infrastructure,46,168,1,17500
2022,Bike Infrastructure,47,113,0,0
2022,Bike Infrastructure,48,92,0,0
2022,Bike Infrastructure,49,28,0,0
2022,Bike Infrastructure,50,20,0,0
2022,Lighting,1,99,0,0
2022,Lighting,2,56,2,150750
2022,Lighting,3,98,10,26257
2022,Lighting,4,75,2,188374
2022,Lighting,5,125,2,431900
2022,Lighting,6,290,1,252
2022,Lighting,7,164,3,2000
2022,Lighting,8,403,2,174745
2022,Lighting,9,411,0,0
2022,Lighting,10,282,0,0
2022,Lighting,11,162,2,17300
2022,Lighting,12,147,1,500
2022,Lighting,13,246,8,5450
2022,Lighting,14,156,4,1694
2022,Lighting,15,109,1,298000
2022,Lighting,16,202,0,0
2022,Lighting,17,233,1,1500
2022,Lighting,18,239,5,26890
2022,Lighting,19,170,0,0
2022,Lighting,20,186,2,1000
2022,Lighting,21,336,1,500
2022,Lighting,22,98,1,18186
2022,Lighting,23,189,2,1500
2022,Lighting,24,146,2,344300
2022,Lighting,25,132,1,176000
2022,Lighting,26,89,1,950
2022,Lighting,27,88,1,1500
2022,Lighting,28,125,6,1216200
2022,Lighting,29,135,2,840
2022,Lighting,30,78,1,227861
2022,Lighting,31,97,12,16400
2022,Lighting,32,97,1,50000
2022,Lighting,33,167,1,500
2022,Lighting,34,329,1,260000
2022,Lighting,35,182,0,0
2022,Lighting,36,133,0,0
2022,Lighting,37,128,4,137500
2022,Lighting,38,166,1,500
2022,Lighting,39,130,2,1250
2022,Lighting,40,78,0,0
2022,Lighting,41,158,0,0
2022,Lighting,42,40,2,200000
2022,Lighting,43,29,1,500
2022,Lighting,44,56,1,330510
2022,Lighting,45,128,2,2500
2022,Lighting,46,38,0,0
2022,Lighting,47,111,5,5432
2022,Lighting,48,64,0,0
2022,Lighting,49,49,2,341545
2022,Lighting,50,110,2,233437
2022,Parks & Recreation,1,6,0,0
2022,Parks & Recreation,2,1,3,115000
2022,Parks & Recreation,3,23,0,0
2022,Parks & Recreation,4,8,2,75000
2022,Parks & Recreation,5,8,0,0
2022,Parks & Recreation,6,21,0,0
2022,Parks & Recreation,7,9,0,0
2022,Parks & Recreation,8,14,0,0
2022,Parks & Recreation,9,11,0,0
2022,Parks & Recreation,10,8,0,0
2022,Parks & Recreation,11,7,0,0
2022,Parks & Recreation,13,0,2,275000
2022,Parks & Recreation,14,2,0,0
2022,Parks & Recreation,15,17,0,0
2022,Parks & Recreation,16,10,0,0
2022,Parks & Recreation,17,6,0,0
2022,Parks & Recreation,18,4,0,0
2022,Parks & Recreation,19,9,0,0
2022,Parks & Recreation,20,11,0,0
2022,Parks & Recreation,21,8,0,0
2022,Parks & Recreation,22,2,0,0
2022,Parks & Recreation,23,2,1,30829
2022,Parks & Recreation,24,9,0,0
2022,Parks & Recreation,25,11,0,0
2022,Parks & Recreation,26,7,0,0
2022,Parks & Recreation,27,13,0,0
2022,Parks & Recreation,28,12,0,0
2022,Parks & Recreation,29,8,0,0
2022,Parks & Recreation,30,1,0,0
2022,Parks & Recreation,31,2,0,0
2022,Parks & Recreation,32,0,1,150000
2022,Parks & Recreation,33,5,2,280000
2022,Parks & Recreation,34,12,0,0
2022,Parks & Recreation,35,5,0,0
2022,Parks & Recreation,36,4,0,0
2022,Parks & Recreation,37,11,0,0
2022,Parks & Recreation,38,1,1,420000
2022,Parks & Recreation,39,5,3,155000
2022,Parks & Recreation,40,5,2,270000
2022,Parks & Recreation,41,2,0,0
2022,Parks & Recreation,42,4,1,16275
2022,Parks & Recreation,43,0,2,184000
2022,Parks & Recreation,44,3,1,60000
2022,Parks & Recreation,45,2,0,0
2022,Parks & Recreation,46,10,0,0
2022,Parks & Recreation,47,6,1,54000
2022,Parks & Recreation,48,11,0,0
2022,Parks & Recreation,49,1,2,105729
2022,Parks & Recreation,50,1,0,0
2022,"Plants, Gardens, & Sustainability",1,560,0,0
2022,"Plants, Gardens, & Sustainability",2,299,0,0
2022,"Plants, Gardens, & Sustainability",3,343,0,0
2022,"Plants, Gardens, & Sustainability",4,268,0,0
2022,"Plants, Gardens, & Sustainability",5,289,0,0
2022,"Plants, Gardens, & Sustainability",6,834,0,0
2022,"Plants, Gardens, & Sustainability",7,463,0,0
2022,"Plants, Gardens, & Sustainability",8,850,0,0
2022,"Plants, Gardens, & Sustainability",9,965,0,0
2022,"Plants, Gardens, & Sustainability",10,494,0,0
2022,"Plants, Gardens, & Sustainability",11,770,0,0
2022,"Plants, Gardens, & Sustainability",12,1225,0,0
2022,"Plants, Gardens, & Sustainability",13,585,0,0
2022,"Plants, Gardens, & Sustainability",14,610,0,0
2022,"Plants, Gardens, & Sustainability",15,452,0,0
2022,"Plants, Gardens, & Sustainability",16,427,0,0
2022,"Plants, Gardens, & Sustainability",17,577,0,0
2022,"Plants, Gardens, & Sustainability",18,570,0,0
2022,"Plants, Gardens, & Sustainability",19,1824,0,0
2022,"Plants, Gardens, & Sustainability",20,300,0,0
2022,"Plants, Gardens, & Sustainability",21,1147,0,0
2022,"Plants, Gardens, & Sustainability",22,1218,0,0
2022,"Plants, Gardens, & Sustainability",23,605,0,0
2022,"Plants, Gardens, & Sustainability",24,694,0,0
2022,"Plants, Gardens, & Sustainability",25,415,0,0
2022,"Plants, Gardens, & Sustainability",26,661,0,0
2022,"Plants, Gardens, & Sustainability",27,569,0,0
2022,"Plants, Gardens, & Sustainability",28,356,0,0
2022,"Plants, Gardens, & Sustainability",29,656,1,16700
2022,"Plants, Gardens, & Sustainability",30,726,0,0
2022,"Plants, Gardens, & Sustainability",31,480,0,0
2022,"Plants, Gardens, & Sustainability",32,758,0,0
2022,"Plants, Gardens, & Sustainability",33,544,1,25000
2022,"Plants, Gardens, & Sustainability",34,315,0,0
2022,"Plants, Gardens, & Sustainability",35,605,0,0
2022,"Plants, Gardens, & Sustainability",36,579,0,0
2022,"Plants, Gardens, & Sustainability",37,581,0,0
2022,"Plants, Gardens, & Sustainability",38,1172,0,0
2022,"Plants, Gardens, & Sustainability",39,896,0,0
2022,"Plants, Gardens, & Sustainability",40,741,0,0
2022,"Plants, Gardens, & Sustainability",41,1158,0,0
2022,"Plants, Gardens, & Sustainability",42,47,0,0
2022,"Plants, Gardens, & Sustainability",43,360,0,0
2022,"Plants, Gardens, & Sustainability",44,485,0,0
2022,"Plants, Gardens, & Sustainability",45,1041,0,0
2022,"Plants, Gardens, & Sustainability",46,251,0,0
2022,"Plants, Gardens, & Sustainability",47,815,0,0
2022,"Plants, Gardens, & Sustainability",48,363,1,50000
2022,"Plants, Gardens, & Sustainability",49,210,0,0
2022,"Plants, Gardens, & Sustainability",50,494,0,0
2022,Schools & Libraries,1,0,1,30000
2022,Schools & Libraries,29,0,1,25000
2022,Schools & Libraries,33,0,1,75000
2022,Schools & Libraries,35,0,1,143500
2022,Schools & Libraries,39,0,1,100000
2022,Schools & Libraries,47,0,1,5956
2022,Schools & Libraries,48,0,1,15904
2022,Security Cameras,1,272,1,24776
2022,Security Cameras,2,110,11,174264
2022,Security Cameras,3,213,0,0
2022,Security Cameras,4,106,4,99104
2022,Security Cameras,5,110,2,35747
2022,Security Cameras,6,558,1,24776
2022,Security Cameras,7,311,0,0
2022,Security Cameras,8,357,0,0
2022,Security Cameras,9,399,0,0
2022,Security Cameras,10,187,1,27410
2022,Security Cameras,11,194,1,1800
2022,Security Cameras,12,216,0,0
2022,Security Cameras,13,40,1,1800
2022,Security Cameras,14,146,0,0
2022,Security Cameras,15,194,0,0
2022,Security Cameras,16,547,0,0
2022,Security Cameras,17,381,1,5485
2022,Security Cameras,18,186,1,5485
2022,Security Cameras,19,26,1,3000
2022,Security Cameras,20,259,0,0
2022,Security Cameras,21,329,0,0
2022,Security Cameras,22,201,2,49552
2022,Security Cameras,23,72,3,74328
2022,Security Cameras,24,626,0,0
2022,Security Cameras,25,208,6,140119
2022,Security Cameras,26,271,0,0
2022,Security Cameras,27,550,4,77328
2022,Security Cameras,28,781,2,5300
2022,Security Cameras,29,239,4,69157
2022,Security Cameras,30,170,0,0
2022,Security Cameras,31,166,0,0
2022,Security Cameras,32,222,0,0
2022,Security Cameras,33,239,1,24776
2022,Security Cameras,34,454,0,0
2022,Security Cameras,35,153,2,49552
2022,Security Cameras,36,222,0,0
2022,Security Cameras,37,565,0,0
2022,Security Cameras,38,99,0,0
2022,Security Cameras,39,127,0,0
2022,Security Cameras,40,113,6,87733
2022,Security Cameras,41,31,3,60523
2022,Security Cameras,42,78,15,410021
2022,Security Cameras,43,107,1,3700
2022,Security Cameras,44,79,0,0
2022,Security Cameras,45,139,2,41410
2022,Security Cameras,46,233,0,0
2022,Security Cameras,47,136,0,0
2022,Security Cameras,48,121,0,0
2022,Security Cameras,49,68,1,54820
2022,Security Cameras,50,109,0,0
2022,Streets & Transportation,1,4037,36,1145223
2022,Streets & Transportation,2,2681,32,1033935
2022,Streets & Transportation,3,3536,55,1473742
2022,Streets & Transportation,4,3328,33,1127521
2022,Streets & Transportation,5,3216,14,933994
2022,Streets & Transportation,6,4012,38,1474971
2022,Streets & Transportation,7,3088,38,1425618
2022,Streets & Transportation,8,4846,52,1325254
2022,Streets & Transportation,9,5137,38,1499521
2022,Streets & Transportation,10,4790,57,1440701
2022,Streets & Transportation,11,3767,69,1480899
2022,Streets & Transportation,12,3209,45,1485502
2022,Streets & Transportation,13,3347,72,1216411
2022,Streets & Transportation,14,4123,65,1498305
2022,Streets & Transportation,15,3137,44,1201999
2022,Streets & Transportation,16,3922,33,1499999
2022,Streets & Transportation,17,3125,35,1493014
2022,Streets & Transportation,18,5053,47,1467624
2022,Streets & Transportation,19,4756,31,1468421
2022,Streets & Transportation,20,3289,40,1383028
2022,Streets & Transportation,21,4889,83,1495699
2022,Streets & Transportation,22,3107,76,1391289
2022,Streets & Transportation,23,3750,63,1221401
2022,Streets & Transportation,24,3305,58,1121230
2022,Streets & Transportation,25,5767,51,1171069
2022,Streets & Transportation,26,2663,53,1499049
2022,Streets & Transportation,27,5692,49,1421171
2022,Streets & Transportation,28,4948,22,225984
2022,Streets & Transportation,29,3265,56,1384200
2022,Streets & Transportation,30,2913,67,1272138
2022,Streets & Transportation,31,2595,58,1483599
2022,Streets & Transportation,32,4618,47,1254149
2022,Streets & Transportation,33,2833,37,1051407
2022,Streets & Transportation,34,4852,40,1239999
2022,Streets & Transportation,35,3155,53,938826
2022,Streets & Transportation,36,3626,110,1499999
2022,Streets & Transportation,37,2463,48,1269511
2022,Streets & Transportation,38,3915,44,1039424
2022,Streets & Transportation,39,5271,32,1243749
2022,Streets & Transportation,40,4326,26,1106130
2022,Streets & Transportation,41,4780,35,1436160
2022,Streets & Transportation,42,5104,22,662091
2022,Streets & Transportation,43,3155,47,1311799
2022,Streets & Transportation,44,2266,45,1109489
2022,Streets & Transportation,45,5040,30,1450135
2022,Streets & Transportation,46,2110,42,1351777
2022,Streets & Transportation,47,3970,86,1304384
2022,Streets & Transportation,48,2435,52,1434095
2022,Streets & Transportation,49,2099,51,997905
2022,Streets & Transportation,50,2625,42,1266562
2023,Beautification,1,5705,0,0
2023,Beautification,2,1152,0,0
2023,Beautification,3,1278,0,0
2023,Beautification,4,1250,0,0
2023,Beautification,5,546,0,0
2023,Beautification,6,2297,0,0
2023,Beautification,7,1907,0,0
2023,Beautification,8,1946,0,0
2023,Beautification,9,3205,0,0
2023,Beautification,10,2876,0,0
2023,Beautification,11,3940,0,0
2023,Beautification,12,5945,0,0
2023,Beautification,13,1856,0,0
2023,Beautification,14,7196,0,0
2023,Beautification,15,3926,0,0
2023,Beautification,16,4098,0,0
2023,Beautification,17,2479,0,0
2023,Beautification,18,3185,0,0
2023,Beautification,19,2211,0,0
2023,Beautification,20,2276,0,0
2023,Beautification,21,3440,0,0
2023,Beautification,22,4145,0,0
2023,Beautification,23,4245,1,100000
2023,Beautification,24,3211,0,0
2023,Beautification,25,6905,0,0
2023,Beautification,26,3223,0,0
2023,Beautification,27,5637,0,0
2023,Beautification,28,4875,0,0
2023,Beautification,29,1798,0,0
2023,Beautification,30,2647,0,0
2023,Beautification,31,2605,0,0
2023,Beautification,32,4483,0,0
2023,Beautification,33,2742,0,0
2023,Beautification,34,2252,0,0
2023,Beautification,35,3626,10,115681
2023,Beautification,36,3385,0,0
2023,Beautification,37,2671,0,0
2023,Beautification,38,1843,0,0
2023,Beautification,39,1990,0,0
2023,Beautification,40,1708,0,0
2023,Beautification,41,1466,0,0
2023,Beautification,42,2910,2,203099
2023,Beautification,43,2146,0,0
2023,Beautification,44,1301,2,1200
2023,Beautification,45,2549,0,0
2023,Beautification,46,1697,2,15750
2023,Beautification,47,2567,0,0
2023,Beautification,48,1263,0,0
2023,Beautification,49,1549,1,33000
2023,Beautification,50,1242,0,0
2023,Bike Infrastructure,1,210,2,475000
2023,Bike Infrastructure,2,60,0,0
2023,Bike Infrastructure,3,58,0,0
2023,Bike Infrastructure,4,48,0,0
2023,Bike Infrastructure,5,35,0,0
2023,Bike Infrastructure,6,38,0,0
2023,Bike Infrastructure,7,3,0,0
2023,Bike Infrastructure,9,1,0,0
2023,Bike Infrastructure,10,8,0,0
2023,Bike Infrastructure,11,68,0,0
2023,Bike Infrastructure,12,7,0,0
2023,Bike Infrastructure,13,5,0,0
2023,Bike Infrastructure,14,9,0,0
2023,Bike Infrastructure,15,4,0,0
2023,Bike Infrastructure,16,3,0,0
2023,Bike Infrastructure,17,6,0,0
2023,Bike Infrastructure,18,3,0,0
2023,Bike Infrastructure,19,3,0,0
2023,Bike Infrastructure,20,8,0,0
2023,Bike Infrastructure,21,17,0,0
2023,Bike Infrastructure,22,5,0,0
2023,Bike Infrastructure,23,6,0,0
2023,Bike Infrastructure,24,4,0,0
2023,Bike Infrastructure,25,65,0,0
2023,Bike Infrastructure,26,40,0,0
2023,Bike Infrastructure,27,312,0,0
2023,Bike Infrastructure,28,179,0,0
2023,Bike Infrastructure,29,4,0,0
2023,Bike Infrastructure,30,53,0,0
2023,Bike Infrastructure,31,14,0,0
2023,Bike Infrastructure,32,158,0,0
2023,Bike Infrastructure,33,56,1,106763
2023,Bike Infrastructure,34,337,0,0
2023,Bike Infrastructure,35,85,2,114500
2023,Bike Infrastructure,36,43,0,0
2023,Bike Infrastructure,37,21,0,0
2023,Bike Infrastructure,38,11,0,0
2023,Bike Infrastructure,39,32,1,150000
2023,Bike Infrastructure,40,70,0,0
2023,Bike Infrastructure,41,7,0,0
2023,Bike Infrastructure,42,203,0,0
2023,Bike Infrastructure,43,113,0,0
2023,Bike Infrastructure,44,84,0,0
2023,Bike Infrastructure,45,23,0,0
2023,Bike Infrastructure,46,64,0,0
2023,Bike Infrastructure,47,71,3,250000
2023,Bike Infrastructure,48,47,0,0
2023,Bike Infrastructure,49,19,1,80000
2023,Bike Infrastructure,50,14,0,0
2023,Lighting,1,95,0,0
2023,Lighting,2,31,0,0
2023,Lighting,3,117,8,63911
2023,Lighting,4,131,1,500
2023,Lighting,5,78,3,553913
2023,Lighting,6,296,2,489500
2023,Lighting,7,203,1,500
2023,Lighting,8,314,8,265300
2023,Lighting,9,367,0,0
2023,Lighting,10,348,2,3350
2023,Lighting,11,189,1,500
2023,Lighting,12,156,4,40901
2023,Lighting,13,264,16,9900
2023,Lighting,14,192,0,0
2023,Lighting,15,206,1,100000
2023,Lighting,16,220,0,0
2023,Lighting,17,205,2,1000
2023,Lighting,18,309,0,0
2023,Lighting,19,222,1,500
2023,Lighting,20,237,1,355000
2023,Lighting,21,527,0,0
2023,Lighting,22,173,3,2000
2023,Lighting,23,248,0,0
2023,Lighting,24,196,1,950
2023,Lighting,25,146,1,500
2023,Lighting,26,137,1,179000
2023,Lighting,27,122,3,337500
2023,Lighting,28,164,3,662900
2023,Lighting,29,270,1,500
2023,Lighting,30,123,5,347299
2023,Lighting,31,87,7,494500
2023,Lighting,32,139,0,0
2023,Lighting,33,96,0,0
2023,Lighting,34,27,0,0
2023,Lighting,35,154,0,0
2023,Lighting,36,167,1,950
2023,Lighting,37,158,1,340000
2023,Lighting,38,197,1,500
2023,Lighting,39,116,7,4000
2023,Lighting,40,118,1,1000
2023,Lighting,41,221,1,500
2023,Lighting,42,22,2,325000
2023,Lighting,43,74,1,48617
2023,Lighting,44,50,4,81643
2023,Lighting,45,164,0,0
2023,Lighting,46,56,0,0
2023,Lighting,47,118,6,3117
2023,Lighting,48,91,0,0
2023,Lighting,49,70,0,0
2023,Lighting,50,90,4,327500
2023,Parks & Recreation,1,2,1,100000
2023,Parks & Recreation,2,1,0,0
2023,Parks & Recreation,3,11,0,0
2023,Parks & Recreation,4,3,1,250000
2023,Parks & Recreation,5,2,0,0
2023,Parks & Recreation,6,15,2,125000
2023,Parks & Recreation,7,5,0,0
2023,Parks & Recreation,8,12,0,0
2023,Parks & Recreation,9,13,0,0
2023,Parks & Recreation,10,5,0,0
2023,Parks & Recreation,11,3,0,0
2023,Parks & Recreation,12,2,0,0
2023,Parks & Recreation,13,1,0,0
2023,Parks & Recreation,14,2,0,0
2023,Parks & Recreation,15,5,0,0
2023,Parks & Recreation,16,12,0,0
2023,Parks & Recreation,17,6,0,0
2023,Parks & Recreation,18,4,0,0
2023,Parks & Recreation,19,8,0,0
2023,Parks & Recreation,20,14,0,0
2023,Parks & Recreation,21,23,0,0
2023,Parks & Recreation,23,3,0,0
2023,Parks & Recreation,24,9,0,0
2023,Parks & Recreation,25,8,0,0
2023,Parks & Recreation,26,12,0,0
2023,Parks & Recreation,27,22,0,0
2023,Parks & Recreation,28,22,0,0
2023,Parks & Recreation,29,14,2,92000
2023,Parks & Recreation,30,7,0,0
2023,Parks & Recreation,31,1,0,0
2023,Parks & Recreation,32,3,1,50000
2023,Parks & Recreation,33,4,0,0
2023,Parks & Recreation,34,2,0,0
2023,Parks & Recreation,35,6,0,0
2023,Parks & Recreation,36,6,0,0
